Row Label,County,C. Kimi Kondo,Jon M. Zimmerman,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SEA 37-1571,KI,118,63,432,67,250,0,2
SEA 34-1511,KI,79,34,320,58,172,0,1
SEA 37-1578,KI,76,52,413,43,172,0,1
SEA 37-1579,KI,60,24,247,24,108,0,0
SEA 46-2304,KI,124,44,369,65,233,0,0
SEA 36-2170,KI,145,45,450,94,285,0,1
SEA 46-2306,KI,110,32,307,53,195,0,0
SEA 46-2307,KI,119,41,313,55,215,0,0
SEA 46-2300,KI,157,72,490,96,327,0,2
SEA 43-1818,KI,73,49,295,74,196,0,0
SEA 34-1460,KI,88,61,324,60,209,0,0
SEA 43-1817,KI,60,24,264,50,134,0,0
SEA 46-2308,KI,119,39,377,72,230,0,0
SEA 34-1463,KI,96,37,259,44,178,0,1
SEA 34-1462,KI,77,48,339,74,199,0,0
SEA 34-1449,KI,95,45,367,72,213,0,1
SEA 34-1448,KI,86,41,270,53,181,0,1
SEA 34-1446,KI,105,50,398,80,237,0,2
SEA 34-1444,KI,147,98,595,120,365,0,0
SEA 34-1443,KI,118,77,380,71,266,0,0
SEA 34-1442,KI,86,58,380,63,207,0,0
SEA 34-1441,KI,68,40,264,48,156,0,0
SEA 34-1440,KI,65,31,242,53,149,0,0
SEA 43-2088,KI,177,67,694,117,361,0,0
SEA 43-2089,KI,25,13,341,27,65,0,0
SEA 43-2084,KI,269,55,668,119,445,0,2
SEA 43-1360,KI,210,75,622,94,379,0,0
SEA 46-1283,KI,108,45,391,51,204,0,0
SEA 43-2081,KI,14,13,385,8,35,0,0
SEA 43-1361,KI,143,29,417,66,238,0,0
SEA 34-1469,KI,70,49,362,63,182,0,0
SEA 43-2544,KI,299,110,887,126,537,0,2
SEA 43-2058,KI,52,34,247,64,150,0,0
SEA 46-2342,KI,92,47,406,48,187,0,0
SEA 43-2547,KI,128,19,461,57,204,0,0
SEA 43-2546,KI,125,15,324,33,176,0,3
SEA 36-2536,KI,158,73,567,95,329,0,3
SEA 43-1291,KI,332,60,684,95,487,0,0
SEA 46-2234,KI,87,29,274,66,182,0,0
SEA 46-2236,KI,114,37,350,67,218,0,0
SEA 46-2796,KI,94,64,456,70,229,0,1
SEA 37-1872,KI,215,60,581,82,359,0,2
SEA 37-1871,KI,228,63,629,95,389,0,3
SEA 43-1868,KI,142,24,353,67,233,0,0
SEA 37-1876,KI,277,54,766,113,444,0,0
SEA 37-1875,KI,167,61,525,59,288,0,1
SEA 43-1863,KI,172,25,475,55,255,0,3
SEA 43-1862,KI,147,38,476,48,234,0,1
SEA 37-1879,KI,251,80,839,92,424,0,1
SEA 43-1860,KI,228,38,745,101,368,0,1
SEA 43-1867,KI,183,35,546,80,299,0,1
SEA 43-3262,KI,95,23,306,59,177,0,0
SEA 37-1840,KI,154,55,616,71,281,0,1
SEA 43-1994,KI,114,40,295,43,197,0,0
SEA 43-2039,KI,120,35,328,44,199,0,0
SEA 43-2038,KI,196,53,560,104,355,0,2
SEA 37-1640,KI,160,60,738,73,293,0,0
SEA 43-2033,KI,148,53,438,75,276,0,0
SEA 43-2035,KI,150,58,668,91,301,0,2
SEA 43-2034,KI,161,27,424,64,253,0,1
SEA 43-2037,KI,166,38,551,69,274,0,1
SEA 36-1325,KI,123,49,465,73,246,0,1
SEA 46-2153,KI,102,59,492,67,231,0,3
SEA 46-2152,KI,72,52,378,66,192,0,2
SEA 46-2379,KI,170,51,542,109,332,0,2
SEA 43-2549,KI,185,57,718,97,339,0,0
SEA 37-1590,KI,144,39,294,45,228,0,0
SEA 37-1591,KI,150,36,360,62,249,0,1
SEA 37-1592,KI,218,56,634,87,361,0,0
SEA 37-1593,KI,150,48,470,55,254,0,1
SEA 37-1594,KI,184,53,761,105,343,0,1
SEA 37-1596,KI,138,47,497,73,260,0,2
SEA 43-2542,KI,96,19,275,31,146,0,0
SEA 36-2116,KI,121,28,299,53,202,0,0
SEA 43-1406,KI,132,50,398,81,264,0,1
SEA 36-2117,KI,117,47,336,59,223,0,0
SEA 46-2270,KI,107,45,290,47,202,0,3
SEA 46-1978,KI,164,65,501,99,328,0,0
SEA 36-1288,KI,151,53,391,61,265,0,0
SEA 36-1287,KI,278,74,733,129,481,0,0
SEA 36-1286,KI,142,38,439,73,254,0,1
SEA 46-1970,KI,85,37,250,39,161,0,0
SEA 46-1971,KI,90,36,325,74,200,0,0
SEA 46-1977,KI,100,58,321,59,217,0,0
SEA 46-1974,KI,123,57,415,89,269,0,0
SEA 36-1676,KI,66,38,261,63,167,0,0
SEA 36-1677,KI,93,46,336,80,219,0,0
SEA 36-1675,KI,78,61,309,70,209,0,0
SEA 34-1245,KI,105,72,466,67,244,0,0
SEA 36-1673,KI,204,128,806,197,530,0,1
SEA 34-1247,KI,109,50,461,43,202,0,0
SEA 34-1246,KI,88,60,355,55,203,0,0
SEA 34-1249,KI,108,59,551,72,241,0,2
SEA 34-1248,KI,97,60,407,51,209,0,1
SEA 36-1775,KI,148,78,711,101,327,0,0
SEA 36-1774,KI,157,66,494,124,347,0,0
SEA 36-1773,KI,133,68,644,81,285,0,3
SEA 36-1772,KI,113,63,534,107,284,0,1
SEA 36-1771,KI,107,62,487,79,248,0,0
SEA 36-1679,KI,114,63,413,95,272,0,0
SEA 46-1959,KI,217,126,703,147,491,0,1
SEA 43-3628,KI,138,85,536,65,290,0,2
SEA 34-1410,KI,65,36,240,55,156,0,0
SEA 36-1699,KI,69,44,295,46,160,0,1
SEA 34-1412,KI,68,45,261,53,166,0,0
SEA 34-1413,KI,147,68,533,103,319,0,1
SEA 34-1414,KI,66,33,239,66,165,0,0
SEA 34-1415,KI,129,49,406,67,247,0,2
SEA 34-1416,KI,112,55,394,67,235,0,1
SEA 36-1690,KI,66,32,342,76,178,0,4
SEA 36-1691,KI,68,33,274,55,156,0,0
SEA 36-1692,KI,96,69,363,90,256,0,1
SEA 36-1693,KI,81,41,308,67,189,0,0
SEA 36-1695,KI,148,74,475,97,320,0,1
SEA 36-1696,KI,117,80,433,89,286,0,0
SEA 36-1697,KI,82,44,312,60,186,0,0
SEA 36-1317,KI,176,75,631,119,370,0,0
SEA 37-1607,KI,141,45,524,41,227,0,0
SEA 36-2523,KI,152,86,496,95,333,0,0
SEA 36-2522,KI,97,55,356,78,230,0,0
SEA 46-3688,KI,11,3,24,1,15,0,0
SEA 36-2520,KI,150,51,573,96,298,0,1
SEA 36-2527,KI,102,40,294,52,195,0,1
SEA 36-2526,KI,138,60,444,102,301,0,1
SEA 36-1721,KI,118,53,529,75,246,0,0
SEA 36-2529,KI,132,69,456,113,314,0,0
SEA 36-2528,KI,184,94,576,121,400,0,1
SEA 46-1980,KI,113,61,381,83,257,0,0
SEA 43-3571,KI,79,39,464,37,156,0,1
SEA 43-1267,KI,154,38,386,71,264,0,1
SEA 43-1783,KI,140,28,455,75,243,0,0
SEA 36-1727,KI,103,63,382,71,239,0,2
SEA 37-3567,KI,68,43,408,19,130,0,0
SEA 46-2359,KI,104,40,341,59,203,0,0
SEA 46-2302,KI,131,47,408,87,265,0,0
SEA 36-1672,KI,66,45,252,53,164,0,0
SEA 37-1652,KI,63,54,287,40,157,0,0
SEA 36-3605,KI,105,51,535,88,249,0,5
SEA 37-1937,KI,101,31,293,80,212,0,0
SEA 11-3491,KI,0,0,0,0,0,0,0
SEA 36-3317,KI,202,49,595,132,383,0,0
SEA 37-1932,KI,142,27,416,48,218,0,1
SEA 36-1670,KI,130,89,492,112,331,0,0
SEA 37-1839,KI,243,52,754,101,399,0,3
SEA 37-1838,KI,251,66,764,87,405,0,1
SEA 32-2224,KI,136,68,535,84,289,0,1
SEA 46-2377,KI,218,75,574,96,391,0,2
SEA 37-1650,KI,75,58,260,42,175,0,0
SEA 37-1833,KI,196,58,653,81,336,0,1
SEA 46-2370,KI,62,40,428,35,137,0,0
SEA 37-1831,KI,128,34,353,59,221,0,0
SEA 37-1914,KI,202,64,523,98,364,0,0
SEA 37-3696,KI,14,2,49,2,18,0,0
SEA 37-3693,KI,0,0,0,0,0,0,0
SEA 11-1597,KI,225,82,909,101,410,0,2
SEA 43-1819,KI,127,57,457,119,303,0,0
SEA 43-1982,KI,143,39,501,84,266,0,0
SEA 43-1983,KI,178,45,497,90,313,0,0
SEA 46-2351,KI,113,34,314,53,200,0,0
SEA 43-1986,KI,100,22,278,41,163,0,0
SEA 46-2350,KI,109,55,407,53,217,0,0
SEA 46-2357,KI,156,62,472,91,309,0,0
SEA 43-3692,KI,0,0,0,0,0,0,0
SEA 43-3690,KI,8,3,38,6,17,0,0
SEA 46-2240,KI,149,65,431,76,290,0,0
SEA 36-1770,KI,89,21,234,49,159,0,0
SEA 43-2055,KI,58,21,322,34,113,0,0
SEA 46-2231,KI,182,70,619,114,366,0,0
SEA 46-2143,KI,74,43,285,46,163,0,0
SEA 46-1401,KI,154,66,686,91,311,0,0
SEA 46-2244,KI,92,38,268,59,191,0,2
SEA 36-2749,KI,64,39,336,26,130,1,0
SEA 37-1940,KI,146,51,536,70,268,1,0
SEA 46-2341,KI,169,73,569,107,349,0,0
SEA 37-1944,KI,156,84,754,86,326,0,0
SEA 36-2743,KI,152,87,501,93,332,0,0
SEA 46-2303,KI,130,58,422,95,284,0,1
SEA 46-2378,KI,105,47,322,60,212,0,0
SEA 43-3595,KI,162,65,535,93,322,0,2
SEA 46-2363,KI,110,43,380,59,213,0,1
SEA 46-2360,KI,94,44,469,63,202,0,1
SEA 46-2313,KI,102,76,538,67,248,0,3
SEA 46-2373,KI,174,64,683,93,331,0,0
SEA 46-2366,KI,99,68,451,72,241,0,2
SEA 43-2105,KI,173,56,628,128,361,0,4
SEA 43-3570,KI,199,108,1056,121,429,0,1
SEA 43-2061,KI,104,31,476,71,207,0,1
SEA 46-2056,KI,116,43,330,69,228,0,0
SEA 43-1350,KI,71,28,265,34,133,0,0
SEA 43-2065,KI,88,37,547,53,179,0,1
SEA 43-2068,KI,123,29,425,38,191,0,1
SEA 43-2069,KI,215,63,652,118,399,1,2
SEA 43-1826,KI,205,59,567,89,354,0,1
SEA 36-3345,KI,134,54,517,69,260,0,3
SEA 46-2057,KI,147,62,443,101,310,0,0
SEA 36-3341,KI,141,66,654,114,325,0,4
SEA 37-1825,KI,170,50,704,74,296,0,2
SEA 46-2364,KI,93,37,355,55,185,0,0
SEA 34-1515,KI,127,53,391,67,247,0,0
SEA 34-1514,KI,130,75,521,70,277,0,2
SEA 34-1517,KI,69,24,260,52,145,0,0
SEA 34-1516,KI,105,54,399,67,227,0,1
SEA 32-3656,KI,115,76,474,95,288,0,2
SEA 34-1510,KI,111,46,392,68,228,0,3
SEA 34-1513,KI,144,78,663,87,312,0,3
SEA 34-1512,KI,62,31,269,56,149,0,0
SEA 43-1364,KI,174,48,535,99,321,0,0
SEA 43-1365,KI,148,28,459,86,262,0,0
SEA 43-1366,KI,123,23,287,40,186,0,0
SEA 43-1367,KI,138,51,375,64,253,0,0
SEA 34-1519,KI,83,47,327,62,192,0,0
SEA 34-1518,KI,79,28,260,49,156,0,0
SEA 43-1362,KI,182,52,660,116,351,0,1
SEA 43-1363,KI,203,65,725,117,386,0,1
SEA 36-1698,KI,74,39,278,54,167,0,0
SEA 36-1319,KI,157,46,469,79,285,0,3
SEA 36-1318,KI,281,96,999,160,537,0,0
SEA 11-1624,KI,98,60,577,49,208,0,1
SEA 36-2119,KI,116,18,277,42,176,0,0
SEA 36-1720,KI,135,59,622,93,287,0,0
SEA 34-1418,KI,93,40,299,62,196,0,1
SEA 36-1722,KI,112,62,536,80,256,0,2
SEA 36-1723,KI,132,46,431,73,252,0,1
SEA 36-1724,KI,80,57,315,68,207,0,2
SEA 36-1725,KI,89,43,372,57,189,0,0
SEA 36-1726,KI,103,38,387,73,214,0,0
SEA 34-1419,KI,191,97,694,129,418,0,1
SEA 36-1729,KI,76,27,231,44,147,0,0
SEA 37-1646,KI,67,47,457,36,151,1,0
SEA 46-2266,KI,112,58,494,116,288,0,2
SEA 43-2004,KI,113,20,356,72,206,0,1
SEA 43-2987,KI,35,19,673,43,97,0,0
SEA 46-2339,KI,87,34,330,50,171,0,0
SEA 46-2338,KI,130,63,543,66,260,0,1
SEA 46-2330,KI,125,54,420,53,232,0,0
SEA 46-2333,KI,111,37,371,72,221,0,1
SEA 46-2332,KI,79,32,248,54,165,0,0
SEA 46-2335,KI,133,73,609,62,268,0,0
SEA 46-2334,KI,171,87,573,84,343,0,1
SEA 46-2337,KI,95,42,347,45,185,0,3
SEA 46-2336,KI,176,79,707,93,350,0,2
SEA 43-2109,KI,114,28,478,66,212,0,4
SEA 43-3230,KI,145,67,626,95,309,0,2
SEA 43-2016,KI,128,20,333,49,197,0,0
SEA 36-2163,KI,99,26,289,51,176,0,0
SEA 36-2162,KI,127,43,373,89,259,0,0
SEA 36-2161,KI,169,47,460,87,304,0,1
SEA 34-1458,KI,121,50,376,75,246,0,0
SEA 34-1459,KI,73,42,272,59,175,0,1
SEA 36-2165,KI,84,21,240,65,170,0,0
SEA 36-2164,KI,121,32,310,62,215,0,0
SEA 34-1454,KI,68,60,306,50,180,0,2
SEA 11-3580,KI,95,37,401,43,175,0,0
SEA 34-1456,KI,131,58,428,59,248,0,0
SEA 34-1457,KI,192,74,687,119,385,0,0
SEA 34-1450,KI,87,50,301,51,188,0,0
SEA 34-1451,KI,76,44,330,57,178,0,1
SEA 34-1452,KI,80,38,275,52,170,0,0
SEA 34-1453,KI,84,33,264,57,174,0,0
SEA 37-3639,KI,125,24,303,42,191,0,0
SEA 43-1277,KI,120,53,541,106,282,0,3
SEA 43-2008,KI,104,18,257,47,169,0,0
SEA 37-3636,KI,163,64,786,67,296,0,2
SEA 43-1275,KI,113,35,275,50,200,0,2
SEA 46-2263,KI,211,63,599,121,396,0,1
SEA 43-1272,KI,160,45,437,80,285,0,0
SEA 36-3496,KI,161,65,671,102,328,0,0
SEA 36-2171,KI,134,75,491,118,329,0,2
SEA 46-2348,KI,55,37,274,69,161,0,0
SEA 43-1379,KI,104,19,263,64,187,0,0
SEA 37-1907,KI,272,52,657,108,432,0,0
SEA 37-1906,KI,189,28,427,63,280,0,0
SEA 43-1271,KI,135,51,473,72,260,0,2
SEA 37-1903,KI,133,34,312,51,218,0,0
SEA 37-1902,KI,153,31,339,40,224,0,0
SEA 37-1901,KI,111,19,260,33,163,0,0
SEA 37-1900,KI,116,35,355,39,192,0,2
SEA 37-1864,KI,144,73,622,55,273,0,1
SEA 43-1376,KI,172,45,541,95,312,0,0
SEA 43-1870,KI,195,19,466,58,273,0,1
SEA 36-2167,KI,106,42,327,63,211,0,0
SEA 43-1874,KI,195,59,608,89,343,0,0
SEA 46-1400,KI,115,32,425,72,221,0,2
SEA 36-2166,KI,122,34,336,75,231,0,0
SEA 32-2537,KI,102,51,396,60,213,0,0
SEA 46-2322,KI,152,46,532,81,281,0,2
SEA 43-1373,KI,149,29,335,64,243,0,1
SEA 32-2539,KI,223,95,788,128,447,0,1
SEA 43-1371,KI,91,33,288,42,166,0,0
SEA 43-2028,KI,155,41,423,84,280,0,0
SEA 34-1455,KI,205,93,956,130,428,0,0
SEA 43-2026,KI,124,43,356,72,239,0,0
SEA 43-2027,KI,108,20,292,72,202,0,2
SEA 43-2024,KI,122,26,336,53,201,0,0
SEA 43-1370,KI,138,34,332,64,237,0,1
SEA 43-2023,KI,128,36,388,59,224,1,0
SEA 43-2020,KI,125,40,374,84,249,0,0
SEA 43-2021,KI,314,81,797,111,506,0,0
SEA 36-2168,KI,180,54,520,100,334,0,0
SEA 36-2524,KI,74,27,216,51,152,0,0
SEA 46-1967,KI,167,58,497,92,320,0,3
SEA 46-2275,KI,38,16,127,16,71,0,1
SEA 43-2550,KI,95,21,342,41,157,0,0
SEA 43-2541,KI,77,15,268,23,115,0,0
SEA 37-1585,KI,139,34,358,60,233,0,0
SEA 37-1584,KI,113,47,332,50,210,0,0
SEA 43-1889,KI,171,44,483,73,288,0,0
SEA 43-1345,KI,147,57,424,69,274,0,1
SEA 36-1298,KI,135,56,337,55,246,0,0
SEA 34-3682,KI,103,34,386,55,192,0,0
SEA 43-1888,KI,248,37,633,88,373,0,0
SEA 36-1294,KI,234,70,735,145,449,0,0
SEA 36-1295,KI,125,33,337,59,219,0,2
SEA 36-1296,KI,123,24,303,47,194,0,0
SEA 36-1297,KI,110,23,298,50,183,0,0
SEA 36-1292,KI,117,46,356,57,220,0,0
SEA 34-1257,KI,120,92,510,92,304,0,0
SEA 34-1254,KI,66,39,346,45,150,0,0
SEA 34-1255,KI,92,69,414,38,202,0,3
SEA 34-1252,KI,135,73,660,86,295,0,1
SEA 36-1769,KI,74,30,234,47,151,0,0
SEA 34-1250,KI,99,37,335,63,199,0,0
SEA 34-1251,KI,115,111,538,86,312,0,0
SEA 36-1764,KI,88,42,264,55,185,0,0
SEA 36-1765,KI,93,33,274,52,178,0,0
SEA 36-1766,KI,120,25,401,71,216,0,0
SEA 36-1767,KI,116,46,551,79,242,0,1
SEA 36-1760,KI,99,36,300,59,195,0,1
SEA 36-1761,KI,94,28,309,70,193,0,1
SEA 36-1762,KI,87,40,306,79,207,0,1
SEA 36-1763,KI,89,43,312,64,196,0,0
SEA 46-2500,KI,103,37,360,63,209,0,6
SEA 34-3175,KI,129,36,357,70,235,0,0
SEA 34-1425,KI,98,41,292,45,185,0,1
SEA 34-1424,KI,97,49,436,62,210,0,2
SEA 34-1427,KI,53,50,269,59,163,0,1
SEA 34-1426,KI,73,36,294,76,186,0,1
SEA 34-1420,KI,180,79,668,125,385,0,1
SEA 34-1423,KI,109,39,338,54,205,0,3
SEA 34-1422,KI,99,45,354,72,216,0,0
SEA 46-1965,KI,107,40,292,43,190,0,0
SEA 34-1429,KI,86,24,252,47,158,0,1
SEA 34-1428,KI,66,36,252,60,163,0,1
SEA 43-2239,KI,233,52,566,103,389,0,1
SEA 43-2238,KI,302,85,813,150,539,0,2
SEA 43-2237,KI,200,46,568,103,352,1,2
SEA 34-2501,KI,103,70,381,70,244,0,1
SEA 43-1349,KI,124,37,359,69,231,0,1
SEA 36-2532,KI,118,75,416,79,273,0,1
SEA 36-2533,KI,117,71,431,77,267,0,2
SEA 36-2534,KI,156,59,547,99,315,0,1
SEA 36-2535,KI,150,58,566,82,291,0,1
SEA 36-2129,KI,176,76,691,73,326,0,1
SEA 36-2126,KI,220,84,722,114,419,0,1
SEA 36-2125,KI,172,93,620,91,357,0,1
SEA 36-2121,KI,117,35,443,62,216,0,2
SEA 36-2120,KI,153,51,413,69,273,0,0
SEA 36-2146,KI,94,40,338,65,199,0,0
SEA 46-1966,KI,73,29,234,41,144,0,1
SEA 46-2375,KI,94,47,312,69,210,0,0
SEA 43-2115,KI,67,19,527,47,134,0,1
SEA 37-3673,KI,187,30,563,56,277,0,4
SEA 37-3672,KI,120,39,426,66,225,0,0
SEA 37-3573,KI,62,13,564,36,111,0,0
SEA 36-2511,KI,143,64,430,104,311,0,0
SEA 46-2249,KI,76,49,250,45,170,0,0
SEA 43-1779,KI,71,36,377,40,147,0,0
SEA 37-1558,KI,142,53,702,78,273,0,0
SEA 37-1559,KI,52,37,338,18,108,0,1
SEA 37-1555,KI,99,44,410,46,190,0,1
SEA 46-2243,KI,155,87,514,116,359,0,1
SEA 37-1557,KI,69,25,343,29,124,0,1
SEA 46-2245,KI,166,72,409,84,322,0,0
SEA 43-1776,KI,175,67,673,131,375,0,2
SEA 46-2247,KI,210,89,630,122,421,0,0
SEA 37-1553,KI,106,43,388,54,206,2,1
SEA 32-2211,KI,143,83,606,84,311,0,1
SEA 32-2210,KI,157,99,610,117,374,0,1
SEA 43-1380,KI,119,23,301,41,183,0,0
SEA 46-2361,KI,96,47,359,62,206,1,0
SEA 32-2215,KI,262,116,805,156,535,0,1
SEA 46-2367,KI,94,68,449,67,229,0,0
SEA 32-2217,KI,190,117,754,112,421,0,2
SEA 32-2216,KI,90,38,338,75,203,0,0
SEA 37-1824,KI,146,40,394,60,246,0,0
SEA 32-2218,KI,155,81,666,95,332,0,1
SEA 37-1827,KI,133,72,558,65,270,0,0
SEA 36-1326,KI,211,89,693,134,436,0,2
SEA 37-1823,KI,17,19,209,8,44,0,0
SEA 43-1835,KI,217,93,688,105,417,0,2
SEA 37-1608,KI,164,45,559,82,293,0,2
SEA 36-1320,KI,123,53,362,58,234,0,0
SEA 36-1321,KI,148,43,416,66,258,0,1
SEA 37-1622,KI,129,43,578,54,226,0,0
SEA 37-2799,KI,124,34,445,46,206,0,2
SEA 46-2269,KI,102,29,305,66,197,0,0
SEA 36-1322,KI,153,46,479,86,286,0,1
SEA 46-1964,KI,129,60,499,58,247,0,0
SEA 36-1323,KI,152,27,401,64,243,0,0
SEA 37-1620,KI,70,38,418,31,140,0,1
SEA 37-1891,KI,111,27,304,55,193,0,0
SEA 36-1662,KI,117,66,450,108,291,0,0
SEA 37-1609,KI,149,32,414,60,242,0,1
SEA 46-2100,KI,135,53,370,58,246,0,0
SEA 46-1961,KI,77,56,272,49,182,0,0
SEA 36-1328,KI,214,68,756,108,390,0,0
SEA 43-3497,KI,101,52,532,65,218,0,0
SEA 46-1962,KI,103,43,295,62,208,0,0
SEA 37-1894,KI,166,22,433,68,259,0,3
SEA 37-1899,KI,124,34,338,37,195,0,0
SEA 37-1898,KI,102,17,285,38,158,0,1
SEA 36-1703,KI,155,85,530,98,340,0,2
SEA 36-2750,KI,92,55,458,48,198,0,3
SEA 37-1890,KI,248,60,581,103,412,0,1
SEA 37-1893,KI,188,44,445,55,287,0,0
SEA 37-1892,KI,253,31,594,76,360,0,0
SEA 37-1895,KI,236,53,604,66,356,0,1
SEA 37-1628,KI,134,38,444,42,215,0,1
SEA 37-1897,KI,181,62,881,75,320,0,2
SEA 37-1896,KI,156,39,410,62,258,0,1
