Row Label,County,Johanna Bender,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SEA 43-1863,KI,126,475,128,255,0,1
SEA 43-1862,KI,123,476,108,234,0,3
SEA 37-1879,KI,226,839,193,424,0,5
SEA 43-1860,KI,182,745,183,368,0,3
SEA 43-1867,KI,144,546,151,299,0,4
SEA 43-3262,KI,84,306,93,177,0,0
SEA 37-1840,KI,163,616,117,281,0,1
SEA 43-1994,KI,122,295,75,197,0,0
SEA 43-2039,KI,85,328,114,199,0,0
SEA 43-2038,KI,173,560,180,355,0,2
SEA 37-1640,KI,175,738,117,293,0,1
SEA 43-2033,KI,134,438,142,276,0,0
SEA 43-2035,KI,152,668,146,301,0,3
SEA 43-2034,KI,129,424,122,253,0,2
SEA 43-2037,KI,128,551,144,274,0,2
SEA 36-1325,KI,119,465,126,246,0,1
SEA 46-2153,KI,113,492,111,231,0,7
SEA 46-2152,KI,79,378,111,192,0,2
SEA 46-2379,KI,143,542,187,332,0,2
SEA 43-2549,KI,191,718,144,339,0,4
SEA 37-1590,KI,114,294,114,228,0,0
SEA 37-1591,KI,115,360,134,249,0,0
SEA 37-1592,KI,185,634,175,361,0,1
SEA 37-1593,KI,139,470,112,254,0,3
SEA 37-1594,KI,154,761,185,343,0,4
SEA 37-1596,KI,124,497,135,260,0,1
SEA 43-2542,KI,84,275,61,146,0,1
SEA 36-2116,KI,103,299,99,202,0,0
SEA 43-1406,KI,135,398,128,264,0,1
SEA 36-2117,KI,125,336,94,223,0,4
SEA 46-2270,KI,104,290,97,202,0,1
SEA 46-1978,KI,159,501,169,328,0,0
SEA 36-1288,KI,141,391,123,265,0,1
SEA 36-1287,KI,254,733,224,481,0,3
SEA 36-1286,KI,122,439,131,254,0,1
SEA 46-1970,KI,80,250,81,161,0,0
SEA 46-1971,KI,100,325,100,200,0,0
SEA 46-1977,KI,112,321,104,217,0,1
SEA 46-1974,KI,135,415,133,269,0,1
SEA 36-1676,KI,75,261,92,167,0,0
SEA 36-1677,KI,112,336,106,219,0,1
SEA 36-1675,KI,94,309,115,209,0,0
SEA 34-1245,KI,137,466,105,244,0,2
SEA 36-1673,KI,229,806,300,530,0,1
SEA 34-1247,KI,129,461,70,202,0,3
SEA 34-1246,KI,116,355,87,203,0,0
SEA 34-1249,KI,146,551,93,241,0,2
SEA 34-1248,KI,121,407,87,209,0,1
SEA 36-1775,KI,175,711,151,327,0,1
SEA 36-1774,KI,170,494,177,347,0,0
SEA 36-1773,KI,134,644,149,285,0,2
SEA 36-1772,KI,133,534,150,284,0,1
SEA 36-1771,KI,129,487,118,248,0,1
SEA 36-1679,KI,129,413,143,272,0,0
SEA 46-1959,KI,252,703,238,491,0,1
SEA 43-3628,KI,170,536,116,290,0,4
SEA 34-1410,KI,72,240,84,156,0,0
SEA 36-1699,KI,73,295,84,160,0,3
SEA 34-1412,KI,76,261,90,166,0,0
SEA 34-1413,KI,164,533,152,319,0,3
SEA 34-1414,KI,64,239,98,165,0,3
SEA 34-1415,KI,139,406,106,247,0,2
SEA 34-1416,KI,116,394,117,235,0,2
SEA 36-1690,KI,69,342,103,178,0,6
SEA 36-1691,KI,71,274,85,156,0,0
SEA 36-1692,KI,122,363,132,256,0,2
SEA 36-1693,KI,93,308,93,189,0,3
SEA 36-1695,KI,153,475,166,320,0,1
SEA 36-1696,KI,140,433,146,286,0,0
SEA 36-1697,KI,92,312,93,186,0,1
SEA 36-1317,KI,182,631,187,370,0,1
SEA 37-1607,KI,124,524,100,227,0,3
SEA 36-2523,KI,177,496,156,333,0,0
SEA 36-2522,KI,129,356,101,230,0,0
SEA 46-3688,KI,10,24,5,15,0,0
SEA 36-2520,KI,134,573,162,298,0,2
SEA 36-2527,KI,93,294,101,195,0,1
SEA 36-2526,KI,149,444,150,301,0,2
SEA 36-1721,KI,129,529,117,246,0,0
SEA 36-2529,KI,151,456,162,314,0,1
SEA 36-2528,KI,205,576,191,400,0,4
SEA 46-1980,KI,104,381,153,257,0,0
SEA 43-3571,KI,93,464,61,156,0,2
SEA 43-1267,KI,138,386,125,264,0,1
SEA 43-1783,KI,124,455,118,243,0,1
SEA 36-1727,KI,121,382,117,239,0,1
SEA 37-3567,KI,77,408,51,130,0,2
SEA 46-2359,KI,111,341,92,203,0,0
SEA 46-2302,KI,126,408,139,265,0,0
SEA 36-1672,KI,83,252,81,164,0,0
SEA 37-1652,KI,54,287,101,157,0,2
SEA 36-3605,KI,126,535,116,249,0,7
SEA 37-1937,KI,90,293,122,212,0,0
SEA 11-3491,KI,0,0,0,0,0,0
SEA 36-3317,KI,180,595,202,383,0,1
SEA 37-1932,KI,90,416,127,218,0,1
SEA 36-1670,KI,168,492,163,331,0,0
SEA 37-1839,KI,187,754,208,399,0,4
SEA 37-1838,KI,205,764,199,405,0,1
SEA 32-2224,KI,165,535,122,289,0,2
SEA 46-2377,KI,198,574,192,391,0,1
SEA 37-1650,KI,81,260,93,175,0,1
SEA 37-1833,KI,167,653,168,336,0,1
SEA 46-2370,KI,92,428,45,137,0,0
SEA 37-1831,KI,111,353,110,221,0,0
SEA 37-1914,KI,179,523,185,364,0,0
SEA 37-3696,KI,9,49,9,18,0,0
SEA 37-3693,KI,0,0,0,0,0,0
SEA 11-1597,KI,224,909,181,410,0,5
SEA 43-1819,KI,153,457,149,303,0,1
SEA 43-1982,KI,131,501,134,266,0,1
SEA 43-1983,KI,175,497,138,313,0,0
SEA 46-2351,KI,98,314,102,200,0,0
SEA 43-1986,KI,77,278,86,163,0,0
SEA 46-2350,KI,127,407,90,217,0,0
SEA 46-2357,KI,141,472,167,309,0,1
SEA 43-3692,KI,0,0,0,0,0,0
SEA 43-3690,KI,10,38,7,17,0,0
SEA 46-2240,KI,147,431,142,290,0,1
SEA 36-1770,KI,74,234,85,159,0,0
SEA 43-2055,KI,50,322,63,113,0,0
SEA 46-2231,KI,190,619,172,366,0,4
SEA 46-2143,KI,88,285,72,163,0,3
SEA 46-1401,KI,166,686,140,311,0,5
SEA 46-2244,KI,99,268,90,191,0,2
SEA 36-2749,KI,81,336,49,130,0,0
SEA 37-1940,KI,129,536,136,268,0,3
SEA 46-2341,KI,168,569,180,349,0,1
SEA 37-1944,KI,180,754,146,326,0,0
SEA 36-2743,KI,177,501,151,332,0,4
SEA 46-2303,KI,126,422,156,284,0,2
SEA 46-2378,KI,111,322,101,212,0,0
SEA 43-3595,KI,170,535,148,322,0,4
SEA 46-2363,KI,117,380,95,213,0,1
SEA 46-2360,KI,106,469,94,202,0,2
SEA 46-2313,KI,149,538,95,248,0,4
SEA 46-2373,KI,187,683,143,331,0,1
SEA 46-2366,KI,119,451,117,241,0,5
SEA 43-2105,KI,167,628,193,361,0,1
SEA 43-3570,KI,242,1056,186,429,0,1
SEA 43-2061,KI,93,476,112,207,0,2
SEA 46-2056,KI,118,330,109,228,0,1
SEA 43-1350,KI,66,265,67,133,0,0
SEA 43-2065,KI,94,547,82,179,0,3
SEA 43-2068,KI,91,425,99,191,0,1
SEA 43-2069,KI,196,652,200,399,0,3
SEA 43-1826,KI,174,567,177,354,0,3
SEA 36-3345,KI,142,517,114,260,0,4
SEA 46-2057,KI,154,443,156,310,0,0
SEA 36-3341,KI,149,654,171,325,0,5
SEA 37-1825,KI,175,704,117,296,0,4
SEA 46-2364,KI,100,355,85,185,0,0
SEA 34-1515,KI,144,391,103,247,0,0
SEA 34-1514,KI,153,521,121,277,0,3
SEA 34-1517,KI,75,260,70,145,0,0
SEA 34-1516,KI,115,399,108,227,0,4
SEA 32-3656,KI,146,474,140,288,0,2
SEA 34-1510,KI,107,392,118,228,0,3
SEA 34-1513,KI,170,663,138,312,0,4
SEA 34-1512,KI,68,269,80,149,0,1
SEA 43-1364,KI,145,535,173,321,0,3
SEA 43-1365,KI,117,459,145,262,0,0
SEA 43-1366,KI,88,287,98,186,0,0
SEA 43-1367,KI,120,375,130,253,0,3
SEA 34-1519,KI,84,327,106,192,0,2
SEA 34-1518,KI,77,260,79,156,0,0
SEA 43-1362,KI,162,660,188,351,0,1
SEA 43-1363,KI,194,725,191,386,0,1
SEA 36-1698,KI,94,278,73,167,0,0
SEA 36-1319,KI,148,469,136,285,0,1
SEA 36-1318,KI,279,999,254,537,0,4
SEA 11-1624,KI,115,577,92,208,0,1
SEA 36-2119,KI,82,277,94,176,0,0
SEA 36-1720,KI,144,622,143,287,0,0
SEA 34-1418,KI,90,299,105,196,0,1
SEA 36-1722,KI,136,536,116,256,0,4
SEA 36-1723,KI,115,431,133,252,0,4
SEA 36-1724,KI,101,315,104,207,0,2
SEA 36-1725,KI,101,372,86,189,0,2
SEA 36-1726,KI,104,387,109,214,0,1
SEA 34-1419,KI,219,694,194,418,0,5
SEA 36-1729,KI,73,231,74,147,0,0
SEA 37-1646,KI,84,457,66,151,1,0
SEA 46-2266,KI,135,494,152,288,0,1
SEA 43-2004,KI,99,356,106,206,0,1
SEA 43-2987,KI,52,673,45,97,0,0
SEA 46-2339,KI,80,330,86,171,0,5
SEA 46-2338,KI,148,543,111,260,0,1
SEA 46-2330,KI,130,420,101,232,0,1
SEA 46-2333,KI,103,371,115,221,0,3
SEA 46-2332,KI,77,248,87,165,0,1
SEA 46-2335,KI,161,609,105,268,0,2
SEA 46-2334,KI,184,573,157,343,0,2
SEA 46-2337,KI,111,347,71,185,0,3
SEA 46-2336,KI,184,707,163,350,0,3
SEA 43-2109,KI,106,478,100,212,0,6
SEA 43-3230,KI,159,626,147,309,0,3
SEA 43-2016,KI,103,333,93,197,0,1
SEA 36-2163,KI,76,289,100,176,0,0
SEA 36-2162,KI,120,373,138,259,0,1
SEA 36-2161,KI,140,460,163,304,0,1
SEA 34-1458,KI,124,376,119,246,0,3
SEA 34-1459,KI,87,272,87,175,0,1
SEA 36-2165,KI,64,240,106,170,0,0
SEA 36-2164,KI,105,310,110,215,0,0
SEA 34-1454,KI,83,306,95,180,0,2
SEA 11-3580,KI,97,401,78,175,0,0
SEA 34-1456,KI,138,428,110,248,0,0
SEA 34-1457,KI,208,687,176,385,0,1
SEA 34-1450,KI,100,301,88,188,0,0
SEA 34-1451,KI,102,330,76,178,0,0
SEA 34-1452,KI,83,275,85,170,0,2
SEA 34-1453,KI,95,264,77,174,0,2
SEA 37-3639,KI,94,303,97,191,0,0
SEA 43-1277,KI,143,541,134,282,0,5
SEA 43-2008,KI,83,257,85,169,0,1
SEA 37-3636,KI,172,786,120,296,0,4
SEA 43-1275,KI,103,275,95,200,0,2
SEA 46-2263,KI,183,599,212,396,0,1
SEA 43-1272,KI,138,437,147,285,0,0
SEA 36-3496,KI,175,671,147,328,0,6
SEA 36-2171,KI,152,491,175,329,0,2
SEA 46-2348,KI,68,274,93,161,0,0
SEA 43-1379,KI,79,263,107,187,0,1
SEA 37-1907,KI,227,657,201,432,0,4
SEA 37-1906,KI,119,427,159,280,0,2
SEA 43-1271,KI,134,473,123,260,0,3
SEA 37-1903,KI,101,312,115,218,0,2
SEA 37-1902,KI,95,339,124,224,0,5
SEA 37-1901,KI,86,260,76,163,0,1
SEA 37-1900,KI,98,355,92,192,1,1
SEA 37-1864,KI,185,622,87,273,0,1
SEA 43-1376,KI,157,541,153,312,0,2
SEA 43-1870,KI,148,466,122,273,0,3
SEA 36-2167,KI,94,327,116,211,0,1
SEA 43-1874,KI,183,608,156,343,0,4
SEA 46-1400,KI,106,425,112,221,0,3
SEA 36-2166,KI,103,336,128,231,0,0
SEA 32-2537,KI,106,396,107,213,0,0
SEA 46-2322,KI,138,532,141,281,0,2
SEA 43-1373,KI,118,335,121,243,0,4
SEA 32-2539,KI,233,788,211,447,0,3
SEA 43-1371,KI,80,288,86,166,0,0
SEA 43-2028,KI,149,423,130,280,0,1
SEA 34-1455,KI,234,956,194,428,0,0
SEA 43-2026,KI,118,356,120,239,0,1
SEA 43-2027,KI,84,292,118,202,0,0
SEA 43-2024,KI,96,336,105,201,0,0
SEA 43-1370,KI,108,332,129,237,0,0
SEA 43-2023,KI,107,388,116,224,0,1
SEA 43-2020,KI,116,374,133,249,0,0
SEA 43-2021,KI,269,797,236,506,0,1
SEA 36-2168,KI,158,520,174,334,0,2
SEA 36-2524,KI,69,216,83,152,0,0
SEA 46-1967,KI,160,497,158,320,0,2
SEA 46-2275,KI,36,127,35,71,0,0
SEA 43-2550,KI,83,342,73,157,0,1
SEA 43-2541,KI,61,268,54,115,0,0
SEA 37-1585,KI,114,358,118,233,0,1
SEA 37-1584,KI,105,332,100,210,0,5
SEA 43-1889,KI,144,483,143,288,0,1
SEA 43-1345,KI,146,424,127,274,0,1
SEA 36-1298,KI,109,337,136,246,0,1
SEA 34-3682,KI,91,386,99,192,0,2
SEA 43-1888,KI,200,633,172,373,0,1
SEA 36-1294,KI,192,735,255,449,0,2
SEA 36-1295,KI,106,337,110,219,0,3
SEA 36-1296,KI,106,303,87,194,0,1
SEA 36-1297,KI,91,298,92,183,0,0
SEA 36-1292,KI,113,356,104,220,0,3
SEA 34-1257,KI,147,510,156,304,0,1
SEA 34-1254,KI,84,346,66,150,0,0
SEA 34-1255,KI,139,414,60,202,0,3
SEA 34-1252,KI,157,660,134,295,0,4
SEA 36-1769,KI,80,234,71,151,0,0
SEA 34-1250,KI,104,335,94,199,0,1
SEA 34-1251,KI,204,538,108,312,0,0
SEA 36-1764,KI,103,264,82,185,0,0
SEA 36-1765,KI,87,274,89,178,0,2
SEA 36-1766,KI,104,401,111,216,0,1
SEA 36-1767,KI,117,551,124,242,0,1
SEA 36-1760,KI,95,300,98,195,0,2
SEA 36-1761,KI,86,309,105,193,0,2
SEA 36-1762,KI,94,306,111,207,0,2
SEA 36-1763,KI,98,312,97,196,0,1
SEA 46-2500,KI,106,360,98,209,0,5
SEA 34-3175,KI,107,357,127,235,0,1
SEA 34-1425,KI,109,292,76,185,0,0
SEA 34-1424,KI,106,436,103,210,0,1
SEA 34-1427,KI,73,269,88,163,0,2
SEA 34-1426,KI,80,294,105,186,0,1
SEA 34-1420,KI,182,668,203,385,0,0
SEA 34-1423,KI,109,338,93,205,0,3
SEA 34-1422,KI,97,354,118,216,0,1
SEA 46-1965,KI,116,292,74,190,0,0
SEA 34-1429,KI,84,252,72,158,0,2
SEA 34-1428,KI,78,252,81,163,0,4
SEA 43-2239,KI,186,566,202,389,0,1
SEA 43-2238,KI,250,813,288,539,0,1
SEA 43-2237,KI,172,568,177,352,0,3
SEA 34-2501,KI,121,381,121,244,0,2
SEA 43-1349,KI,96,359,133,231,0,2
SEA 36-2532,KI,137,416,131,273,0,5
SEA 36-2533,KI,127,431,137,267,0,3
SEA 36-2534,KI,156,547,154,315,0,5
SEA 36-2535,KI,152,566,138,291,0,1
SEA 36-2129,KI,184,691,141,326,0,1
SEA 36-2126,KI,208,722,208,419,0,3
SEA 36-2125,KI,194,620,160,357,0,3
SEA 36-2121,KI,114,443,98,216,0,4
SEA 36-2120,KI,144,413,128,273,0,1
SEA 36-2146,KI,86,338,112,199,0,1
SEA 46-1966,KI,67,234,75,144,0,2
SEA 46-2375,KI,99,312,111,210,0,0
SEA 43-2115,KI,74,527,59,134,0,1
SEA 37-3673,KI,147,563,125,277,0,5
SEA 37-3672,KI,105,426,119,225,0,1
SEA 37-3573,KI,63,564,48,111,0,0
SEA 36-2511,KI,135,430,176,311,0,0
SEA 46-2249,KI,94,250,76,170,0,0
SEA 43-1779,KI,87,377,60,147,0,0
SEA 37-1558,KI,136,702,137,273,0,0
SEA 37-1559,KI,79,338,27,108,0,2
SEA 37-1555,KI,99,410,88,190,0,3
SEA 46-2243,KI,176,514,181,359,0,2
SEA 37-1557,KI,70,343,52,124,0,2
SEA 46-2245,KI,179,409,143,322,0,0
SEA 43-1776,KI,187,673,183,375,0,5
SEA 46-2247,KI,225,630,192,421,0,4
SEA 37-1553,KI,97,388,108,206,0,1
SEA 32-2211,KI,163,606,144,311,0,4
SEA 32-2210,KI,206,610,165,374,0,3
SEA 43-1380,KI,85,301,98,183,0,0
SEA 46-2361,KI,108,359,97,206,0,1
SEA 32-2215,KI,277,805,253,535,0,5
SEA 46-2367,KI,119,449,110,229,0,0
SEA 32-2217,KI,262,754,155,421,0,4
SEA 32-2216,KI,93,338,108,203,0,2
SEA 37-1824,KI,124,394,119,246,0,3
SEA 32-2218,KI,169,666,160,332,0,3
SEA 37-1827,KI,174,558,93,270,0,3
SEA 36-1326,KI,215,693,218,436,0,3
SEA 37-1823,KI,33,209,11,44,0,0
SEA 43-1835,KI,257,688,156,417,0,4
SEA 37-1608,KI,144,559,146,293,0,3
SEA 36-1320,KI,114,362,120,234,0,0
SEA 36-1321,KI,127,416,128,258,0,3
SEA 37-1622,KI,120,578,106,226,0,0
SEA 37-2799,KI,116,445,88,206,0,2
SEA 46-2269,KI,96,305,101,197,0,0
SEA 36-1322,KI,125,479,159,286,0,2
SEA 46-1964,KI,137,499,110,247,0,0
SEA 36-1323,KI,111,401,132,243,0,0
SEA 37-1620,KI,92,418,47,140,0,1
SEA 37-1891,KI,96,304,97,193,0,0
SEA 36-1662,KI,157,450,134,291,0,0
SEA 37-1609,KI,105,414,137,242,0,0
SEA 46-2100,KI,125,370,119,246,0,2
SEA 46-1961,KI,96,272,85,182,0,1
SEA 36-1328,KI,190,756,200,390,0,0
SEA 43-3497,KI,113,532,105,218,0,0
SEA 46-1962,KI,95,295,113,208,0,0
SEA 37-1894,KI,113,433,143,259,0,3
SEA 37-1899,KI,94,338,100,195,0,1
SEA 37-1898,KI,77,285,81,158,0,0
SEA 36-1703,KI,174,530,165,340,0,1
SEA 36-2750,KI,111,458,81,198,0,6
SEA 37-1890,KI,208,581,202,412,0,2
SEA 37-1893,KI,160,445,122,287,0,5
SEA 37-1892,KI,193,594,165,360,0,2
SEA 37-1895,KI,165,604,188,356,0,3
SEA 37-1628,KI,128,444,87,215,0,0
SEA 37-1897,KI,187,881,129,320,0,4
SEA 37-1896,KI,128,410,127,258,0,3
