Row Label,County,Maintained,Registered Voters,Repealed,Times Blank Voted,Times Counted,Times Over Voted
KEN 33-2443,KI,47,303,30,5,82,0
SEA 36-1294,KI,290,735,72,87,449,0
SEA 36-1295,KI,165,337,21,33,219,0
SEA 36-1296,KI,144,303,21,29,194,0
SEA 36-1297,KI,131,298,28,24,183,0
SHL 32-0474,KI,89,383,71,31,191,0
SEA 36-1292,KI,152,356,36,32,220,0
SEA 37-1646,KI,96,457,43,12,151,0
SEA 37-1647,KI,196,669,110,43,349,0
SEA 36-1768,KI,128,331,38,35,201,0
ELIZABETH,KI,125,601,114,34,273,0
DUV 45-3218,KI,246,840,159,49,454,0
SEA 37-1643,KI,115,682,82,31,228,0
SEA 36-1764,KI,120,264,34,31,185,0
SEA 36-1765,KI,131,274,28,19,178,0
SEA 36-1766,KI,149,401,40,27,216,0
SEA 36-1767,KI,146,551,59,37,242,0
SEA 36-1760,KI,144,300,19,32,195,0
CARPENTER,KI,148,434,55,39,242,0
SEA 36-1762,KI,135,306,36,36,207,0
SEA 36-1763,KI,140,312,25,31,196,0
SEA 34-3175,KI,153,357,48,34,235,0
SEAVIEW,KI,109,393,85,27,221,0
SHL 32-0514,KI,187,534,77,48,312,0
KIR 45-2423,KI,234,726,163,56,453,0
DOUGLAS,KI,181,568,105,51,337,0
KIR 45-2421,KI,130,515,97,47,274,0
MILLIKIN,KI,252,650,112,58,422,0
COV 47-0566,KI,147,724,137,24,308,0
SHL 32-0519,KI,105,422,62,15,182,0
SEA 36-2129,KI,222,691,72,32,326,0
SEA 36-2126,KI,266,722,96,57,419,0
SEA 36-2125,KI,212,620,96,49,357,0
SEA 36-2121,KI,127,443,64,25,216,0
SEA 36-2120,KI,193,413,42,38,273,0
AUB 31-0042,KI,122,509,95,23,240,0
AUB 31-0047,KI,125,574,119,20,264,0
SHL 32-0401,KI,191,419,57,34,282,0
AUB 31-0048,KI,33,210,35,10,78,0
HANSEN,KI,165,505,106,37,308,0
STEVENS,KI,43,197,73,8,124,0
SEA 37-1616,KI,151,351,41,15,207,0
KIR 45-2962,KI,116,453,65,27,208,0
SHL 32-0609,KI,100,370,61,23,184,0
VINCENT,KI,131,411,60,19,210,0
KIR 45-2730,KI,147,686,115,36,298,0
M-I 41-2691,KI,129,516,49,24,202,0
SEA 43-2987,KI,62,673,22,13,97,0
SHL 32-0605,KI,146,422,69,40,255,0
DES 33-0272,KI,116,414,98,25,239,0
LFP 46-2763,KI,112,276,48,26,186,0
SEA 37-1608,KI,190,559,67,35,293,1
HOLIDAY LAKE,KI,108,299,60,25,193,0
RED 45-0936,KI,147,476,90,38,275,0
OSCEOLA,KI,152,557,140,44,336,0
NEUWAUKUM,KI,104,356,68,27,199,0
KEN 47-0229,KI,145,695,128,23,296,0
RNT 11-0983,KI,105,525,83,27,215,0
BEL 41-0101,KI,166,502,61,45,272,0
BEL 41-0103,KI,180,535,97,33,310,0
BEL 41-0102,KI,168,464,69,31,268,0
BEL 41-0106,KI,115,457,86,28,229,0
BEL 41-0109,KI,69,325,48,21,139,1
M-V 05-2857,KI,179,703,166,49,394,0
CORWIN,KI,283,817,133,82,498,0
BUR 34-0489,KI,197,445,82,48,327,0
SEA 37-1899,KI,131,338,43,20,195,1
RNT 11-3404,KI,105,556,96,31,232,0
BUR 34-0311,KI,131,464,109,28,268,0
SEA 37-1891,KI,133,304,34,26,193,0
SEA 37-1890,KI,289,581,67,56,412,0
SEA 37-1893,KI,205,445,54,28,287,0
SEA 37-1892,KI,266,594,57,37,360,0
SEA 37-1895,KI,263,604,59,34,356,0
SEA 37-1894,KI,165,433,58,36,259,0
SEA 37-1897,KI,199,881,83,38,320,0
SEA 37-1896,KI,181,410,51,26,258,0
B-D 05-0239,KI,141,560,112,31,284,0
AUB 47-3585,KI,72,374,65,15,152,0
BUR 34-0465,KI,81,228,33,18,132,0
KMR 46-0340,KI,162,443,110,34,306,0
SAM 45-3293,KI,207,661,129,46,382,0
SAM 45-3298,KI,168,523,93,36,297,0
SEA 36-1815,KI,178,453,57,38,273,0
KIR 01-3678,KI,116,349,56,21,193,0
BUR 33-0701,KI,134,722,132,25,291,0
SHL 32-0861,KI,175,696,107,49,331,0
BEL 41-0211,KI,146,373,66,17,229,0
BEL 41-0210,KI,87,367,62,37,186,0
TIMBER,KI,199,664,116,43,358,0
BEL 41-0219,KI,140,623,82,42,264,0
SEA 43-1351,KI,221,561,50,44,315,0
SEA 43-1350,KI,96,265,21,16,133,0
KEN 47-3190,KI,113,693,102,26,241,0
SEA 43-1352,KI,217,608,57,48,322,0
SEA 43-1355,KI,174,401,39,31,244,0
SEA 43-1354,KI,162,435,39,39,240,0
SEA 43-1357,KI,141,355,26,25,192,0
SEA 43-1359,KI,193,518,48,50,291,0
SEA 43-1358,KI,162,418,33,29,224,0
RED 48-3208,KI,71,415,60,25,156,0
ISS 05-3527,KI,148,587,71,30,249,0
B-D 05-2413,KI,117,466,129,38,284,0
SEA 46-1952,KI,141,281,15,23,179,0
SEA 46-1953,KI,120,236,32,23,175,0
SEA 46-1954,KI,133,282,35,35,203,0
SEA 46-1955,KI,182,558,67,40,289,0
SEA 46-1957,KI,222,553,71,61,354,0
SEA 46-1959,KI,318,703,92,81,491,0
RED 48-3664,KI,141,594,68,34,243,0
KEN 47-3537,KI,103,557,118,28,249,0
DIANE,KI,0,0,0,0,0,0
BERNICE,KI,126,601,94,20,240,0
KEN 47-3447,KI,47,248,51,9,107,0
KEN 47-2667,KI,75,528,83,18,176,0
RNT 11-1008,KI,127,662,102,35,264,0
RNT 11-1007,KI,62,315,60,27,149,0
RNT 11-1006,KI,82,453,93,19,194,0
RNT 11-1004,KI,82,317,47,12,141,0
RNT 11-1002,KI,52,332,76,14,142,0
FED 30-3096,KI,129,550,86,34,249,0
FED 30-3097,KI,232,720,145,52,429,0
FED 30-3094,KI,113,595,132,32,277,0
FED 30-3095,KI,70,501,89,14,173,0
FED 30-3092,KI,95,631,99,19,213,0
FED 30-3093,KI,87,612,100,34,221,0
FED 30-3090,KI,112,356,65,21,198,0
FED 30-3091,KI,236,552,114,38,388,0
SEA 46-2326,KI,152,574,85,34,271,0
SEA 46-2327,KI,103,381,55,32,190,0
SEA 46-2324,KI,150,432,45,42,237,0
SEA 46-2325,KI,105,405,99,38,242,0
SEA 46-2322,KI,185,532,60,36,281,0
SEA 46-2323,KI,205,554,57,48,310,0
FED 30-3098,KI,119,528,104,29,252,0
LFP 46-0517,KI,168,445,58,47,273,0
CHERRY VALLEY,KI,165,514,112,27,304,0
ISABELLA,KI,185,660,160,64,409,0
KIR 01-3422,KI,166,546,68,32,266,0
SEA 34-1461,KI,183,399,48,37,268,0
SEA 34-1460,KI,127,324,58,24,209,0
SEA 34-1463,KI,120,259,35,23,178,0
SEA 34-1462,KI,130,339,45,24,199,0
SEA 34-1465,KI,155,372,60,36,251,0
SEA 34-1464,KI,151,359,56,38,245,0
SEA 34-1467,KI,217,551,77,45,339,0
SEA 34-1466,KI,95,303,48,36,179,0
RED 48-2629,KI,144,648,109,42,295,0
RED 48-2628,KI,129,472,54,28,211,0
BUR 34-1192,KI,242,591,106,49,397,0
SEA 34-1489,KI,198,744,104,36,338,0
SEA 34-1488,KI,156,692,85,43,284,0
SEA 34-1482,KI,125,321,33,22,180,0
SEA 34-1481,KI,118,479,79,30,227,0
SEA 34-1480,KI,201,594,84,54,339,0
SEA 34-1487,KI,125,335,48,32,205,0
SEA 34-1486,KI,129,364,47,24,201,1
SEA 34-1485,KI,152,708,94,61,307,0
SEA 34-1484,KI,103,345,55,22,180,0
RNT 05-3698,KI,18,52,8,1,27,0
BUR 34-0913,KI,109,599,90,26,225,0
MAPLE HILLS,KI,193,719,154,44,391,0
SEA 46-2319,KI,205,506,75,43,323,0
SPRINKLE,KI,31,107,27,8,66,0
RNT 37-0969,KI,0,0,0,0,0,0
KMR 46-1095,KI,224,785,130,67,421,0
SEA 43-1265,KI,98,256,29,21,148,0
RNT 37-0967,KI,118,503,90,28,236,0
KEN 33-2618,KI,142,795,138,26,306,0
KEN 47-2485,KI,126,616,137,25,288,0
SEA 43-1264,KI,188,361,37,23,248,0
RNT 11-0719,KI,67,243,50,17,134,0
SEA 43-1267,KI,195,386,30,39,264,0
SHL 32-0319,KI,78,284,44,19,141,0
SEA 34-1534,KI,151,362,63,24,238,0
TOTEM,KI,17,70,12,2,31,0
FED 30-3078,KI,101,402,98,19,218,0
FED 30-3079,KI,137,508,106,17,260,0
ISS 41-2733,KI,277,843,131,54,462,0
DES 33-0911,KI,98,515,99,27,224,0
KIR 45-3109,KI,140,469,63,27,230,0
KIR 45-3450,KI,67,251,35,23,125,0
FED 30-3077,KI,108,339,76,18,202,0
AUB 47-0671,KI,178,785,111,40,329,0
SET 33-3059,KI,90,683,102,13,205,0
KEN 33-3670,KI,50,288,57,13,120,0
KINGLET,KI,120,532,68,39,227,0
SAM 45-3454,KI,59,233,38,19,116,0
DES 33-0682,KI,99,444,103,39,241,0
SEA 36-1751,KI,139,368,28,45,212,0
SEA 36-1750,KI,191,493,66,39,296,0
PIPELINE,KI,41,153,34,7,82,0
SEA 36-1752,KI,171,437,35,38,244,0
SEA 36-1755,KI,108,272,23,27,158,0
SEA 36-1754,KI,169,387,38,45,252,0
BOT 01-3661,KI,106,528,114,25,245,0
SEA 36-1756,KI,258,682,95,40,393,0
DES 33-2820,KI,61,393,80,23,164,0
SEA 36-1758,KI,170,351,42,34,246,0
SEA 43-2043,KI,135,292,31,27,193,0
SEA 43-2044,KI,146,350,24,16,186,0
SEA 43-2045,KI,141,315,20,28,189,0
SEA 43-2047,KI,280,662,60,63,403,0
MORGAN,KI,161,631,112,32,305,0
M-I 41-0787,KI,96,333,56,30,182,0
SNQ 05-3409,KI,213,787,123,63,399,0
MERRIHILL,KI,152,687,139,33,324,0
SHL 32-1021,KI,158,550,99,52,309,0
SHL 32-1020,KI,95,341,54,29,178,0
KMR 46-2462,KI,113,258,37,14,164,0
SEA 36-2149,KI,169,367,39,53,261,0
SEA 36-2134,KI,179,490,50,37,266,0
BROOKTRAILS,KI,181,564,107,59,347,0
SEA 36-2130,KI,162,388,54,27,243,0
SEA 36-2131,KI,278,851,111,64,453,0
SEA 36-2133,KI,208,698,92,48,348,0
RED 48-0942,KI,163,402,68,27,258,0
COUGAR MTN,KI,6,8,1,1,8,0
SEA 46-1312,KI,119,326,29,33,181,0
SEA 46-1313,KI,111,280,32,25,168,0
DES 33-0864,KI,91,317,92,21,204,0
SEA 46-1311,KI,125,427,34,39,198,0
SEA 46-1314,KI,133,330,40,37,210,0
KEN 47-0439,KI,141,585,136,32,309,0
SEA 36-1808,KI,105,275,33,18,156,0
SAM 41-2813,KI,182,567,99,56,337,0
M-V 05-3461,KI,154,779,159,39,352,0
SEA 36-1805,KI,157,473,45,37,239,0
SEA 36-1806,KI,165,598,68,48,281,0
SEA 36-1801,KI,247,896,84,60,391,0
SEA 36-1803,KI,118,298,40,20,178,0
RED 45-3584,KI,145,449,79,35,259,0
RED 48-0944,KI,110,375,81,26,217,0
SEA 36-3669,KI,100,349,37,20,157,0
ENM 31-3248,KI,219,732,165,56,442,2
ENM 31-3247,KI,146,682,130,47,323,0
ENM 31-3246,KI,44,264,66,17,127,0
KIR 45-2722,KI,153,626,106,37,296,0
YPT 48-1234,KI,152,411,63,35,250,0
YPT 48-1233,KI,140,401,63,23,226,0
ALDER SPRINGS,KI,186,550,122,41,349,0
SEA 36-2592,KI,144,352,35,26,205,0
EARLINGTON,KI,75,357,60,15,150,0
SEA 36-2590,KI,135,364,55,23,213,0
KEN 05-3375,KI,0,0,0,0,0,0
KIR 01-2767,KI,214,573,90,55,359,0
KIR 01-2762,KI,167,618,98,43,308,0
KIR 01-2768,KI,217,624,106,60,383,0
SHL 32-0897,KI,139,446,65,27,233,2
KEN 33-0603,KI,205,649,102,40,347,0
RED 48-0951,KI,135,379,51,37,223,0
RED 48-0950,KI,127,444,65,22,214,0
RED 48-0953,KI,224,758,131,63,418,0
RED 48-0952,KI,104,311,47,9,160,0
KELLY,KI,85,375,78,26,189,0
DUV 45-3219,KI,161,548,102,35,298,0
KEN 47-0238,KI,155,723,148,46,349,0
BEL 41-0116,KI,69,290,29,13,111,0
BEL 41-0117,KI,73,263,49,18,140,0
BEL 41-0114,KI,163,459,72,57,292,0
BEL 41-0112,KI,207,712,105,46,358,0
BEL 41-0113,KI,90,255,39,29,158,0
BEL 41-0110,KI,144,571,81,32,257,0
BEL 41-0111,KI,190,544,100,40,330,0
BEL 41-3312,KI,317,796,105,67,489,0
SEA 43-1784,KI,222,500,48,38,308,0
BEL 41-0119,KI,133,295,36,28,197,0
WELCOME LAKE,KI,336,735,187,55,578,0
SEA 34-1545,KI,117,422,79,28,224,0
SEA 36-3267,KI,139,548,59,21,219,0
SEA 37-1886,KI,211,523,52,30,293,0
CANDLEWOOD,KI,51,412,47,22,120,0
SEA 37-1885,KI,168,398,36,19,223,0
SEA 37-1882,KI,139,395,35,19,193,0
SEA 37-1883,KI,127,423,48,29,204,0
SEA 37-1880,KI,194,514,55,27,276,0
SEA 37-1881,KI,131,396,32,25,188,0
AUB 47-3591,KI,93,445,91,22,206,0
SEA 43-1780,KI,108,350,60,40,208,0
SEA 43-1781,KI,108,326,45,11,164,0
ELSIE,KI,221,726,109,63,393,0
SELLECK,KI,164,784,214,42,420,0
BEL 41-0203,KI,230,688,134,46,410,0
M-V 05-3482,KI,221,870,157,63,441,0
SEA 46-2370,KI,74,428,48,15,137,0
BUR 33-0289,KI,87,412,87,14,188,0
BEL 41-0205,KI,99,288,51,21,171,0
DIPPER,KI,173,675,129,44,346,0
BOT 01-3271,KI,116,431,72,41,229,0
SHL 32-0819,KI,112,411,71,28,211,0
SEA 36-1299,KI,178,425,39,43,260,0
SEA 43-1347,KI,297,726,75,63,435,0
SEA 43-1344,KI,214,452,38,40,292,0
NEW 41-3261,KI,145,503,95,27,267,0
SEA 43-1342,KI,175,366,30,32,237,0
BUR 34-1219,KI,179,530,111,55,345,0
SEA 43-1341,KI,246,499,46,59,351,0
WOD 45-2769,KI,260,748,128,56,444,0
SALAL,KI,127,359,77,21,225,0
SEA 43-1349,KI,158,359,40,33,231,0
SHL 32-0470,KI,145,413,72,41,258,0
B-D 05-2407,KI,222,838,173,52,447,0
SEA 46-1965,KI,132,292,27,31,190,0
BEL 48-1049,KI,136,344,51,28,215,0
SEA 46-1967,KI,207,497,50,63,320,0
SEA 46-1966,KI,103,234,19,22,144,0
SEA 46-1961,KI,121,272,32,29,182,0
SEA 46-1963,KI,95,278,29,28,152,0
SEA 36-2116,KI,141,299,34,27,202,0
PRESTON,KI,204,661,131,48,383,0
SEA 46-1969,KI,107,278,40,22,169,0
SEA 11-1641,KI,84,539,68,31,183,0
SEA 36-3319,KI,236,867,79,50,365,0
SEA 36-3318,KI,286,680,79,63,428,0
BUR 34-0295,KI,128,479,106,35,269,0
LYNX,KI,128,531,122,26,276,0
SHL 32-0921,KI,123,260,33,20,176,0
BUR 34-0298,KI,136,668,145,41,322,0
SEA 36-3317,KI,250,595,73,60,383,0
SEA 43-2853,KI,159,440,23,24,206,0
SEA 43-2852,KI,164,501,32,30,226,0
RANCH,KI,129,444,64,40,233,0
SEA 43-2113,KI,92,393,37,11,140,0
RNT 11-1015,KI,80,443,93,21,194,0
RNT 11-1011,KI,184,881,170,37,391,0
KEN 47-3275,KI,145,854,120,23,288,0
COTTAGE LAKE,KI,131,452,69,28,228,0
KIR 45-3668,KI,129,428,50,27,206,0
SEA 43-2058,KI,84,247,36,30,150,0
SHANGRI-LA,KI,120,394,88,25,233,0
SEA 37-1640,KI,138,738,119,36,293,0
RIVERSIDE,KI,94,396,90,36,220,0
SEA 43-1861,KI,334,750,47,51,432,0
LISABEULA,KI,192,467,71,46,309,0
SHL 32-0407,KI,218,661,123,45,386,0
LEAH,KI,173,661,108,38,319,0
HI-VALLEY,KI,300,829,169,73,542,0
RED 48-2636,KI,165,451,61,30,256,0
SEA 34-1477,KI,130,307,40,30,200,0
RED 48-2634,KI,128,389,65,38,231,0
RED 48-2635,KI,123,387,61,40,224,0
RED 48-2632,KI,72,225,39,19,130,0
RED 48-2633,KI,230,626,98,47,375,0
RED 48-2630,KI,152,394,68,37,257,0
SEA 34-1471,KI,182,492,76,47,305,0
SEA 34-1478,KI,105,253,47,11,163,0
SEA 34-1479,KI,127,313,46,27,200,0
SEA 43-2050,KI,111,442,72,39,222,0
HAAS,KI,108,303,62,29,199,0
SEA 36-1761,KI,126,309,44,23,193,0
SEA 34-1498,KI,183,668,103,44,330,0
SEA 34-1499,KI,176,483,52,61,289,0
SEA 43-2055,KI,74,322,20,19,113,0
SEA 34-1490,KI,133,437,64,38,235,0
SEA 34-1493,KI,203,722,85,32,320,0
SEA 34-1494,KI,163,536,65,37,265,0
SEA 34-1496,KI,240,826,88,61,389,0
RED 48-3548,KI,88,292,39,18,145,0
SEA 46-2267,KI,140,518,57,44,241,0
SEA 46-2266,KI,182,494,51,55,288,0
SEA 46-2264,KI,301,768,107,79,487,0
GRANDVIEW,KI,0,16,7,1,8,0
SEA 46-2261,KI,105,256,34,36,175,0
SEA 46-2260,KI,331,722,100,80,511,0
SILVER SPURS,KI,10,18,0,0,10,0
SNO PASS,KI,70,208,44,17,131,0
SEA 46-2269,KI,131,305,32,34,197,0
SEA 46-2268,KI,131,330,39,35,205,0
KEN 47-2477,KI,186,535,133,42,361,0
RNT 37-0991,KI,119,619,110,21,250,0
RNT 37-0999,KI,168,760,145,30,343,0
KEN 47-2708,KI,98,485,107,21,226,0
KEN 47-2709,KI,218,839,147,42,407,0
ISS 41-2692,KI,125,382,58,32,215,0
KEN 47-2704,KI,235,773,156,39,430,0
SAM 41-3214,KI,129,435,76,36,241,0
SAM 41-3215,KI,195,814,101,52,348,0
BLACK RIVER,KI,30,320,43,4,77,0
KEN 47-2490,KI,144,673,150,37,331,0
SEA 46-2313,KI,133,538,76,39,248,0
DES 30-0954,KI,212,745,152,51,415,0
DUTHIE HILL,KI,94,356,95,19,208,0
SEA 46-2311,KI,178,451,45,33,256,0
MARIAN,KI,148,776,145,30,323,0
BEL 41-2782,KI,59,183,16,6,81,0
FED 30-3289,KI,166,819,141,61,368,0
SEA 46-2310,KI,180,386,56,41,277,0
RNT 37-1000,KI,72,532,51,19,142,0
FED 30-3049,KI,81,430,72,15,168,0
FED 30-3048,KI,95,634,67,25,187,0
FED 30-3045,KI,106,637,108,39,253,0
FED 30-3044,KI,161,657,136,29,326,0
FED 30-3047,KI,108,492,97,31,236,0
FED 30-3046,KI,82,397,80,26,188,0
FED 30-3041,KI,84,326,52,22,158,0
FED 30-3040,KI,63,432,69,14,146,0
FED 30-3043,KI,133,631,106,22,261,0
FED 30-3042,KI,73,251,63,30,166,0
KEN 47-0753,KI,100,622,128,21,249,0
SAM 41-3508,KI,176,685,105,56,337,0
KEN 33-3644,KI,112,486,80,21,213,0
BEL 48-3292,KI,138,401,73,33,244,0
SHL 32-0494,KI,140,468,74,38,252,0
SHL 32-0499,KI,114,462,127,47,288,0
SEA 46-2318,KI,131,277,31,26,188,0
SAM 41-3506,KI,143,455,53,38,234,0
SAM 41-3507,KI,191,708,92,31,314,0
SEA 36-1746,KI,138,313,40,25,203,0
SEA 36-1747,KI,138,296,26,31,195,0
SEA 36-1744,KI,154,393,43,31,228,0
SEA 36-1742,KI,130,296,35,20,185,0
SEA 36-1743,KI,133,391,37,36,206,0
SEA 36-1740,KI,123,323,51,34,208,0
SEA 36-1741,KI,131,325,47,29,207,0
SEA 43-2075,KI,97,458,39,27,163,0
SEA 43-2074,KI,230,564,37,49,316,0
SEA 43-2076,KI,104,403,17,16,137,0
SEA 43-2071,KI,194,371,34,32,260,0
SEA 36-1748,KI,114,261,32,23,169,0
SEA 36-1749,KI,227,681,90,53,370,0
KEN 47-1170,KI,69,412,97,14,180,0
BEL 48-2430,KI,135,486,106,49,290,0
BEL 48-2432,KI,120,403,76,29,225,0
BEL 48-2434,KI,170,394,55,34,259,0
MCDIVITT,KI,22,57,9,1,32,0
SEA 43-1887,KI,220,648,97,48,365,0
SEA 43-1889,KI,202,483,48,38,288,0
SEA 43-1888,KI,277,633,41,55,373,0
SEA 34-1430,KI,111,322,53,26,190,0
SHL 32-1030,KI,63,301,64,17,144,0
CHURCHILL,KI,164,425,72,26,262,0
KEN 33-2864,KI,121,463,89,33,243,0
SEA 43-1779,KI,98,377,34,15,147,0
NEW 41-1115,KI,193,633,96,51,340,0
SEA 36-1324,KI,306,779,92,79,477,0
SEA 36-1325,KI,153,465,50,43,246,0
CARRIAGE,KI,141,399,68,21,230,0
SEA 36-1320,KI,162,362,35,37,234,0
SEA 36-1321,KI,183,416,49,26,258,0
SEA 36-1322,KI,197,479,42,47,286,0
SEA 36-1323,KI,177,401,37,29,243,0
COLLEEN,KI,174,488,83,47,304,0
SEA 36-1328,KI,262,756,65,63,390,0
SEA 36-1329,KI,173,410,47,34,254,0
SEA 36-1812,KI,173,469,52,26,251,0
SEA 36-1813,KI,109,330,44,21,174,0
SEA 36-1816,KI,116,303,33,23,172,0
SEA 46-2299,KI,168,393,37,24,229,0
SAM 41-0100,KI,195,667,128,39,362,0
OVERDALE,KI,5,12,3,1,9,0
SEA 43-2238,KI,371,813,78,90,539,0
SEA 36-3679,KI,81,314,36,20,137,0
SHL 32-0665,KI,143,414,54,21,218,0
TUK 11-1165,KI,153,752,135,52,340,0
ARIA,KI,138,428,75,26,239,0
SET 33-3081,KI,128,738,118,23,269,0
RNT 11-2739,KI,71,274,53,16,140,0
RED 48-0948,KI,65,246,45,14,124,0
RED 48-0949,KI,126,433,69,39,234,0
ISS 05-3649,KI,81,404,84,23,188,0
RED 48-0940,KI,143,399,75,40,258,0
RED 48-0941,KI,119,331,47,39,205,0
RED 48-0947,KI,132,360,57,26,215,0
KIR 01-2595,KI,127,495,85,27,239,0
RED 48-0945,KI,134,453,84,27,245,0
KEN 47-0246,KI,130,479,105,26,261,0
SEA 37-1591,KI,164,360,42,43,249,0
RED MILL,KI,106,418,84,27,217,0
SEA 37-1592,KI,233,634,81,47,361,0
SEA 36-2535,KI,158,566,87,46,291,0
BEL 41-0475,KI,79,262,43,27,149,0
SHL 32-0711,KI,132,337,33,43,208,0
SEA 37-1593,KI,170,470,53,31,254,0
BEL 41-3658,KI,72,305,29,14,115,0
BEL 41-0472,KI,166,522,99,38,303,0
SAM 45-2450,KI,184,548,90,51,325,0
MIDDLE FORK,KI,108,383,85,21,214,0
BEL 41-3657,KI,128,353,37,24,189,0
SEA 37-1872,KI,243,581,73,43,359,0
SEA 37-1871,KI,263,629,66,60,389,0
SEA 43-1868,KI,171,353,21,41,233,0
SEA 37-1876,KI,334,766,63,47,444,0
SEA 37-1875,KI,171,525,79,38,288,0
SAM 45-2693,KI,218,796,138,58,414,0
SEA 43-1862,KI,165,476,45,24,234,0
SEA 37-1879,KI,287,839,83,54,424,0
SEA 43-1860,KI,265,745,45,58,368,0
SEA 43-1867,KI,222,546,39,37,299,1
STAR LAKE,KI,102,325,55,25,182,0
RNT 11-3604,KI,111,591,96,27,234,0
KIR 45-0623,KI,119,378,74,36,229,0
KIR 45-0622,KI,132,390,55,27,214,0
KIR 45-0620,KI,218,552,78,44,340,0
KIR 45-0627,KI,216,628,90,70,376,0
RNT 11-3609,KI,96,461,59,18,173,0
KIR 45-0624,KI,303,793,150,48,501,0
DUV 45-3642,KI,132,443,87,30,249,0
DES 33-1128,KI,83,289,70,21,174,0
EAGLE,KI,0,3,0,0,0,0
BUR 33-0729,KI,132,864,161,27,320,0
MEADOWBROOK,KI,87,300,70,16,173,0
SWEENEY,KI,174,575,117,50,341,0
SHL 32-0088,KI,67,258,40,14,121,0
KIR 01-2759,KI,194,695,116,49,359,0
RUDDELL,KI,107,397,85,22,214,0
SHL 32-0802,KI,115,452,65,14,194,0
BEL 41-3278,KI,88,290,57,27,172,0
SEA 43-1406,KI,137,398,73,54,264,0
WOD 45-2597,KI,214,647,97,39,350,0
FOX,KI,141,434,78,28,247,0
KIR 48-2925,KI,147,498,104,33,284,0
LAKE ALICE,KI,146,519,103,46,295,0
M-V 05-2614,KI,192,831,187,43,422,0
SEA 46-1971,KI,124,325,38,38,200,0
RNT 11-3287,KI,173,705,114,51,338,0
SEA 46-1977,KI,165,321,33,19,217,0
SEA 46-1974,KI,188,415,42,39,269,0
AUB 31-0049,KI,81,450,100,14,195,0
SEA 34-1245,KI,141,466,81,22,244,0
SEA 34-1247,KI,117,461,61,24,202,0
SEA 34-1246,KI,116,355,52,35,203,0
SEA 34-1249,KI,131,551,77,33,241,0
SEA 34-1248,KI,122,407,58,29,209,0
NPK 33-2645,KI,129,335,57,33,219,0
NPK 33-2644,KI,113,287,57,34,204,0
NPK 33-2646,KI,183,587,112,45,341,1
SEA 32-2203,KI,242,758,114,66,422,0
BUR 34-0281,KI,0,0,0,0,0,0
BEL 41-0658,KI,129,403,62,29,220,0
BEL 41-0305,KI,120,484,68,30,218,0
SEA 36-1693,KI,122,308,43,24,189,0
SEA 43-3628,KI,170,536,84,36,290,0
RED 48-3313,KI,224,667,118,42,384,0
RED 48-3316,KI,79,344,54,21,154,0
BUR 34-1082,KI,158,307,37,20,215,0
CORNELL,KI,177,557,105,34,316,0
RED 48-2790,KI,175,592,100,48,323,0
BUR 34-0848,KI,117,421,101,43,261,0
KIR 45-3612,KI,62,211,40,14,116,0
SEA 46-2375,KI,135,312,35,40,210,0
FED 30-3036,KI,81,342,51,16,148,0
AUB 31-3335,KI,178,732,131,42,351,0
KEN 47-3184,KI,189,776,157,38,384,0
SEA 37-3567,KI,59,408,51,20,130,0
BRIAR,KI,152,521,89,42,283,0
COV 47-2711,KI,104,536,128,23,255,0
NEW 41-3528,KI,111,420,50,21,182,0
BUR 34-1150,KI,142,365,81,26,249,0
TUK 11-3127,KI,51,280,48,10,109,0
SEA 46-2274,KI,106,256,24,37,167,0
SEA 46-2275,KI,46,127,13,12,71,0
SEA 46-2276,KI,177,382,38,35,250,0
SEA 46-2277,KI,254,568,57,57,368,0
SEA 46-2270,KI,141,290,30,31,202,0
SEA 46-2271,KI,228,476,48,43,319,0
SEA 46-2272,KI,156,367,56,35,247,0
M-V 05-3272,KI,201,878,175,60,436,0
HOLM LAKE,KI,189,710,168,58,415,0
COV 47-2390,KI,91,505,95,18,204,0
SEA 37-3696,KI,9,49,7,2,18,0
SEA 37-3693,KI,0,0,0,0,0,0
CADDIS,KI,104,366,91,16,211,0
SHL 32-0396,KI,205,767,141,55,401,0
SEA 37-1557,KI,65,343,42,17,124,0
SEA 43-2541,KI,82,268,18,15,115,0
KEN 11-3331,KI,53,456,90,23,166,0
SHL 32-0606,KI,106,364,57,20,183,0
RNT 11-0738,KI,61,444,63,17,141,0
ENM 05-3414,KI,0,0,0,0,0,0
STILLWATER,KI,133,523,124,35,292,0
FED 30-3052,KI,114,494,105,24,243,0
FED 30-3053,KI,82,472,113,23,218,0
FED 30-3050,KI,50,222,43,5,98,0
FED 30-3051,KI,63,400,67,22,152,0
FED 30-3056,KI,89,323,67,10,166,0
FED 30-3054,KI,81,386,60,27,168,0
FED 30-3055,KI,104,575,147,29,280,0
SHL 32-0486,KI,100,298,56,29,185,0
DES 33-0668,KI,53,273,55,15,123,0
SEA 43-2061,KI,130,476,45,32,207,0
SEA 43-2064,KI,98,370,27,23,148,0
SEA 43-2065,KI,103,547,46,30,179,0
SEA 43-2068,KI,139,425,26,26,191,0
SEA 36-2164,KI,153,310,32,30,215,0
BEAR CREEK,KI,171,452,81,23,275,0
KMR 46-0473,KI,138,438,88,27,253,0
SEA 37-1825,KI,180,704,79,37,296,0
SEA 36-1382,KI,154,374,47,32,233,0
