Row Label,County,Judith Montgomery Hightower,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SEA 37-1875,KI,171,525,115,288,0,2
SEA 43-1863,KI,118,475,135,255,0,2
SEA 43-1862,KI,122,476,110,234,0,2
SEA 37-1879,KI,221,839,200,424,0,3
SEA 43-1860,KI,174,745,192,368,0,2
SEA 43-1867,KI,143,546,154,299,0,2
SEA 43-3262,KI,82,306,95,177,0,0
SEA 37-1840,KI,161,616,119,281,0,1
SEA 43-1994,KI,120,295,77,197,0,0
SEA 43-2039,KI,86,328,113,199,0,0
SEA 43-2038,KI,171,560,184,355,0,0
SEA 37-1640,KI,177,738,116,293,0,0
SEA 43-2033,KI,131,438,145,276,0,0
SEA 43-2035,KI,149,668,149,301,0,3
SEA 43-2034,KI,125,424,126,253,0,2
SEA 43-2037,KI,126,551,146,274,0,2
SEA 36-1325,KI,115,465,128,246,0,3
SEA 46-2153,KI,112,492,112,231,0,7
SEA 46-2152,KI,78,378,112,192,0,2
SEA 46-2379,KI,142,542,188,332,0,2
SEA 43-2549,KI,190,718,146,339,0,3
SEA 37-1590,KI,112,294,116,228,0,0
SEA 37-1591,KI,128,360,120,249,0,1
SEA 37-1592,KI,191,634,168,361,0,2
SEA 37-1593,KI,143,470,111,254,0,0
SEA 37-1594,KI,157,761,184,343,0,2
SEA 37-1596,KI,131,497,128,260,0,1
SEA 43-2542,KI,81,275,65,146,0,0
SEA 36-2116,KI,99,299,103,202,0,0
SEA 43-1406,KI,131,398,132,264,0,1
SEA 36-2117,KI,117,336,106,223,0,0
SEA 46-2270,KI,98,290,103,202,0,1
SEA 46-1978,KI,164,501,164,328,0,0
SEA 36-1288,KI,136,391,129,265,0,0
SEA 36-1287,KI,220,733,258,481,0,3
SEA 36-1286,KI,113,439,139,254,0,2
SEA 46-1970,KI,82,250,79,161,0,0
SEA 46-1971,KI,99,325,101,200,0,0
SEA 46-1977,KI,109,321,108,217,0,0
SEA 46-1974,KI,129,415,140,269,0,0
SEA 36-1676,KI,73,261,94,167,0,0
SEA 36-1677,KI,106,336,112,219,0,1
SEA 36-1675,KI,93,309,116,209,0,0
SEA 34-1245,KI,139,466,102,244,0,3
SEA 36-1673,KI,228,806,301,530,0,1
SEA 34-1247,KI,123,461,75,202,0,4
SEA 34-1246,KI,111,355,92,203,0,0
SEA 34-1249,KI,147,551,91,241,0,3
SEA 34-1248,KI,119,407,90,209,0,0
SEA 36-1775,KI,174,711,152,327,0,1
SEA 36-1774,KI,168,494,179,347,0,0
SEA 36-1773,KI,139,644,144,285,0,2
SEA 36-1772,KI,133,534,150,284,0,1
SEA 36-1771,KI,125,487,122,248,0,1
SEA 36-1679,KI,123,413,149,272,0,0
SEA 46-1959,KI,241,703,249,491,0,1
SEA 43-3628,KI,166,536,120,290,0,4
SEA 34-1410,KI,72,240,82,156,0,2
SEA 36-1699,KI,74,295,84,160,0,2
SEA 34-1412,KI,69,261,97,166,0,0
SEA 34-1413,KI,154,533,160,319,0,5
SEA 34-1414,KI,59,239,102,165,0,4
SEA 34-1415,KI,138,406,107,247,0,2
SEA 34-1416,KI,115,394,118,235,0,2
SEA 36-1690,KI,65,342,107,178,0,6
SEA 36-1691,KI,67,274,89,156,0,0
SEA 36-1692,KI,115,363,140,256,0,1
SEA 36-1693,KI,97,308,90,189,0,2
SEA 36-1695,KI,154,475,165,320,0,1
SEA 36-1696,KI,141,433,145,286,0,0
SEA 36-1697,KI,85,312,100,186,0,1
SEA 36-1317,KI,182,631,187,370,0,1
SEA 37-1607,KI,137,524,90,227,0,0
SEA 36-2523,KI,175,496,158,333,0,0
SEA 36-2522,KI,121,356,108,230,0,1
SEA 46-3688,KI,9,24,6,15,0,0
SEA 36-2520,KI,136,573,160,298,0,2
SEA 36-2527,KI,91,294,103,195,0,1
SEA 36-2526,KI,148,444,150,301,0,3
SEA 36-1721,KI,123,529,123,246,0,0
SEA 36-2529,KI,145,456,169,314,0,0
SEA 36-2528,KI,191,576,207,400,0,2
SEA 46-1980,KI,99,381,157,257,0,1
SEA 43-3571,KI,93,464,62,156,0,1
SEA 43-1267,KI,137,386,126,264,0,1
SEA 43-1783,KI,122,455,119,243,0,2
SEA 36-1727,KI,114,382,124,239,0,1
SEA 37-3567,KI,79,408,49,130,0,2
SEA 46-2359,KI,108,341,95,203,0,0
SEA 46-2302,KI,124,408,136,265,0,5
SEA 36-1672,KI,77,252,87,164,0,0
SEA 37-1652,KI,63,287,93,157,0,1
SEA 36-3605,KI,125,535,120,249,0,4
SEA 37-1937,KI,90,293,122,212,0,0
SEA 11-3491,KI,0,0,0,0,0,0
SEA 36-3317,KI,174,595,209,383,0,0
SEA 37-1932,KI,101,416,117,218,0,0
SEA 36-1670,KI,159,492,171,331,0,1
SEA 37-1839,KI,188,754,207,399,0,4
SEA 37-1838,KI,208,764,194,405,0,3
SEA 32-2224,KI,159,535,126,289,0,4
SEA 46-2377,KI,195,574,194,391,0,2
SEA 37-1650,KI,78,260,97,175,0,0
SEA 37-1833,KI,180,653,155,336,0,1
SEA 46-2370,KI,90,428,47,137,0,0
SEA 37-1831,KI,109,353,111,221,0,1
SEA 37-1914,KI,179,523,183,364,0,2
SEA 37-3696,KI,9,49,9,18,0,0
SEA 37-3693,KI,0,0,0,0,0,0
SEA 11-1597,KI,235,909,171,410,0,4
SEA 43-1819,KI,139,457,162,303,0,2
SEA 43-1982,KI,132,501,134,266,0,0
SEA 43-1983,KI,166,497,147,313,0,0
SEA 46-2351,KI,98,314,102,200,0,0
SEA 43-1986,KI,76,278,87,163,0,0
SEA 46-2350,KI,123,407,94,217,0,0
SEA 46-2357,KI,144,472,164,309,0,1
SEA 43-3692,KI,0,0,0,0,0,0
SEA 43-3690,KI,9,38,7,17,0,1
SEA 46-2240,KI,144,431,145,290,0,1
SEA 36-1770,KI,75,234,84,159,0,0
SEA 43-2055,KI,48,322,65,113,0,0
SEA 46-2231,KI,186,619,176,366,0,4
SEA 46-2143,KI,88,285,73,163,0,2
SEA 46-1401,KI,162,686,146,311,0,3
SEA 46-2244,KI,95,268,94,191,0,2
SEA 36-2749,KI,80,336,50,130,0,0
SEA 37-1940,KI,130,536,137,268,0,1
SEA 46-2341,KI,159,569,190,349,0,0
SEA 37-1944,KI,177,754,148,326,0,1
SEA 36-2743,KI,173,501,159,332,0,0
SEA 46-2303,KI,125,422,157,284,0,2
SEA 46-2378,KI,108,322,104,212,0,0
SEA 43-3595,KI,170,535,150,322,0,2
SEA 46-2363,KI,111,380,101,213,0,1
SEA 46-2360,KI,107,469,93,202,0,2
SEA 46-2313,KI,149,538,95,248,0,4
SEA 46-2373,KI,179,683,151,331,0,1
SEA 46-2366,KI,114,451,122,241,0,5
SEA 43-2105,KI,154,628,206,361,0,1
SEA 43-3570,KI,237,1056,188,429,0,4
SEA 43-2061,KI,93,476,112,207,0,2
SEA 46-2056,KI,112,330,113,228,0,3
SEA 43-1350,KI,65,265,68,133,0,0
SEA 43-2065,KI,90,547,86,179,0,3
SEA 43-2068,KI,93,425,97,191,0,1
SEA 43-2069,KI,199,652,197,399,0,3
SEA 43-1826,KI,182,567,169,354,0,3
SEA 36-3345,KI,145,517,111,260,0,4
SEA 46-2057,KI,145,443,165,310,0,0
SEA 36-3341,KI,144,654,175,325,0,6
SEA 37-1825,KI,179,704,114,296,0,3
SEA 46-2364,KI,96,355,89,185,0,0
SEA 34-1515,KI,141,391,106,247,0,0
SEA 34-1514,KI,151,521,126,277,0,0
SEA 34-1517,KI,74,260,71,145,0,0
SEA 34-1516,KI,113,399,111,227,0,3
SEA 32-3656,KI,146,474,139,288,0,3
SEA 34-1510,KI,109,392,117,228,0,2
SEA 34-1513,KI,167,663,141,312,0,4
SEA 34-1512,KI,71,269,78,149,0,0
SEA 43-1364,KI,141,535,179,321,0,1
SEA 43-1365,KI,117,459,145,262,0,0
SEA 43-1366,KI,89,287,97,186,0,0
SEA 43-1367,KI,117,375,131,253,0,5
SEA 34-1519,KI,81,327,106,192,0,5
SEA 34-1518,KI,78,260,78,156,0,0
SEA 43-1362,KI,158,660,192,351,0,1
SEA 43-1363,KI,183,725,197,386,0,6
SEA 36-1698,KI,90,278,77,167,0,0
SEA 36-1319,KI,146,469,138,285,0,1
SEA 36-1318,KI,280,999,253,537,0,4
SEA 11-1624,KI,113,577,95,208,0,0
SEA 36-2119,KI,80,277,96,176,0,0
SEA 36-1720,KI,142,622,145,287,0,0
SEA 34-1418,KI,82,299,113,196,0,1
SEA 36-1722,KI,136,536,119,256,0,1
SEA 36-1723,KI,109,431,140,252,0,3
SEA 36-1724,KI,97,315,108,207,0,2
SEA 36-1725,KI,96,372,91,189,0,2
SEA 36-1726,KI,105,387,109,214,0,0
SEA 34-1419,KI,217,694,196,418,0,5
SEA 36-1729,KI,69,231,78,147,0,0
SEA 37-1646,KI,96,457,54,151,1,0
SEA 46-2266,KI,126,494,161,288,0,1
SEA 43-2004,KI,92,356,112,206,0,2
SEA 43-2987,KI,48,673,48,97,0,1
SEA 46-2339,KI,83,330,83,171,0,5
SEA 46-2338,KI,146,543,112,260,0,2
SEA 46-2330,KI,124,420,108,232,0,0
SEA 46-2333,KI,103,371,116,221,0,2
SEA 46-2332,KI,73,248,92,165,0,0
SEA 46-2335,KI,157,609,108,268,0,3
SEA 46-2334,KI,183,573,158,343,0,2
SEA 46-2337,KI,107,347,75,185,0,3
SEA 46-2336,KI,175,707,172,350,0,3
SEA 43-2109,KI,105,478,101,212,0,6
SEA 43-3230,KI,151,626,155,309,0,3
SEA 43-2016,KI,103,333,94,197,0,0
SEA 36-2163,KI,71,289,105,176,0,0
SEA 36-2162,KI,118,373,140,259,0,1
SEA 36-2161,KI,135,460,168,304,0,1
SEA 34-1458,KI,121,376,122,246,0,3
SEA 34-1459,KI,86,272,88,175,0,1
SEA 36-2165,KI,62,240,108,170,0,0
SEA 36-2164,KI,107,310,108,215,0,0
SEA 34-1454,KI,83,306,95,180,0,2
SEA 11-3580,KI,98,401,77,175,0,0
SEA 34-1456,KI,130,428,118,248,0,0
SEA 34-1457,KI,207,687,177,385,0,1
SEA 34-1450,KI,103,301,84,188,0,1
SEA 34-1451,KI,96,330,82,178,0,0
SEA 34-1452,KI,83,275,86,170,0,1
SEA 34-1453,KI,93,264,78,174,0,3
SEA 37-3639,KI,109,303,82,191,0,0
SEA 43-1277,KI,137,541,140,282,0,5
SEA 43-2008,KI,81,257,87,169,0,1
SEA 37-3636,KI,176,786,119,296,0,1
SEA 43-1275,KI,104,275,94,200,0,2
SEA 46-2263,KI,173,599,220,396,0,3
SEA 43-1272,KI,137,437,146,285,0,2
SEA 36-3496,KI,173,671,151,328,0,4
SEA 36-2171,KI,147,491,181,329,0,1
SEA 46-2348,KI,65,274,96,161,0,0
SEA 43-1379,KI,77,263,109,187,0,1
SEA 37-1907,KI,236,657,192,432,0,4
SEA 37-1906,KI,139,427,139,280,0,2
SEA 43-1271,KI,131,473,127,260,0,2
SEA 37-1903,KI,107,312,109,218,0,2
SEA 37-1902,KI,112,339,110,224,0,2
SEA 37-1901,KI,90,260,73,163,0,0
SEA 37-1900,KI,108,355,82,192,0,2
SEA 37-1864,KI,184,622,88,273,0,1
SEA 43-1376,KI,158,541,151,312,0,3
SEA 43-1870,KI,142,466,128,273,0,3
SEA 36-2167,KI,87,327,123,211,0,1
SEA 43-1874,KI,188,608,153,343,0,2
SEA 46-1400,KI,99,425,120,221,0,2
SEA 36-2166,KI,97,336,134,231,0,0
SEA 32-2537,KI,110,396,103,213,0,0
SEA 46-2322,KI,135,532,143,281,0,3
SEA 43-1373,KI,113,335,126,243,0,4
SEA 32-2539,KI,228,788,214,447,0,5
SEA 43-1371,KI,79,288,87,166,0,0
SEA 43-2028,KI,147,423,132,280,0,1
SEA 34-1455,KI,229,956,199,428,0,0
SEA 43-2026,KI,112,356,126,239,0,1
SEA 43-2027,KI,86,292,116,202,0,0
SEA 43-2024,KI,95,336,106,201,0,0
SEA 43-1370,KI,108,332,129,237,0,0
SEA 43-2023,KI,98,388,124,224,0,2
SEA 43-2020,KI,111,374,137,249,0,1
SEA 43-2021,KI,261,797,243,506,0,2
SEA 36-2168,KI,148,520,185,334,0,1
SEA 36-2524,KI,69,216,83,152,0,0
SEA 46-1967,KI,157,497,160,320,0,3
SEA 46-2275,KI,37,127,34,71,0,0
SEA 43-2550,KI,82,342,74,157,0,1
SEA 43-2541,KI,62,268,53,115,0,0
SEA 37-1585,KI,112,358,119,233,0,2
SEA 37-1584,KI,109,332,97,210,0,4
SEA 43-1889,KI,145,483,142,288,0,1
SEA 43-1345,KI,138,424,135,274,0,1
SEA 36-1298,KI,106,337,139,246,0,1
SEA 34-3682,KI,93,386,98,192,0,1
SEA 43-1888,KI,199,633,174,373,0,0
SEA 36-1294,KI,196,735,252,449,0,1
SEA 36-1295,KI,97,337,119,219,0,3
SEA 36-1296,KI,107,303,86,194,0,1
SEA 36-1297,KI,87,298,96,183,0,0
SEA 36-1292,KI,112,356,107,220,0,1
SEA 34-1257,KI,143,510,160,304,0,1
SEA 34-1254,KI,84,346,64,150,0,2
SEA 34-1255,KI,140,414,59,202,0,3
SEA 34-1252,KI,155,660,136,295,0,4
SEA 36-1769,KI,79,234,72,151,0,0
SEA 34-1250,KI,99,335,99,199,0,1
SEA 34-1251,KI,194,538,118,312,0,0
SEA 36-1764,KI,101,264,84,185,0,0
SEA 36-1765,KI,79,274,97,178,0,2
SEA 36-1766,KI,86,401,129,216,0,1
SEA 36-1767,KI,117,551,124,242,0,1
SEA 36-1760,KI,87,300,106,195,0,2
SEA 36-1761,KI,78,309,113,193,0,2
SEA 36-1762,KI,91,306,114,207,0,2
SEA 36-1763,KI,95,312,99,196,0,2
SEA 46-2500,KI,108,360,96,209,0,5
SEA 34-3175,KI,99,357,135,235,0,1
SEA 34-1425,KI,109,292,75,185,0,1
SEA 34-1424,KI,102,436,107,210,0,1
SEA 34-1427,KI,70,269,91,163,0,2
SEA 34-1426,KI,79,294,106,186,0,1
SEA 34-1420,KI,178,668,207,385,0,0
SEA 34-1423,KI,111,338,92,205,0,2
SEA 34-1422,KI,94,354,121,216,0,1
SEA 46-1965,KI,107,292,83,190,0,0
SEA 34-1429,KI,77,252,80,158,0,1
SEA 34-1428,KI,75,252,86,163,0,2
SEA 43-2239,KI,178,566,208,389,0,3
SEA 43-2238,KI,244,813,295,539,0,0
SEA 43-2237,KI,167,568,183,352,0,2
SEA 34-2501,KI,120,381,122,244,0,2
SEA 43-1349,KI,92,359,137,231,0,2
SEA 36-2532,KI,133,416,133,273,0,7
SEA 36-2533,KI,121,431,143,267,0,3
SEA 36-2534,KI,158,547,154,315,0,3
SEA 36-2535,KI,147,566,143,291,0,1
SEA 36-2129,KI,178,691,146,326,0,2
SEA 36-2126,KI,202,722,214,419,0,3
SEA 36-2125,KI,196,620,159,357,0,2
SEA 36-2121,KI,113,443,100,216,0,3
SEA 36-2120,KI,128,413,144,273,0,1
SEA 36-2146,KI,85,338,113,199,0,1
SEA 46-1966,KI,64,234,78,144,0,2
SEA 46-2375,KI,92,312,118,210,0,0
SEA 43-2115,KI,68,527,65,134,0,1
SEA 37-3673,KI,156,563,116,277,0,5
SEA 37-3672,KI,103,426,122,225,0,0
SEA 37-3573,KI,62,564,49,111,0,0
SEA 36-2511,KI,132,430,179,311,0,0
SEA 46-2249,KI,91,250,79,170,0,0
SEA 43-1779,KI,84,377,63,147,0,0
SEA 37-1558,KI,157,702,116,273,0,0
SEA 37-1559,KI,76,338,30,108,0,2
SEA 37-1555,KI,107,410,83,190,0,0
SEA 46-2243,KI,166,514,190,359,0,3
SEA 37-1557,KI,78,343,44,124,0,2
SEA 46-2245,KI,169,409,153,322,0,0
SEA 43-1776,KI,181,673,190,375,0,4
SEA 46-2247,KI,218,630,197,421,0,6
SEA 37-1553,KI,111,388,94,206,0,1
SEA 32-2211,KI,163,606,143,311,0,5
SEA 32-2210,KI,195,610,178,374,0,1
SEA 43-1380,KI,85,301,98,183,0,0
SEA 46-2361,KI,103,359,103,206,0,0
SEA 32-2215,KI,268,805,264,535,0,3
SEA 46-2367,KI,120,449,108,229,0,1
SEA 32-2217,KI,262,754,158,421,0,1
SEA 32-2216,KI,93,338,109,203,0,1
SEA 37-1824,KI,127,394,114,246,0,5
SEA 32-2218,KI,158,666,171,332,0,3
SEA 37-1827,KI,175,558,93,270,0,2
SEA 36-1326,KI,210,693,223,436,0,3
SEA 37-1823,KI,33,209,11,44,0,0
SEA 43-1835,KI,253,688,161,417,0,3
SEA 37-1608,KI,150,559,142,293,0,1
SEA 36-1320,KI,108,362,126,234,0,0
SEA 36-1321,KI,124,416,132,258,0,2
SEA 37-1622,KI,124,578,102,226,0,0
SEA 37-2799,KI,118,445,86,206,0,2
SEA 46-2269,KI,88,305,109,197,0,0
SEA 36-1322,KI,114,479,170,286,0,2
SEA 46-1964,KI,132,499,115,247,0,0
SEA 36-1323,KI,110,401,133,243,0,0
SEA 37-1620,KI,89,418,50,140,0,1
SEA 37-1891,KI,97,304,96,193,0,0
SEA 36-1662,KI,151,450,140,291,0,0
SEA 37-1609,KI,109,414,133,242,0,0
SEA 46-2100,KI,122,370,124,246,0,0
SEA 46-1961,KI,85,272,96,182,0,1
SEA 36-1328,KI,187,756,203,390,0,0
SEA 43-3497,KI,110,532,108,218,0,0
SEA 46-1962,KI,95,295,112,208,0,1
SEA 37-1894,KI,123,433,133,259,0,3
SEA 37-1899,KI,100,338,95,195,0,0
SEA 37-1898,KI,81,285,77,158,0,0
SEA 36-1703,KI,170,530,169,340,0,1
SEA 36-2750,KI,108,458,85,198,0,5
SEA 37-1890,KI,209,581,200,412,0,3
SEA 37-1893,KI,165,445,118,287,0,4
SEA 37-1892,KI,185,594,173,360,0,2
SEA 37-1895,KI,179,604,172,356,0,5
SEA 37-1628,KI,129,444,84,215,0,2
SEA 37-1897,KI,179,881,137,320,0,4
SEA 37-1896,KI,131,410,126,258,0,1
