Row Label,County,Mark C. Chow,Phillip Tavel,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SEA 37-1571,KI,127,58,432,62,250,0,3
SEA 34-1511,KI,78,41,320,52,172,0,1
SEA 37-1578,KI,77,45,413,49,172,0,1
SEA 37-1579,KI,64,19,247,24,108,0,1
SEA 46-2304,KI,101,66,369,66,233,0,0
SEA 36-2170,KI,131,58,450,95,285,0,1
SEA 46-2306,KI,77,51,307,67,195,0,0
SEA 46-2307,KI,100,54,313,61,215,0,0
SEA 46-2300,KI,127,97,490,102,327,0,1
SEA 43-1818,KI,52,67,295,77,196,0,0
SEA 34-1460,KI,70,78,324,60,209,0,1
SEA 43-1817,KI,56,32,264,46,134,0,0
SEA 46-2308,KI,105,52,377,73,230,0,0
SEA 34-1463,KI,72,62,259,43,178,0,1
SEA 34-1462,KI,59,73,339,67,199,0,0
SEA 34-1449,KI,69,68,367,75,213,0,1
SEA 34-1448,KI,70,61,270,50,181,0,0
SEA 34-1446,KI,97,65,398,74,237,0,1
SEA 34-1444,KI,129,120,595,116,365,0,0
SEA 34-1443,KI,103,97,380,66,266,0,0
SEA 34-1442,KI,77,64,380,65,207,0,1
SEA 34-1441,KI,56,51,264,47,156,0,2
SEA 34-1440,KI,54,39,242,56,149,0,0
SEA 43-2088,KI,154,85,694,121,361,0,1
SEA 43-2089,KI,26,14,341,25,65,0,0
SEA 43-2084,KI,226,86,668,131,445,0,2
SEA 43-1360,KI,205,75,622,98,379,0,1
SEA 46-1283,KI,94,50,391,60,204,0,0
SEA 43-2081,KI,19,9,385,7,35,0,0
SEA 43-1361,KI,128,33,417,76,238,0,1
SEA 34-1469,KI,63,57,362,62,182,0,0
SEA 43-2544,KI,183,207,887,145,537,0,2
SEA 43-2058,KI,47,37,247,66,150,0,0
SEA 46-2342,KI,79,61,406,47,187,0,0
SEA 43-2547,KI,115,29,461,60,204,0,0
SEA 43-2546,KI,109,26,324,38,176,0,3
SEA 36-2536,KI,147,75,567,106,329,0,1
SEA 43-1291,KI,306,84,684,97,487,0,0
SEA 46-2234,KI,73,43,274,66,182,0,0
SEA 46-2236,KI,95,49,350,74,218,0,0
SEA 46-2796,KI,80,69,456,79,229,0,1
SEA 37-1872,KI,182,82,581,91,359,0,4
SEA 37-1871,KI,233,57,629,97,389,0,2
SEA 43-1868,KI,129,32,353,71,233,0,1
SEA 37-1876,KI,256,65,766,123,444,0,0
SEA 37-1875,KI,161,60,525,66,288,0,1
SEA 43-1863,KI,149,40,475,64,255,0,2
SEA 43-1862,KI,132,49,476,52,234,0,1
SEA 37-1879,KI,246,79,839,99,424,0,0
SEA 43-1860,KI,214,52,745,101,368,0,1
SEA 43-1867,KI,167,44,546,87,299,0,1
SEA 43-3262,KI,73,40,306,64,177,0,0
SEA 37-1840,KI,150,59,616,71,281,0,1
SEA 43-1994,KI,96,46,295,54,197,1,0
SEA 43-2039,KI,105,42,328,52,199,0,0
SEA 43-2038,KI,193,58,560,103,355,0,1
SEA 37-1640,KI,155,66,738,72,293,0,0
SEA 43-2033,KI,116,81,438,79,276,0,0
SEA 43-2035,KI,117,80,668,101,301,0,3
SEA 43-2034,KI,144,41,424,66,253,1,1
SEA 43-2037,KI,146,59,551,68,274,0,1
SEA 36-1325,KI,105,61,465,79,246,0,1
SEA 46-2153,KI,98,51,492,79,231,0,3
SEA 46-2152,KI,76,49,378,65,192,0,2
SEA 46-2379,KI,129,72,542,129,332,0,2
SEA 43-2549,KI,179,64,718,96,339,0,0
SEA 37-1590,KI,108,56,294,64,228,0,0
SEA 37-1591,KI,153,27,360,69,249,0,0
SEA 37-1592,KI,204,62,634,95,361,0,0
SEA 37-1593,KI,139,52,470,61,254,0,2
SEA 37-1594,KI,180,61,761,101,343,0,1
SEA 37-1596,KI,134,59,497,67,260,0,0
SEA 43-2542,KI,94,25,275,27,146,0,0
SEA 36-2116,KI,109,39,299,54,202,0,0
SEA 43-1406,KI,105,68,398,90,264,0,1
SEA 36-2117,KI,114,50,336,58,223,0,1
SEA 46-2270,KI,81,58,290,60,202,0,3
SEA 46-1978,KI,131,97,501,100,328,0,0
SEA 36-1288,KI,122,76,391,67,265,0,0
SEA 36-1287,KI,264,73,733,142,481,0,2
SEA 36-1286,KI,135,46,439,72,254,0,1
SEA 46-1970,KI,58,55,250,48,161,0,0
SEA 46-1971,KI,64,57,325,79,200,0,0
SEA 46-1977,KI,88,71,321,58,217,0,0
SEA 46-1974,KI,96,76,415,97,269,0,0
SEA 36-1676,KI,58,42,261,67,167,0,0
SEA 36-1677,KI,72,62,336,85,219,0,0
SEA 36-1675,KI,73,65,309,71,209,0,0
SEA 34-1245,KI,116,65,466,63,244,0,0
SEA 36-1673,KI,196,134,806,198,530,0,2
SEA 34-1247,KI,101,61,461,40,202,0,0
SEA 34-1246,KI,99,51,355,53,203,0,0
SEA 34-1249,KI,98,66,551,75,241,0,2
SEA 34-1248,KI,86,71,407,52,209,0,0
SEA 36-1775,KI,134,87,711,106,327,0,0
SEA 36-1774,KI,132,88,494,127,347,0,0
SEA 36-1773,KI,129,61,644,92,285,0,3
SEA 36-1772,KI,86,100,534,97,284,0,1
SEA 36-1771,KI,102,63,487,83,248,0,0
SEA 36-1679,KI,94,77,413,101,272,0,0
SEA 46-1959,KI,200,140,703,149,491,0,2
SEA 43-3628,KI,147,69,536,72,290,0,2
SEA 34-1410,KI,50,50,240,56,156,0,0
SEA 36-1699,KI,68,38,295,54,160,0,0
SEA 34-1412,KI,53,59,261,54,166,0,0
SEA 34-1413,KI,122,88,533,108,319,0,1
SEA 34-1414,KI,48,52,239,65,165,0,0
SEA 34-1415,KI,103,66,406,76,247,0,2
SEA 34-1416,KI,97,64,394,73,235,0,1
SEA 36-1690,KI,52,43,342,80,178,0,3
SEA 36-1691,KI,61,43,274,52,156,0,0
SEA 36-1692,KI,96,70,363,90,256,0,0
SEA 36-1693,KI,75,42,308,72,189,0,0
SEA 36-1695,KI,135,88,475,97,320,0,0
SEA 36-1696,KI,105,94,433,87,286,0,0
SEA 36-1697,KI,91,31,312,64,186,0,0
SEA 36-1317,KI,153,88,631,128,370,0,1
SEA 37-1607,KI,140,44,524,43,227,0,0
SEA 36-2523,KI,134,97,496,102,333,0,0
SEA 36-2522,KI,108,48,356,74,230,0,0
SEA 46-3688,KI,9,6,24,0,15,0,0
SEA 36-2520,KI,129,66,573,103,298,0,0
SEA 36-2527,KI,78,59,294,57,195,0,1
SEA 36-2526,KI,102,86,444,111,301,0,2
SEA 36-1721,KI,98,74,529,73,246,0,1
SEA 36-2529,KI,117,86,456,111,314,0,0
SEA 36-2528,KI,157,126,576,116,400,0,1
SEA 46-1980,KI,94,75,381,88,257,0,0
SEA 43-3571,KI,57,55,464,43,156,0,1
SEA 43-1267,KI,145,48,386,70,264,0,1
SEA 43-1783,KI,113,46,455,84,243,0,0
SEA 36-1727,KI,80,82,382,75,239,0,2
SEA 37-3567,KI,67,41,408,22,130,0,0
SEA 46-2359,KI,97,52,341,54,203,0,0
SEA 46-2302,KI,112,64,408,89,265,0,0
SEA 36-1672,KI,66,47,252,51,164,0,0
SEA 37-1652,KI,64,45,287,48,157,0,0
SEA 36-3605,KI,101,60,535,82,249,0,6
SEA 37-1937,KI,82,53,293,76,212,0,1
SEA 11-3491,KI,0,0,0,0,0,0,0
SEA 36-3317,KI,169,71,595,143,383,0,0
SEA 37-1932,KI,151,24,416,43,218,0,0
SEA 36-1670,KI,127,97,492,107,331,0,0
SEA 37-1839,KI,226,59,754,110,399,0,4
SEA 37-1838,KI,241,75,764,88,405,0,1
SEA 32-2224,KI,111,95,535,82,289,0,1
SEA 46-2377,KI,169,120,574,100,391,0,2
SEA 37-1650,KI,74,43,260,58,175,0,0
SEA 37-1833,KI,188,65,653,83,336,0,0
SEA 46-2370,KI,63,39,428,35,137,0,0
SEA 37-1831,KI,105,54,353,62,221,0,0
SEA 37-1914,KI,184,84,523,96,364,0,0
SEA 37-3696,KI,8,5,49,5,18,0,0
SEA 37-3693,KI,0,0,0,0,0,0,0
SEA 11-1597,KI,239,82,909,87,410,0,2
SEA 43-1819,KI,115,69,457,119,303,0,0
SEA 43-1982,KI,130,50,501,86,266,0,0
SEA 43-1983,KI,146,68,497,99,313,0,0
SEA 46-2351,KI,87,54,314,59,200,0,0
SEA 43-1986,KI,80,26,278,57,163,0,0
SEA 46-2350,KI,91,72,407,53,217,0,1
SEA 46-2357,KI,124,83,472,102,309,0,0
SEA 43-3692,KI,0,0,0,0,0,0,0
SEA 43-3690,KI,5,5,38,7,17,0,0
SEA 46-2240,KI,130,76,431,84,290,0,0
SEA 36-1770,KI,81,29,234,49,159,0,0
SEA 43-2055,KI,50,29,322,34,113,0,0
SEA 46-2231,KI,174,79,619,112,366,0,1
SEA 46-2143,KI,59,54,285,50,163,0,0
SEA 46-1401,KI,134,82,686,95,311,0,0
SEA 46-2244,KI,54,74,268,62,191,0,1
SEA 36-2749,KI,55,44,336,29,130,1,1
SEA 37-1940,KI,151,50,536,67,268,0,0
SEA 46-2341,KI,157,85,569,107,349,0,0
SEA 37-1944,KI,157,81,754,88,326,0,0
SEA 36-2743,KI,128,106,501,97,332,0,1
SEA 46-2303,KI,124,61,422,98,284,0,1
SEA 46-2378,KI,98,54,322,60,212,0,0
SEA 43-3595,KI,150,62,535,108,322,0,2
SEA 46-2363,KI,104,51,380,57,213,0,1
SEA 46-2360,KI,81,50,469,69,202,0,2
SEA 46-2313,KI,87,87,538,71,248,0,3
SEA 46-2373,KI,165,69,683,96,331,0,1
SEA 46-2366,KI,96,66,451,77,241,0,2
SEA 43-2105,KI,156,78,628,127,361,0,0
SEA 43-3570,KI,186,115,1056,127,429,0,1
SEA 43-2061,KI,90,37,476,79,207,0,1
SEA 46-2056,KI,89,67,330,72,228,0,0
SEA 43-1350,KI,53,46,265,34,133,0,0
SEA 43-2065,KI,90,36,547,52,179,0,1
SEA 43-2068,KI,110,40,425,40,191,0,1
SEA 43-2069,KI,188,88,652,122,399,0,1
SEA 43-1826,KI,205,63,567,85,354,0,1
SEA 36-3345,KI,114,69,517,73,260,0,4
SEA 46-2057,KI,115,90,443,105,310,0,0
SEA 36-3341,KI,114,98,654,110,325,0,3
SEA 37-1825,KI,172,55,704,65,296,0,4
SEA 46-2364,KI,83,44,355,58,185,0,0
SEA 34-1515,KI,118,63,391,66,247,0,0
SEA 34-1514,KI,113,92,521,72,277,0,0
SEA 34-1517,KI,55,34,260,56,145,0,0
SEA 34-1516,KI,86,73,399,67,227,0,1
SEA 32-3656,KI,99,89,474,99,288,0,1
SEA 34-1510,KI,87,61,392,79,228,0,1
SEA 34-1513,KI,136,82,663,91,312,0,3
SEA 34-1512,KI,55,35,269,59,149,0,0
SEA 43-1364,KI,158,60,535,103,321,0,0
SEA 43-1365,KI,117,53,459,92,262,0,0
SEA 43-1366,KI,105,30,287,51,186,0,0
SEA 43-1367,KI,122,58,375,72,253,0,1
SEA 34-1519,KI,68,58,327,65,192,0,1
SEA 34-1518,KI,58,47,260,51,156,0,0
SEA 43-1362,KI,151,78,660,121,351,0,1
SEA 43-1363,KI,183,82,725,120,386,0,1
SEA 36-1698,KI,65,51,278,51,167,0,0
SEA 36-1319,KI,152,53,469,77,285,0,3
SEA 36-1318,KI,234,135,999,166,537,0,2
SEA 11-1624,KI,105,57,577,45,208,0,1
SEA 36-2119,KI,98,30,277,48,176,0,0
SEA 36-1720,KI,127,66,622,94,287,0,0
SEA 34-1418,KI,79,39,299,75,196,0,3
SEA 36-1722,KI,103,72,536,81,256,0,0
SEA 36-1723,KI,117,53,431,80,252,0,2
SEA 36-1724,KI,81,57,315,67,207,0,2
SEA 36-1725,KI,81,45,372,63,189,0,0
SEA 36-1726,KI,106,37,387,70,214,0,1
SEA 34-1419,KI,167,121,694,129,418,0,1
SEA 36-1729,KI,67,37,231,43,147,0,0
SEA 37-1646,KI,73,43,457,34,151,1,0
SEA 46-2266,KI,84,87,494,116,288,0,1
SEA 43-2004,KI,102,37,356,66,206,0,1
SEA 43-2987,KI,33,23,673,41,97,0,0
SEA 46-2339,KI,85,36,330,50,171,0,0
SEA 46-2338,KI,114,69,543,76,260,0,1
SEA 46-2330,KI,113,62,420,56,232,0,1
SEA 46-2333,KI,87,64,371,69,221,0,1
SEA 46-2332,KI,61,46,248,58,165,0,0
SEA 46-2335,KI,115,91,609,61,268,0,1
SEA 46-2334,KI,151,103,573,89,343,0,0
SEA 46-2337,KI,94,42,347,46,185,0,3
SEA 46-2336,KI,157,102,707,89,350,0,2
SEA 43-2109,KI,90,47,478,71,212,0,4
SEA 43-3230,KI,121,87,626,100,309,0,1
SEA 43-2016,KI,124,23,333,50,197,0,0
SEA 36-2163,KI,75,43,289,58,176,0,0
SEA 36-2162,KI,102,73,373,84,259,0,0
SEA 36-2161,KI,153,57,460,93,304,0,1
SEA 34-1458,KI,104,63,376,78,246,0,1
SEA 34-1459,KI,71,47,272,56,175,0,1
SEA 36-2165,KI,62,38,240,70,170,0,0
SEA 36-2164,KI,105,51,310,59,215,0,0
SEA 34-1454,KI,67,64,306,48,180,0,1
SEA 11-3580,KI,105,25,401,45,175,0,0
SEA 34-1456,KI,123,65,428,60,248,0,0
SEA 34-1457,KI,159,103,687,122,385,0,1
SEA 34-1450,KI,84,58,301,46,188,0,0
SEA 34-1451,KI,71,56,330,51,178,0,0
SEA 34-1452,KI,70,43,275,56,170,0,1
SEA 34-1453,KI,62,58,264,54,174,0,0
SEA 37-3639,KI,111,28,303,52,191,0,0
SEA 43-1277,KI,114,62,541,103,282,0,3
SEA 43-2008,KI,84,33,257,52,169,0,0
SEA 37-3636,KI,146,81,786,67,296,0,2
SEA 43-1275,KI,103,41,275,54,200,0,2
SEA 46-2263,KI,176,82,599,137,396,0,1
SEA 43-1272,KI,131,65,437,87,285,0,2
SEA 36-3496,KI,139,85,671,104,328,0,0
SEA 36-2171,KI,117,90,491,120,329,0,2
SEA 46-2348,KI,57,38,274,66,161,0,0
SEA 43-1379,KI,101,25,263,61,187,0,0
SEA 37-1907,KI,253,56,657,123,432,0,0
SEA 37-1906,KI,169,40,427,71,280,0,0
SEA 43-1271,KI,138,41,473,79,260,0,2
SEA 37-1903,KI,112,52,312,54,218,0,0
SEA 37-1902,KI,130,43,339,51,224,0,0
SEA 37-1901,KI,93,31,260,39,163,0,0
SEA 37-1900,KI,127,28,355,35,192,0,2
SEA 37-1864,KI,130,84,622,58,273,0,1
SEA 43-1376,KI,155,64,541,93,312,0,0
SEA 43-1870,KI,175,34,466,62,273,0,2
SEA 36-2167,KI,97,46,327,68,211,0,0
SEA 43-1874,KI,180,69,608,93,343,0,1
SEA 46-1400,KI,106,43,425,70,221,0,2
SEA 36-2166,KI,119,42,336,70,231,0,0
SEA 32-2537,KI,104,45,396,64,213,0,0
SEA 46-2322,KI,121,71,532,86,281,0,3
SEA 43-1373,KI,136,35,335,71,243,0,1
SEA 32-2539,KI,203,116,788,126,447,0,2
SEA 43-1371,KI,83,38,288,45,166,0,0
SEA 43-2028,KI,149,44,423,87,280,0,0
SEA 34-1455,KI,172,126,956,130,428,0,0
SEA 43-2026,KI,104,62,356,73,239,0,0
SEA 43-2027,KI,101,33,292,68,202,0,0
SEA 43-2024,KI,102,42,336,56,201,0,1
SEA 43-1370,KI,117,53,332,66,237,0,1
SEA 43-2023,KI,115,52,388,57,224,0,0
SEA 43-2020,KI,101,65,374,83,249,0,0
SEA 43-2021,KI,277,96,797,129,506,0,4
SEA 36-2168,KI,164,65,520,104,334,0,1
SEA 36-2524,KI,51,44,216,57,152,0,0
SEA 46-1967,KI,142,74,497,102,320,1,1
SEA 46-2275,KI,31,21,127,18,71,0,1
SEA 43-2550,KI,84,32,342,41,157,0,0
SEA 43-2541,KI,73,15,268,27,115,0,0
SEA 37-1585,KI,127,46,358,60,233,0,0
SEA 37-1584,KI,101,49,332,58,210,1,1
SEA 43-1889,KI,165,50,483,73,288,0,0
SEA 43-1345,KI,125,68,424,81,274,0,0
SEA 36-1298,KI,126,60,337,60,246,0,0
SEA 34-3682,KI,100,36,386,56,192,0,0
SEA 43-1888,KI,221,58,633,94,373,0,0
SEA 36-1294,KI,211,82,735,156,449,0,0
SEA 36-1295,KI,104,42,337,70,219,0,3
SEA 36-1296,KI,104,38,303,52,194,0,0
SEA 36-1297,KI,87,45,298,51,183,0,0
SEA 36-1292,KI,94,61,356,64,220,0,1
SEA 34-1257,KI,115,92,510,97,304,0,0
SEA 34-1254,KI,63,43,346,44,150,0,0
SEA 34-1255,KI,92,70,414,37,202,0,3
SEA 34-1252,KI,130,84,660,80,295,0,1
SEA 36-1769,KI,55,44,234,52,151,0,0
SEA 34-1250,KI,92,44,335,63,199,0,0
SEA 34-1251,KI,115,111,538,86,312,0,0
SEA 36-1764,KI,90,41,264,54,185,0,0
SEA 36-1765,KI,75,41,274,62,178,0,0
SEA 36-1766,KI,116,27,401,73,216,0,0
SEA 36-1767,KI,95,59,551,88,242,0,0
SEA 36-1760,KI,90,43,300,62,195,0,0
SEA 36-1761,KI,71,53,309,69,193,0,0
SEA 36-1762,KI,69,56,306,81,207,0,1
SEA 36-1763,KI,91,36,312,69,196,0,0
SEA 46-2500,KI,100,46,360,58,209,0,5
SEA 34-3175,KI,113,53,357,69,235,0,0
SEA 34-1425,KI,78,63,292,43,185,0,1
SEA 34-1424,KI,81,62,436,66,210,0,1
SEA 34-1427,KI,60,48,269,54,163,0,1
SEA 34-1426,KI,67,38,294,80,186,0,1
SEA 34-1420,KI,154,101,668,130,385,0,0
SEA 34-1423,KI,98,50,338,54,205,0,3
SEA 34-1422,KI,89,49,354,77,216,0,1
SEA 46-1965,KI,94,49,292,47,190,0,0
SEA 34-1429,KI,72,39,252,46,158,0,1
SEA 34-1428,KI,66,33,252,63,163,0,1
SEA 43-2239,KI,191,94,566,103,389,0,1
SEA 43-2238,KI,256,124,813,157,539,0,2
SEA 43-2237,KI,159,79,568,112,352,0,2
SEA 34-2501,KI,88,79,381,76,244,0,1
SEA 43-1349,KI,108,50,359,72,231,0,1
SEA 36-2532,KI,104,85,416,83,273,0,1
SEA 36-2533,KI,102,80,431,83,267,0,2
SEA 36-2534,KI,121,92,547,101,315,0,1
SEA 36-2535,KI,119,81,566,90,291,0,1
SEA 36-2129,KI,154,99,691,72,326,0,1
SEA 36-2126,KI,215,90,722,113,419,0,1
SEA 36-2125,KI,152,112,620,91,357,0,2
SEA 36-2121,KI,91,61,443,61,216,0,3
SEA 36-2120,KI,138,56,413,76,273,0,3
SEA 36-2146,KI,94,38,338,67,199,0,0
SEA 46-1966,KI,61,47,234,35,144,0,1
SEA 46-2375,KI,86,55,312,69,210,0,0
SEA 43-2115,KI,57,26,527,50,134,0,1
SEA 37-3673,KI,176,38,563,60,277,0,3
SEA 37-3672,KI,123,40,426,62,225,0,0
SEA 37-3573,KI,57,18,564,36,111,0,0
SEA 36-2511,KI,122,82,430,106,311,0,1
SEA 46-2249,KI,71,49,250,50,170,0,0
SEA 43-1779,KI,63,40,377,44,147,0,0
SEA 37-1558,KI,133,54,702,86,273,0,0
SEA 37-1559,KI,55,34,338,18,108,0,1
SEA 37-1555,KI,105,40,410,43,190,0,2
SEA 46-2243,KI,131,97,514,130,359,0,1
SEA 37-1557,KI,56,36,343,31,124,0,1
SEA 46-2245,KI,135,86,409,101,322,0,0
SEA 43-1776,KI,134,109,673,129,375,0,3
SEA 46-2247,KI,167,131,630,122,421,0,1
SEA 37-1553,KI,98,52,388,54,206,2,0
SEA 32-2211,KI,123,99,606,88,311,0,1
SEA 32-2210,KI,140,114,610,119,374,0,1
SEA 43-1380,KI,98,38,301,47,183,0,0
SEA 46-2361,KI,84,54,359,66,206,2,0
SEA 32-2215,KI,213,149,805,172,535,0,1
SEA 46-2367,KI,94,70,449,65,229,0,0
SEA 32-2217,KI,151,153,754,115,421,0,2
SEA 32-2216,KI,58,70,338,74,203,0,1
SEA 37-1824,KI,139,44,394,63,246,0,0
SEA 32-2218,KI,132,94,666,105,332,0,1
SEA 37-1827,KI,139,73,558,58,270,0,0
SEA 36-1326,KI,181,104,693,148,436,0,3
SEA 37-1823,KI,18,17,209,9,44,0,0
SEA 43-1835,KI,155,146,688,114,417,0,2
SEA 37-1608,KI,157,53,559,82,293,0,1
SEA 36-1320,KI,110,62,362,62,234,0,0
SEA 36-1321,KI,124,62,416,70,258,0,2
SEA 37-1622,KI,139,33,578,54,226,0,0
SEA 37-2799,KI,99,51,445,54,206,0,2
SEA 46-2269,KI,87,39,305,71,197,0,0
SEA 36-1322,KI,140,61,479,84,286,0,1
SEA 46-1964,KI,126,55,499,66,247,0,0
SEA 36-1323,KI,141,38,401,64,243,0,0
SEA 37-1620,KI,70,37,418,32,140,0,1
SEA 37-1891,KI,103,38,304,52,193,0,0
SEA 36-1662,KI,106,77,450,108,291,0,0
SEA 37-1609,KI,143,38,414,60,242,0,1
SEA 46-2100,KI,124,55,370,66,246,0,1
SEA 46-1961,KI,79,52,272,50,182,0,1
SEA 36-1328,KI,192,80,756,118,390,0,0
SEA 43-3497,KI,82,66,532,70,218,0,0
SEA 46-1962,KI,83,50,295,75,208,0,0
SEA 37-1894,KI,141,39,433,76,259,0,3
SEA 37-1899,KI,114,35,338,45,195,0,1
SEA 37-1898,KI,91,21,285,44,158,1,1
SEA 36-1703,KI,135,107,530,97,340,0,1
SEA 36-2750,KI,92,57,458,46,198,0,3
SEA 37-1890,KI,245,73,581,94,412,0,0
SEA 37-1893,KI,161,68,445,58,287,0,0
SEA 37-1892,KI,217,63,594,80,360,0,0
SEA 37-1895,KI,217,63,604,75,356,0,1
SEA 37-1628,KI,122,45,444,48,215,0,0
SEA 37-1897,KI,164,71,881,82,320,0,3
SEA 37-1896,KI,162,37,410,58,258,0,1
