Row Label,County,Karen Donohue,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SEA 43-1863,KI,118,475,136,255,0,1
SEA 43-1862,KI,124,476,108,234,0,2
SEA 37-1879,KI,218,839,203,424,0,3
SEA 43-1860,KI,174,745,193,368,0,1
SEA 43-1867,KI,142,546,155,299,0,2
SEA 43-3262,KI,82,306,95,177,0,0
SEA 37-1840,KI,155,616,125,281,0,1
SEA 43-1994,KI,120,295,77,197,0,0
SEA 43-2039,KI,83,328,116,199,0,0
SEA 43-2038,KI,167,560,188,355,0,0
SEA 37-1640,KI,167,738,125,293,0,1
SEA 43-2033,KI,129,438,147,276,0,0
SEA 43-2035,KI,148,668,150,301,0,3
SEA 43-2034,KI,124,424,127,253,0,2
SEA 43-2037,KI,124,551,148,274,0,2
SEA 36-1325,KI,120,465,124,246,0,2
SEA 46-2153,KI,111,492,112,231,0,8
SEA 46-2152,KI,78,378,112,192,0,2
SEA 46-2379,KI,140,542,188,332,0,4
SEA 43-2549,KI,187,718,148,339,0,4
SEA 37-1590,KI,100,294,128,228,0,0
SEA 37-1591,KI,116,360,132,249,0,1
SEA 37-1592,KI,173,634,185,361,0,3
SEA 37-1593,KI,138,470,115,254,0,1
SEA 37-1594,KI,150,761,189,343,0,4
SEA 37-1596,KI,122,497,138,260,0,0
SEA 43-2542,KI,78,275,68,146,0,0
SEA 36-2116,KI,104,299,98,202,0,0
SEA 43-1406,KI,132,398,131,264,0,1
SEA 36-2117,KI,120,336,103,223,0,0
SEA 46-2270,KI,98,290,103,202,0,1
SEA 46-1978,KI,177,501,150,328,0,1
SEA 36-1288,KI,138,391,127,265,0,0
SEA 36-1287,KI,245,733,234,481,0,2
SEA 36-1286,KI,121,439,132,254,0,1
SEA 46-1970,KI,80,250,81,161,0,0
SEA 46-1971,KI,108,325,92,200,0,0
SEA 46-1977,KI,127,321,88,217,0,2
SEA 46-1974,KI,134,415,134,269,0,1
SEA 36-1676,KI,70,261,97,167,0,0
SEA 36-1677,KI,111,336,107,219,0,1
SEA 36-1675,KI,91,309,118,209,0,0
SEA 34-1245,KI,132,466,109,244,0,3
SEA 36-1673,KI,223,806,306,530,0,1
SEA 34-1247,KI,123,461,75,202,0,4
SEA 34-1246,KI,109,355,94,203,0,0
SEA 34-1249,KI,147,551,93,241,0,1
SEA 34-1248,KI,111,407,98,209,0,0
SEA 36-1775,KI,169,711,156,327,0,2
SEA 36-1774,KI,165,494,182,347,0,0
SEA 36-1773,KI,135,644,148,285,0,2
SEA 36-1772,KI,130,534,153,284,0,1
SEA 36-1771,KI,126,487,122,248,0,0
SEA 36-1679,KI,124,413,148,272,0,0
SEA 46-1959,KI,260,703,230,491,0,1
SEA 43-3628,KI,165,536,123,290,0,2
SEA 34-1410,KI,73,240,83,156,0,0
SEA 36-1699,KI,71,295,87,160,0,2
SEA 34-1412,KI,69,261,97,166,0,0
SEA 34-1413,KI,151,533,166,319,0,2
SEA 34-1414,KI,58,239,104,165,0,3
SEA 34-1415,KI,136,406,109,247,0,2
SEA 34-1416,KI,114,394,119,235,0,2
SEA 36-1690,KI,64,342,109,178,0,5
SEA 36-1691,KI,68,274,88,156,0,0
SEA 36-1692,KI,118,363,137,256,0,1
SEA 36-1693,KI,94,308,95,189,0,0
SEA 36-1695,KI,154,475,165,320,0,1
SEA 36-1696,KI,137,433,149,286,0,0
SEA 36-1697,KI,88,312,97,186,0,1
SEA 36-1317,KI,180,631,189,370,0,1
SEA 37-1607,KI,127,524,100,227,0,0
SEA 36-2523,KI,168,496,165,333,0,0
SEA 36-2522,KI,123,356,106,230,0,1
SEA 46-3688,KI,10,24,5,15,0,0
SEA 36-2520,KI,136,573,161,298,0,1
SEA 36-2527,KI,91,294,103,195,0,1
SEA 36-2526,KI,147,444,152,301,0,2
SEA 36-1721,KI,122,529,124,246,0,0
SEA 36-2529,KI,145,456,169,314,0,0
SEA 36-2528,KI,194,576,204,400,0,2
SEA 46-1980,KI,118,381,139,257,0,0
SEA 43-3571,KI,93,464,62,156,0,1
SEA 43-1267,KI,138,386,125,264,0,1
SEA 43-1783,KI,120,455,122,243,0,1
SEA 36-1727,KI,115,382,123,239,0,1
SEA 37-3567,KI,76,408,53,130,0,1
SEA 46-2359,KI,105,341,98,203,0,0
SEA 46-2302,KI,126,408,139,265,0,0
SEA 36-1672,KI,82,252,82,164,0,0
SEA 37-1652,KI,56,287,100,157,0,1
SEA 36-3605,KI,126,535,119,249,0,4
SEA 37-1937,KI,86,293,126,212,0,0
SEA 11-3491,KI,0,0,0,0,0,0
SEA 36-3317,KI,173,595,210,383,0,0
SEA 37-1932,KI,88,416,127,218,0,3
SEA 36-1670,KI,160,492,171,331,0,0
SEA 37-1839,KI,183,754,211,399,0,5
SEA 37-1838,KI,193,764,210,405,0,2
SEA 32-2224,KI,160,535,126,289,0,3
SEA 46-2377,KI,199,574,191,391,0,1
SEA 37-1650,KI,75,260,100,175,0,0
SEA 37-1833,KI,172,653,163,336,0,1
SEA 46-2370,KI,87,428,50,137,0,0
SEA 37-1831,KI,108,353,112,221,0,1
SEA 37-1914,KI,178,523,185,364,0,1
SEA 37-3696,KI,9,49,9,18,0,0
SEA 37-3693,KI,0,0,0,0,0,0
SEA 11-1597,KI,223,909,183,410,0,4
SEA 43-1819,KI,145,457,157,303,0,1
SEA 43-1982,KI,130,501,136,266,0,0
SEA 43-1983,KI,166,497,147,313,0,0
SEA 46-2351,KI,99,314,101,200,0,0
SEA 43-1986,KI,82,278,81,163,0,0
SEA 46-2350,KI,121,407,95,217,0,1
SEA 46-2357,KI,147,472,161,309,0,1
SEA 43-3692,KI,0,0,0,0,0,0
SEA 43-3690,KI,9,38,7,17,0,1
SEA 46-2240,KI,144,431,146,290,0,0
SEA 36-1770,KI,75,234,84,159,0,0
SEA 43-2055,KI,49,322,64,113,0,0
SEA 46-2231,KI,185,619,177,366,0,4
SEA 46-2143,KI,92,285,69,163,0,2
SEA 46-1401,KI,161,686,147,311,0,3
SEA 46-2244,KI,99,268,89,191,0,3
SEA 36-2749,KI,79,336,51,130,0,0
SEA 37-1940,KI,128,536,139,268,0,1
SEA 46-2341,KI,160,569,189,349,0,0
SEA 37-1944,KI,173,754,152,326,0,1
SEA 36-2743,KI,179,501,153,332,0,0
SEA 46-2303,KI,132,422,151,284,0,1
SEA 46-2378,KI,110,322,102,212,0,0
SEA 43-3595,KI,172,535,148,322,0,2
SEA 46-2363,KI,110,380,102,213,0,1
SEA 46-2360,KI,104,469,96,202,0,2
SEA 46-2313,KI,149,538,95,248,0,4
SEA 46-2373,KI,182,683,148,331,0,1
SEA 46-2366,KI,116,451,119,241,0,6
SEA 43-2105,KI,157,628,204,361,0,0
SEA 43-3570,KI,241,1056,187,429,0,1
SEA 43-2061,KI,92,476,113,207,0,2
SEA 46-2056,KI,112,330,114,228,0,2
SEA 43-1350,KI,64,265,69,133,0,0
SEA 43-2065,KI,92,547,84,179,0,3
SEA 43-2068,KI,90,425,100,191,0,1
SEA 43-2069,KI,191,652,206,399,0,2
SEA 43-1826,KI,177,567,177,354,0,0
SEA 36-3345,KI,138,517,117,260,0,5
SEA 46-2057,KI,159,443,151,310,0,0
SEA 36-3341,KI,140,654,180,325,0,5
SEA 37-1825,KI,174,704,119,296,0,3
SEA 46-2364,KI,96,355,88,185,0,1
SEA 34-1515,KI,136,391,111,247,0,0
SEA 34-1514,KI,145,521,129,277,0,3
SEA 34-1517,KI,75,260,70,145,0,0
SEA 34-1516,KI,113,399,111,227,0,3
SEA 32-3656,KI,145,474,142,288,0,1
SEA 34-1510,KI,109,392,116,228,0,3
SEA 34-1513,KI,163,663,145,312,0,4
SEA 34-1512,KI,72,269,76,149,0,1
SEA 43-1364,KI,139,535,180,321,0,2
SEA 43-1365,KI,117,459,145,262,0,0
SEA 43-1366,KI,88,287,98,186,0,0
SEA 43-1367,KI,116,375,135,253,0,2
SEA 34-1519,KI,82,327,107,192,0,3
SEA 34-1518,KI,80,260,76,156,0,0
SEA 43-1362,KI,155,660,194,351,0,2
SEA 43-1363,KI,185,725,196,386,0,5
SEA 36-1698,KI,89,278,78,167,0,0
SEA 36-1319,KI,145,469,139,285,0,1
SEA 36-1318,KI,274,999,258,537,0,5
SEA 11-1624,KI,108,577,100,208,0,0
SEA 36-2119,KI,80,277,96,176,0,0
SEA 36-1720,KI,140,622,147,287,0,0
SEA 34-1418,KI,82,299,112,196,0,2
SEA 36-1722,KI,136,536,118,256,0,2
SEA 36-1723,KI,112,431,137,252,0,3
SEA 36-1724,KI,95,315,110,207,0,2
SEA 36-1725,KI,97,372,90,189,0,2
SEA 36-1726,KI,103,387,110,214,0,1
SEA 34-1419,KI,214,694,198,418,0,6
SEA 36-1729,KI,68,231,79,147,0,0
SEA 37-1646,KI,87,457,63,151,1,0
SEA 46-2266,KI,144,494,143,288,0,1
SEA 43-2004,KI,95,356,109,206,0,2
SEA 43-2987,KI,47,673,48,97,0,2
SEA 46-2339,KI,83,330,83,171,0,5
SEA 46-2338,KI,147,543,112,260,0,1
SEA 46-2330,KI,126,420,106,232,0,0
SEA 46-2333,KI,100,371,119,221,0,2
SEA 46-2332,KI,74,248,91,165,0,0
SEA 46-2335,KI,162,609,103,268,0,3
SEA 46-2334,KI,178,573,163,343,0,2
SEA 46-2337,KI,109,347,73,185,0,3
SEA 46-2336,KI,180,707,167,350,0,3
SEA 43-2109,KI,104,478,102,212,0,6
SEA 43-3230,KI,153,626,154,309,0,2
SEA 43-2016,KI,101,333,96,197,0,0
SEA 36-2163,KI,75,289,101,176,0,0
SEA 36-2162,KI,118,373,140,259,0,1
SEA 36-2161,KI,140,460,163,304,0,1
SEA 34-1458,KI,120,376,125,246,0,1
SEA 34-1459,KI,86,272,89,175,0,0
SEA 36-2165,KI,61,240,109,170,0,0
SEA 36-2164,KI,103,310,112,215,0,0
SEA 34-1454,KI,83,306,95,180,0,2
SEA 11-3580,KI,95,401,80,175,0,0
SEA 34-1456,KI,133,428,115,248,0,0
SEA 34-1457,KI,207,687,178,385,0,0
SEA 34-1450,KI,100,301,88,188,0,0
SEA 34-1451,KI,98,330,80,178,0,0
SEA 34-1452,KI,83,275,86,170,0,1
SEA 34-1453,KI,95,264,79,174,0,0
SEA 37-3639,KI,97,303,94,191,0,0
SEA 43-1277,KI,137,541,140,282,0,5
SEA 43-2008,KI,80,257,88,169,0,1
SEA 37-3636,KI,171,786,123,296,0,2
SEA 43-1275,KI,103,275,95,200,0,2
SEA 46-2263,KI,180,599,215,396,0,1
SEA 43-1272,KI,137,437,148,285,0,0
SEA 36-3496,KI,169,671,154,328,0,5
SEA 36-2171,KI,148,491,180,329,0,1
SEA 46-2348,KI,67,274,94,161,0,0
SEA 43-1379,KI,79,263,107,187,0,1
SEA 37-1907,KI,222,657,209,432,0,1
SEA 37-1906,KI,117,427,161,280,0,2
SEA 43-1271,KI,130,473,128,260,0,2
SEA 37-1903,KI,101,312,117,218,0,0
SEA 37-1902,KI,94,339,129,224,0,1
SEA 37-1901,KI,85,260,77,163,0,1
SEA 37-1900,KI,99,355,91,192,0,2
SEA 37-1864,KI,179,622,92,273,0,2
SEA 43-1376,KI,159,541,151,312,0,2
SEA 43-1870,KI,142,466,129,273,0,2
SEA 36-2167,KI,95,327,116,211,0,0
SEA 43-1874,KI,181,608,161,343,0,1
SEA 46-1400,KI,104,425,115,221,0,2
SEA 36-2166,KI,99,336,132,231,0,0
SEA 32-2537,KI,107,396,106,213,0,0
SEA 46-2322,KI,133,532,146,281,0,2
SEA 43-1373,KI,113,335,126,243,0,4
SEA 32-2539,KI,233,788,212,447,0,2
SEA 43-1371,KI,80,288,86,166,0,0
SEA 43-2028,KI,133,423,146,280,0,1
SEA 34-1455,KI,232,956,195,428,0,1
SEA 43-2026,KI,111,356,127,239,0,1
SEA 43-2027,KI,81,292,121,202,0,0
SEA 43-2024,KI,93,336,108,201,0,0
SEA 43-1370,KI,103,332,134,237,0,0
SEA 43-2023,KI,99,388,124,224,0,1
SEA 43-2020,KI,109,374,139,249,0,1
SEA 43-2021,KI,256,797,245,506,0,5
SEA 36-2168,KI,152,520,181,334,0,1
SEA 36-2524,KI,66,216,86,152,0,0
SEA 46-1967,KI,162,497,156,320,0,2
SEA 46-2275,KI,34,127,36,71,0,1
SEA 43-2550,KI,83,342,74,157,0,0
SEA 43-2541,KI,62,268,52,115,0,1
SEA 37-1585,KI,106,358,126,233,0,1
SEA 37-1584,KI,100,332,106,210,0,4
SEA 43-1889,KI,141,483,146,288,0,1
SEA 43-1345,KI,140,424,133,274,0,1
SEA 36-1298,KI,109,337,136,246,0,1
SEA 34-3682,KI,88,386,103,192,0,1
SEA 43-1888,KI,193,633,180,373,0,0
SEA 36-1294,KI,192,735,256,449,0,1
SEA 36-1295,KI,99,337,117,219,0,3
SEA 36-1296,KI,107,303,86,194,0,1
SEA 36-1297,KI,86,298,97,183,0,0
SEA 36-1292,KI,112,356,107,220,0,1
SEA 34-1257,KI,144,510,159,304,0,1
SEA 34-1254,KI,84,346,66,150,0,0
SEA 34-1255,KI,140,414,59,202,0,3
SEA 34-1252,KI,155,660,136,295,0,4
SEA 36-1769,KI,78,234,73,151,0,0
SEA 34-1250,KI,98,335,100,199,0,1
SEA 34-1251,KI,200,538,112,312,0,0
SEA 36-1764,KI,104,264,81,185,0,0
SEA 36-1765,KI,83,274,95,178,0,0
SEA 36-1766,KI,101,401,114,216,0,1
SEA 36-1767,KI,119,551,122,242,0,1
SEA 36-1760,KI,93,300,101,195,0,1
SEA 36-1761,KI,80,309,111,193,0,2
SEA 36-1762,KI,92,306,113,207,0,2
SEA 36-1763,KI,100,312,95,196,0,1
SEA 46-2500,KI,103,360,100,209,0,6
SEA 34-3175,KI,104,357,130,235,0,1
SEA 34-1425,KI,108,292,77,185,0,0
SEA 34-1424,KI,103,436,106,210,0,1
SEA 34-1427,KI,69,269,92,163,0,2
SEA 34-1426,KI,79,294,106,186,0,1
SEA 34-1420,KI,180,668,205,385,0,0
SEA 34-1423,KI,110,338,93,205,0,2
SEA 34-1422,KI,91,354,123,216,0,2
SEA 46-1965,KI,114,292,76,190,0,0
SEA 34-1429,KI,79,252,78,158,0,1
SEA 34-1428,KI,79,252,81,163,0,3
SEA 43-2239,KI,179,566,209,389,0,1
SEA 43-2238,KI,241,813,298,539,0,0
SEA 43-2237,KI,166,568,183,352,0,3
SEA 34-2501,KI,121,381,121,244,0,2
SEA 43-1349,KI,94,359,135,231,0,2
SEA 36-2532,KI,136,416,133,273,0,4
SEA 36-2533,KI,125,431,139,267,0,3
SEA 36-2534,KI,157,547,155,315,0,3
SEA 36-2535,KI,148,566,142,291,0,1
SEA 36-2129,KI,181,691,143,326,0,2
SEA 36-2126,KI,204,722,212,419,0,3
SEA 36-2125,KI,190,620,165,357,0,2
SEA 36-2121,KI,110,443,103,216,0,3
SEA 36-2120,KI,141,413,130,273,0,2
SEA 36-2146,KI,86,338,112,199,0,1
SEA 46-1966,KI,67,234,75,144,0,2
SEA 46-2375,KI,94,312,116,210,0,0
SEA 43-2115,KI,68,527,65,134,0,1
SEA 37-3673,KI,149,563,123,277,0,5
SEA 37-3672,KI,103,426,122,225,0,0
SEA 37-3573,KI,64,564,47,111,0,0
SEA 36-2511,KI,130,430,181,311,0,0
SEA 46-2249,KI,94,250,76,170,0,0
SEA 43-1779,KI,82,377,65,147,0,0
SEA 37-1558,KI,133,702,140,273,0,0
SEA 37-1559,KI,75,338,32,108,0,1
SEA 37-1555,KI,95,410,94,190,0,1
SEA 46-2243,KI,166,514,187,359,0,6
SEA 37-1557,KI,72,343,51,124,0,1
SEA 46-2245,KI,177,409,145,322,0,0
SEA 43-1776,KI,186,673,186,375,0,3
SEA 46-2247,KI,227,630,190,421,0,4
SEA 37-1553,KI,96,388,108,206,0,2
SEA 32-2211,KI,161,606,146,311,0,4
SEA 32-2210,KI,196,610,177,374,0,1
SEA 43-1380,KI,85,301,98,183,0,0
SEA 46-2361,KI,103,359,102,206,0,1
SEA 32-2215,KI,265,805,266,535,0,4
SEA 46-2367,KI,118,449,110,229,0,1
SEA 32-2217,KI,260,754,160,421,0,1
SEA 32-2216,KI,96,338,107,203,0,0
SEA 37-1824,KI,124,394,119,246,0,3
SEA 32-2218,KI,157,666,172,332,0,3
SEA 37-1827,KI,171,558,97,270,0,2
SEA 36-1326,KI,209,693,224,436,0,3
SEA 37-1823,KI,33,209,11,44,0,0
SEA 43-1835,KI,252,688,162,417,0,3
SEA 37-1608,KI,140,559,151,293,0,2
SEA 36-1320,KI,109,362,125,234,0,0
SEA 36-1321,KI,126,416,130,258,0,2
SEA 37-1622,KI,116,578,109,226,0,1
SEA 37-2799,KI,110,445,94,206,0,2
SEA 46-2269,KI,94,305,103,197,0,0
SEA 36-1322,KI,113,479,171,286,0,2
SEA 46-1964,KI,138,499,109,247,0,0
SEA 36-1323,KI,111,401,132,243,0,0
SEA 37-1620,KI,86,418,51,140,0,3
SEA 37-1891,KI,93,304,100,193,0,0
SEA 36-1662,KI,151,450,140,291,0,0
SEA 37-1609,KI,102,414,140,242,0,0
SEA 46-2100,KI,122,370,123,246,0,1
SEA 46-1961,KI,94,272,86,182,0,2
SEA 36-1328,KI,188,756,202,390,0,0
SEA 43-3497,KI,113,532,105,218,0,0
SEA 46-1962,KI,107,295,101,208,0,0
SEA 37-1894,KI,108,433,148,259,0,3
SEA 37-1899,KI,89,338,106,195,0,0
SEA 37-1898,KI,76,285,82,158,0,0
SEA 36-1703,KI,168,530,171,340,0,1
SEA 36-2750,KI,107,458,86,198,0,5
SEA 37-1890,KI,193,581,216,412,0,3
SEA 37-1893,KI,157,445,127,287,0,3
SEA 37-1892,KI,186,594,172,360,0,2
SEA 37-1895,KI,162,604,191,356,0,3
SEA 37-1628,KI,120,444,94,215,0,1
SEA 37-1897,KI,179,881,138,320,0,3
SEA 37-1896,KI,124,410,133,258,0,1
