Row Label,County,Jim McDermott,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in,Craig Keller
LFP 46-1143,KI,199,436,11,299,0,0,89
SEA 36-1812,KI,187,469,15,251,0,0,49
SEA 36-1813,KI,140,330,8,174,0,1,25
SEA 36-1816,KI,138,303,12,172,0,1,21
SEA 46-2299,KI,203,393,7,229,0,0,19
SEA 36-1815,KI,216,453,19,273,0,2,36
SHL 32-0038,KI,187,498,12,247,0,1,47
SEA 43-2928,KI,312,639,14,339,0,1,12
BUR 34-1047,KI,246,744,17,355,0,0,92
SEA 36-3679,KI,102,314,5,137,0,0,30
SEA 32-3656,KI,216,474,18,288,0,1,53
SEA 43-1369,KI,135,285,8,165,0,0,22
SEA 46-2304,KI,183,369,14,233,0,0,36
SEA 36-2170,KI,222,450,13,285,0,0,50
SEA 46-2306,KI,162,307,8,195,0,0,25
SEA 46-2307,KI,185,313,9,215,0,0,21
SEA 46-2300,KI,269,490,18,327,0,1,39
SEA 43-1818,KI,109,295,5,196,0,2,80
SEA 34-1460,KI,138,324,11,209,0,2,58
SEA 43-1817,KI,84,264,8,134,0,0,42
SEA 46-2308,KI,179,377,10,230,0,1,40
SEA 34-1463,KI,136,259,7,178,0,0,35
SEA 34-1462,KI,125,339,14,199,0,1,59
SEA 34-1449,KI,164,367,12,213,0,2,35
SEA 34-1448,KI,143,270,5,181,0,1,32
SEA 34-1446,KI,176,398,11,237,0,2,48
SEA 34-1444,KI,271,595,17,365,0,2,75
SEA 34-1443,KI,183,380,4,266,0,0,79
SEA 34-1442,KI,159,380,10,207,0,0,38
SEA 34-1441,KI,106,264,11,156,0,1,38
SEA 34-1440,KI,108,242,10,149,0,0,31
BUR 34-0344,KI,176,420,18,301,0,1,106
SEA 43-2088,KI,303,694,24,361,0,1,33
SEA 43-2089,KI,50,341,7,65,0,1,7
SEA 43-1371,KI,147,288,5,166,0,0,14
SEA 43-1360,KI,336,622,11,379,0,3,29
SEA 43-2081,KI,23,385,2,35,0,0,10
BUR 34-0699,KI,294,823,19,489,0,1,175
SEA 43-1361,KI,210,417,14,238,0,2,12
SEA 34-1469,KI,128,362,14,182,0,0,40
SHL 32-0267,KI,209,607,14,299,0,1,75
SHL 32-0898,KI,117,295,4,177,0,0,56
BURTON,KI,128,241,3,163,0,0,32
SEA 43-2058,KI,107,247,9,150,0,0,34
SHL 32-0895,KI,174,484,10,218,0,1,33
SHL 32-1158,KI,117,317,3,158,0,0,38
SHL 32-0711,KI,152,337,8,208,0,0,48
SEA 36-2536,KI,257,567,19,329,0,0,53
SEA 43-1291,KI,444,684,9,487,0,1,33
SEA 46-2234,KI,153,274,5,182,0,0,24
SEA 46-2236,KI,171,350,10,218,0,2,35
BUR 34-1192,KI,244,591,29,397,0,1,123
SEA 43-1869,KI,249,465,12,270,0,0,9
SEA 43-1868,KI,211,353,12,233,0,0,10
SEA 43-1861,KI,392,750,18,432,0,2,20
SEA 43-1860,KI,340,745,17,368,0,2,9
SEA 43-1867,KI,270,546,12,299,0,3,14
SHAWNEE,KI,239,426,13,291,0,2,37
SEA 43-3262,KI,146,306,9,177,0,2,20
SEA 43-2008,KI,138,257,3,169,0,1,27
SEA 43-2039,KI,172,328,4,199,0,0,23
SEA 43-2038,KI,313,560,16,355,0,1,25
SEA 43-1406,KI,193,398,16,264,0,1,54
SEA 43-2033,KI,215,438,14,276,0,0,47
SEA 43-2035,KI,255,668,16,301,0,0,30
SEA 43-2034,KI,227,424,6,253,0,2,18
SEA 43-2037,KI,247,551,9,274,0,0,18
BUR 33-0729,KI,192,864,14,320,2,0,112
SEA 46-2153,KI,181,492,11,231,0,4,35
SEA 46-2152,KI,135,378,13,192,0,2,42
SEA 46-2379,KI,260,542,17,332,0,2,53
SEA 43-2549,KI,306,718,12,339,0,2,19
SHL 32-0802,KI,143,452,8,194,0,1,42
SEA 43-2545,KI,333,699,19,375,0,4,19
SEA 43-2544,KI,358,887,36,537,0,4,139
SEA 43-2547,KI,192,461,3,204,0,0,9
SEA 43-2546,KI,163,324,5,176,0,2,6
SEA 43-2541,KI,108,268,2,115,0,0,5
SEA 43-2543,KI,137,313,10,153,0,2,4
SEA 43-2542,KI,131,275,4,146,0,1,10
NPK 33-0857,KI,268,684,25,483,0,1,189
NPK 33-0854,KI,158,436,20,302,0,1,123
NPK 33-0855,KI,130,390,15,231,0,1,85
NPK 33-0852,KI,169,442,14,296,0,1,112
NPK 33-0853,KI,109,338,8,243,0,0,126
NPK 33-0851,KI,176,525,22,338,0,0,140
LFP 46-1089,KI,225,554,18,321,0,0,78
CONNAUGHT,KI,192,615,13,337,0,1,131
SEA 36-1288,KI,225,391,5,265,0,3,32
SEA 36-1287,KI,412,733,21,481,0,3,45
SEA 36-1286,KI,220,439,12,254,0,0,22
SEA 46-1970,KI,109,250,14,161,0,3,35
SEA 46-1971,KI,128,325,10,200,0,2,60
GLASGOW,KI,162,601,14,255,0,1,78
SEA 46-1974,KI,193,415,21,269,0,3,52
SEA 36-1676,KI,109,261,6,167,0,0,52
SEA 36-1677,KI,136,336,20,219,0,0,63
SEA 36-1675,KI,129,309,7,209,0,1,72
SEA 34-1245,KI,188,466,14,244,0,1,41
SEA 36-1673,KI,384,806,37,530,0,2,107
SEA 34-1247,KI,168,461,5,202,0,1,28
SEA 34-1246,KI,160,355,5,203,0,0,38
SEA 34-1249,KI,194,551,8,241,0,0,39
SEA 34-1248,KI,167,407,6,209,0,0,36
BUR 33-0957,KI,101,323,6,141,0,1,33
SEA 36-1774,KI,257,494,17,347,0,1,72
BUR 33-0818,KI,197,753,17,319,0,0,105
NPK 33-2644,KI,126,287,6,204,0,1,71
SEA 36-1771,KI,191,487,6,248,0,0,51
SEA 36-1679,KI,192,413,16,272,0,2,62
BUR 34-0281,KI,0,0,0,0,0,0,0
SHL 32-0424,KI,120,318,13,192,0,0,59
SEA 43-3628,KI,237,536,7,290,0,1,45
SEA 34-1410,KI,99,240,11,156,0,1,45
SEA 34-1411,KI,127,307,18,197,1,0,51
SEA 34-1412,KI,110,261,11,166,0,0,45
SEA 34-1413,KI,240,533,17,319,0,1,61
SEA 34-1414,KI,124,239,5,165,0,0,36
SEA 34-1415,KI,204,406,7,247,1,2,33
SEA 34-1416,KI,181,394,12,235,0,1,41
BUR 34-1082,KI,124,307,10,215,0,1,80
SEA 34-1418,KI,156,299,10,196,0,1,29
SEA 36-1691,KI,124,274,10,156,0,0,22
SEA 36-1692,KI,167,363,21,256,0,2,66
SEA 36-1693,KI,128,308,11,189,0,0,50
SHL 32-1228,KI,134,366,11,195,0,0,50
SEA 36-1695,KI,222,475,24,320,0,0,74
SEA 36-1696,KI,186,433,11,286,0,1,88
SEA 36-1697,KI,142,312,8,186,0,2,34
SEA 36-2118,KI,211,383,6,250,0,0,33
BUR 34-0848,KI,155,421,13,261,0,0,93
SEA 34-1481,KI,178,479,13,227,0,2,34
SEA 36-2523,KI,234,496,22,333,0,1,76
SEA 36-2522,KI,163,356,10,230,0,1,56
SEA 46-3688,KI,14,24,0,15,0,0,1
SEA 36-2520,KI,254,573,17,298,0,0,27
SEA 36-2527,KI,143,294,7,195,0,2,43
SEA 36-2526,KI,234,444,14,301,0,4,49
SEA 36-1721,KI,191,529,11,246,0,0,44
SEA 36-2529,KI,204,456,27,314,0,1,82
SEA 36-2528,KI,270,576,23,400,0,2,105
SEA 34-1511,KI,133,320,18,172,0,1,20
SEA 46-1977,KI,142,321,12,217,0,0,63
SEA 46-2364,KI,137,355,14,185,0,0,34
SEA 46-1980,KI,150,381,20,257,0,0,87
SHL 32-0735,KI,113,269,7,141,0,0,21
SHL 32-0444,KI,201,438,8,260,0,0,51
SEA 43-3571,KI,133,464,11,156,0,1,11
SEA 43-2025,KI,325,556,12,360,0,1,22
SEA 36-1727,KI,186,382,13,239,0,1,39
SEA 46-2359,KI,168,341,11,203,0,0,24
SHL 32-0346,KI,104,256,3,131,0,0,24
SHL 32-0754,KI,265,629,18,389,0,0,106
SEA 36-1672,KI,117,252,8,164,0,0,39
BUR 34-1150,KI,126,365,7,249,0,1,115
SHL 32-0368,KI,116,309,4,178,0,1,57
SEA 36-3605,KI,201,535,9,249,0,0,39
SEA 46-2275,KI,60,127,3,71,0,2,6
SEA 46-2276,KI,209,382,11,250,0,1,29
SEA 46-2277,KI,313,568,11,368,0,1,43
SEA 46-2270,KI,176,290,6,202,0,1,19
SEA 36-1670,KI,228,492,20,331,0,3,80
SEA 46-2272,KI,186,367,10,247,0,3,48
SEA 32-2224,KI,230,535,8,289,0,3,48
SEA 46-2377,KI,312,574,22,391,0,1,56
SEA 46-2371,KI,301,656,15,371,0,3,52
SEA 46-2370,KI,109,428,7,137,0,3,18
SEA 46-2373,KI,271,683,16,331,0,1,43
SHL 32-1168,KI,172,466,15,246,0,0,59
SEA 37-1914,KI,327,523,17,364,0,1,19
SHL 32-0609,KI,135,370,6,184,0,1,42
SEA 37-3693,KI,0,0,0,0,0,0,0
SEA 37-1915,KI,220,384,6,260,0,3,31
SEA 43-1819,KI,180,457,27,303,0,2,94
SEA 43-1982,KI,227,501,7,266,0,2,30
SEA 43-1983,KI,252,497,16,313,0,0,45
SEA 36-1775,KI,248,711,19,327,0,4,56
SEA 43-1986,KI,128,278,16,163,0,2,17
BUR 33-0094,KI,143,450,8,229,0,0,78
SEA 46-2350,KI,157,407,6,217,0,3,51
NPK 33-2645,KI,145,335,5,219,0,0,69
SHL 32-0396,KI,306,767,11,401,0,0,84
LFP 46-0092,KI,241,646,10,341,0,0,90
SEA 36-1772,KI,210,534,12,284,0,3,59
SEA 43-3692,KI,0,0,0,0,0,0,0
SEA 43-3690,KI,12,38,0,17,0,0,5
SEA 43-2987,KI,71,673,7,97,0,0,19
NPK 33-2646,KI,197,587,14,341,0,1,129
SEA 43-2055,KI,97,322,4,113,0,1,11
SEA 46-2231,KI,291,619,19,366,0,1,55
BUR 33-0009,KI,69,277,6,119,0,1,43
SHL 32-0606,KI,127,364,2,183,0,0,54
BUR 34-0710,KI,107,357,12,175,0,0,56
SHL 32-0378,KI,96,305,8,150,0,0,46
SEA 46-1401,KI,249,686,15,311,0,0,47
SEA 46-2244,KI,146,268,15,191,0,1,29
SEA 36-2590,KI,184,364,9,213,0,0,20
SEA 36-2749,KI,109,336,1,130,0,1,19
BUR 33-1067,KI,257,866,21,427,0,2,147
SEA 46-2341,KI,257,569,21,349,0,0,71
SEA 36-2743,KI,240,501,17,332,0,0,75
SEA 46-2303,KI,226,422,11,284,0,3,44
SEA 46-2378,KI,157,322,13,212,0,2,40
SEA 43-3595,KI,258,535,17,322,0,0,47
SEA 46-2363,KI,168,380,11,213,0,0,34
SEA 46-2360,KI,164,469,10,202,0,1,27
SEA 46-2313,KI,186,538,15,248,0,2,45
SHL 32-0486,KI,125,298,10,185,0,0,50
SHL 32-0488,KI,100,282,6,136,0,1,29
SEA 46-2366,KI,190,451,14,241,0,1,36
WYNONA,KI,159,462,5,211,0,0,47
SEA 43-2105,KI,307,628,12,361,0,0,42
SHL 32-2753,KI,146,465,4,184,0,0,34
SEA 43-2061,KI,171,476,11,207,0,1,24
SEA 46-2056,KI,191,330,15,228,0,1,21
SEA 43-1350,KI,117,265,7,133,0,0,9
SEA 43-2065,KI,144,547,12,179,0,2,21
SEA 43-2068,KI,173,425,6,191,0,1,11
SEA 43-2069,KI,347,652,13,399,0,1,38
SEA 36-1763,KI,171,312,8,196,0,0,17
SEA 36-3345,KI,198,517,18,260,0,0,44
SEA 46-2057,KI,225,443,19,310,0,2,64
SEA 36-3341,KI,257,654,8,325,0,6,54
SHL 32-0875,KI,251,557,12,315,0,0,52
LFP 46-0655,KI,331,679,15,426,0,0,80
LFP 46-0654,KI,224,471,7,307,0,2,74
BUR 34-0402,KI,153,390,21,241,0,0,67
LFP 46-0652,KI,119,230,5,156,0,0,32
LFP 46-0650,KI,163,354,9,221,0,3,46
SEA 34-1515,KI,218,391,10,247,0,1,18
SEA 34-1514,KI,246,521,8,277,0,0,23
SEA 34-1517,KI,120,260,11,145,0,0,14
SEA 34-1516,KI,179,399,12,227,0,2,34
LFP 46-3380,KI,256,579,19,368,0,3,90
SEA 34-1510,KI,165,392,17,228,0,3,43
SEA 34-1513,KI,232,663,25,312,0,2,53
SEA 34-1512,KI,122,269,11,149,0,0,16
SEA 43-1364,KI,276,535,17,321,0,0,28
SEA 43-1365,KI,232,459,14,262,0,0,16
SEA 43-1366,KI,159,287,9,186,0,2,16
SEA 43-1367,KI,215,375,10,253,0,2,26
SEA 34-1519,KI,147,327,7,192,0,1,37
SEA 34-1518,KI,122,260,11,156,0,1,22
SEA 43-1362,KI,304,660,23,351,0,1,23
SEA 43-1363,KI,321,725,29,386,0,1,35
SEA 36-1748,KI,147,261,5,169,0,1,16
SEA 36-1749,KI,307,681,17,370,0,4,42
SHL 32-0920,KI,129,314,8,188,0,1,50
SEA 36-1319,KI,249,469,10,285,0,1,25
SEA 36-1318,KI,459,999,26,537,0,1,51
SHL 32-3556,KI,170,436,8,239,0,2,59
SEA 36-1317,KI,283,631,24,370,0,3,60
SEA 36-2119,KI,162,277,1,176,0,0,13
SEA 36-1720,KI,235,622,11,287,0,4,37
SEA 36-1690,KI,129,342,9,178,0,4,36
SEA 36-1722,KI,200,536,14,256,0,2,40
SEA 36-1723,KI,193,431,19,252,0,3,37
SEA 36-1724,KI,140,315,8,207,0,0,59
SEA 36-1725,KI,160,372,5,189,0,0,24
SEA 36-1726,KI,168,387,14,214,0,0,32
SEA 34-1419,KI,304,694,19,418,0,5,90
SEA 36-1729,KI,123,231,6,147,0,0,18
CHAUTAUQUA,KI,204,416,14,259,0,0,41
SHL 32-0024,KI,184,449,11,269,0,1,73
SEA 36-1770,KI,130,234,4,159,0,1,24
BUR 34-1058,KI,189,493,13,315,0,0,113
BUR 34-1059,KI,198,614,9,321,0,0,114
BUR 34-1057,KI,263,660,20,423,0,1,139
BAKER,KI,281,599,8,347,0,0,58
QUARTERMASTER,KI,171,342,9,229,0,1,48
TAHLEQUAH,KI,274,550,10,349,0,0,65
SEA 46-2339,KI,127,330,10,171,0,1,33
BUR 34-1116,KI,146,387,6,192,0,0,40
SHL 32-0558,KI,102,310,9,138,0,3,24
SHL 32-0559,KI,106,308,7,157,0,1,43
LFP 46-1056,KI,218,536,19,332,0,0,95
SEA 46-2330,KI,186,420,15,232,0,0,31
SEA 46-2333,KI,171,371,8,221,0,0,42
SEA 46-2332,KI,131,248,11,165,0,0,23
SEA 46-2335,KI,213,609,9,268,0,0,46
SEA 46-2334,KI,286,573,5,343,0,0,52
SEA 46-2337,KI,153,347,7,185,0,2,23
SEA 46-2336,KI,275,707,18,350,0,3,54
SEA 43-2109,KI,173,478,16,212,0,3,20
SEA 43-3230,KI,218,626,14,309,0,3,74
SHL 32-1053,KI,141,364,11,227,0,0,75
SEA 46-2092,KI,196,311,9,225,0,0,20
SEA 36-2163,KI,138,289,14,176,0,1,23
SEA 36-2162,KI,222,373,11,259,0,3,23
SEA 36-2161,KI,267,460,11,304,0,1,25
SEA 34-1458,KI,205,376,7,246,0,2,32
SEA 34-1459,KI,132,272,4,175,0,0,39
SEA 36-2165,KI,138,240,13,170,0,0,19
SEA 36-2164,KI,195,310,5,215,0,1,14
SEA 34-1454,KI,133,306,7,180,0,0,40
SEA 34-1455,KI,338,956,30,428,0,3,57
SEA 34-1456,KI,188,428,9,248,0,0,51
SEA 34-1457,KI,304,687,27,385,0,0,54
SEA 34-1450,KI,154,301,7,188,0,1,26
SEA 34-1451,KI,134,330,9,178,0,1,34
SEA 34-1452,KI,130,275,7,170,0,1,32
SEA 34-1453,KI,142,264,8,174,0,0,24
SHL 32-0648,KI,172,481,13,232,0,0,47
SHL 32-0510,KI,267,645,13,371,0,0,91
SEA 43-1277,KI,227,541,13,282,0,3,39
SEA 37-2861,KI,196,391,10,243,0,0,37
SEA 43-1274,KI,179,302,9,216,0,0,28
SEA 43-1275,KI,161,275,6,200,0,1,32
SHL 32-0888,KI,112,264,3,142,0,0,27
SEA 43-1272,KI,250,437,13,285,0,1,21
SEA 36-3496,KI,258,671,19,328,0,4,47
SEA 36-2171,KI,244,491,19,329,0,2,64
SEA 46-2348,KI,126,274,9,161,0,0,26
DOCKTON,KI,338,696,12,446,0,2,94
SEA 43-1379,KI,164,263,10,187,0,0,13
SEA 36-1699,KI,124,295,8,160,0,3,25
BUR 34-0900,KI,130,391,10,194,0,0,54
BUR 33-1189,KI,169,639,20,283,0,0,94
PORTAGE,KI,209,396,4,270,0,1,56
SEA 43-1870,KI,259,466,4,273,0,0,10
SEA 36-2167,KI,160,327,14,211,0,0,37
SEA 43-1874,KI,311,608,9,343,0,1,22
SEA 46-1400,KI,183,425,10,221,0,4,24
SEA 36-2166,KI,200,336,12,231,0,1,18
SHL 32-0274,KI,123,288,8,186,0,1,54
SEA 32-2537,KI,173,396,6,213,0,2,32
SEA 46-2322,KI,242,532,9,281,0,0,30
SEA 43-1373,KI,220,335,10,243,0,2,11
SEA 32-2539,KI,358,788,20,447,0,1,68
SEA 36-1773,KI,228,644,14,285,0,1,42
SEA 43-2028,KI,252,423,9,280,0,0,19
SEA 43-2029,KI,421,706,23,488,0,3,41
SEA 43-2026,KI,206,356,18,239,0,0,15
SEA 43-2027,KI,173,292,9,202,0,0,20
SEA 43-2024,KI,181,336,10,201,0,2,8
SEA 43-1370,KI,209,332,9,237,0,0,19
SEA 43-2023,KI,193,388,7,224,0,0,24
SEA 43-2020,KI,208,374,13,249,0,1,27
SEA 43-2021,KI,449,797,10,506,0,5,42
SEA 36-2168,KI,290,520,18,334,0,1,25
SEA 36-2524,KI,129,216,11,152,0,0,12
SEA 36-2518,KI,198,425,13,246,0,2,33
NPK 33-2474,KI,152,454,12,316,0,0,152
SEA 43-2550,KI,144,342,4,157,0,0,9
SHL 32-0819,KI,154,411,8,211,0,4,45
SEA 43-2104,KI,224,379,11,260,0,2,23
LFP 46-0309,KI,260,582,21,386,0,0,105
SHL 32-1038,KI,108,254,10,136,1,1,16
CROSS,KI,282,511,11,328,0,1,34
SHL 32-1080,KI,97,258,4,134,0,0,33
LFP 46-0734,KI,256,575,14,349,0,2,77
SEA 43-1889,KI,265,483,12,288,0,0,11
SEA 36-1298,KI,208,337,12,246,0,4,22
SEA 36-1299,KI,227,425,11,260,0,0,22
SEA 43-1888,KI,344,633,21,373,0,0,8
SEA 36-1294,KI,384,735,21,449,0,4,40
SEA 36-1295,KI,192,337,9,219,0,4,14
SEA 36-1296,KI,177,303,6,194,0,0,11
SEA 36-1297,KI,160,298,9,183,0,2,12
SHL 32-0474,KI,121,383,15,191,0,3,52
SEA 36-1292,KI,190,356,11,220,0,2,17
SEA 43-1343,KI,189,355,9,215,0,0,17
SEA 34-1257,KI,199,510,25,304,0,0,80
SEA 34-1254,KI,127,346,4,150,0,0,19
SEA 34-1255,KI,140,414,12,202,0,1,49
SEA 34-1252,KI,232,660,20,295,0,0,43
SEA 36-1769,KI,120,234,6,151,0,0,25
SEA 34-1250,KI,159,335,11,199,0,0,29
SEA 34-1251,KI,237,538,11,312,0,0,64
SEA 36-1764,KI,152,264,10,185,0,0,23
SEA 36-1765,KI,147,274,6,178,0,1,24
SEA 36-1766,KI,183,401,8,216,0,0,25
SEA 36-1767,KI,191,551,15,242,0,0,36
SEA 36-1760,KI,150,300,8,195,0,0,37
CARPENTER,KI,206,434,10,242,0,0,26
SEA 34-1258,KI,148,341,14,225,0,0,63
SEA 34-1259,KI,155,328,5,205,0,0,45
SEA 46-2500,KI,156,360,14,209,0,3,36
SEA 34-3175,KI,189,357,13,235,0,1,32
SHL 32-1030,KI,103,301,8,144,0,0,33
SHL 32-0903,KI,124,271,8,171,0,2,37
SEA 34-1425,KI,158,292,7,185,0,1,19
SEA 34-1424,KI,173,436,7,210,0,0,30
SEA 34-1427,KI,111,269,6,163,0,0,46
SEA 34-1426,KI,129,294,14,186,0,0,43
SEA 34-1420,KI,301,668,18,385,0,0,66
SEA 34-1423,KI,162,338,10,205,0,1,32
SEA 34-1422,KI,182,354,7,216,0,0,27
SEAVIEW,KI,169,393,8,221,0,0,44
SEA 34-1429,KI,120,252,8,158,0,1,29
SEA 34-1428,KI,118,252,6,163,0,0,39
SHL 32-0514,KI,140,534,18,312,0,1,153
SEA 43-2239,KI,333,566,22,389,0,4,30
SEA 43-2238,KI,459,813,25,539,0,4,51
SEA 43-2237,KI,294,568,18,352,0,1,39
SEA 34-2501,KI,154,381,17,244,0,2,71
SHL 32-0519,KI,119,422,7,182,0,0,56
SEA 36-2532,KI,204,416,13,273,0,0,56
SEA 36-2533,KI,224,431,12,267,0,5,26
SEA 36-2534,KI,243,547,24,315,0,1,47
SEA 36-2535,KI,227,566,21,291,0,1,42
SEA 36-2129,KI,274,691,12,326,0,1,39
SEA 36-2126,KI,351,722,12,419,0,0,56
SEA 36-2125,KI,293,620,15,357,1,1,47
SEA 36-2121,KI,179,443,12,216,0,3,22
SEA 36-2120,KI,245,413,8,273,0,0,20
SEA 46-1966,KI,120,234,5,144,0,1,18
SHL 32-0401,KI,179,419,19,282,0,2,82
BUR 33-0476,KI,232,764,22,378,0,0,124
SEA 46-2375,KI,169,312,9,210,0,0,32
SEA 43-1338,KI,277,449,9,302,0,1,15
SHL 32-0088,KI,92,258,5,121,0,0,24
SEA 46-1283,KI,162,391,8,204,0,0,34
SHL 32-0012,KI,129,340,8,159,0,0,22
SEA 46-2249,KI,124,250,6,170,0,1,39
SEA 43-1779,KI,129,377,6,147,0,0,12
BUR 34-1064,KI,227,589,26,358,0,1,104
SEA 46-2240,KI,242,431,18,290,0,1,29
SEA 46-2243,KI,265,514,30,359,0,1,63
SEA 46-2245,KI,255,409,10,322,0,0,57
SEA 43-1776,KI,282,673,16,375,0,3,74
SEA 46-2247,KI,340,630,18,421,0,1,62
SHL 32-0605,KI,157,422,19,255,0,0,79
SEA 32-2211,KI,238,606,15,311,0,1,57
SEA 32-2210,KI,266,610,18,374,0,4,86
SEA 43-1380,KI,163,301,3,183,0,2,15
SEA 46-2361,KI,151,359,13,206,0,1,41
SEA 32-2215,KI,387,805,28,535,0,1,119
SEA 46-2367,KI,166,449,8,229,0,0,55
SEA 32-2217,KI,329,754,17,421,0,2,73
SEA 32-2216,KI,154,338,10,203,0,2,37
SEA 37-1824,KI,232,394,1,246,0,0,13
SEA 32-2218,KI,261,666,14,332,0,2,55
SEA 46-2369,KI,200,419,11,262,0,0,51
BUR 34-0824,KI,160,577,17,272,0,1,94
LFP 46-2763,KI,129,276,10,186,0,0,47
SEA 37-1823,KI,33,209,1,44,0,0,10
DILWORTH,KI,209,438,12,277,0,1,55
SEA 36-1736,KI,164,341,11,209,0,3,31
SEA 46-1965,KI,158,292,14,190,0,2,16
SEA 36-1735,KI,124,252,12,160,0,1,23
SEA 46-1964,KI,208,499,18,247,0,1,20
SEA 36-1734,KI,228,497,20,286,0,3,35
SEA 36-1663,KI,120,275,15,205,0,0,70
SEA 36-1709,KI,122,359,10,154,0,1,21
SEA 46-2143,KI,127,285,7,163,0,0,29
SEA 46-2100,KI,206,370,13,246,0,1,26
SEA 46-1961,KI,139,272,11,182,0,0,32
SEA 36-1684,KI,138,338,5,173,0,2,28
SEA 46-2268,KI,163,330,9,205,0,0,33
BUR 34-0485,KI,213,583,13,302,0,3,73
SEA 43-3497,KI,163,532,14,218,0,0,41
SEA 46-2321,KI,200,333,7,225,0,1,17
SEA 46-1962,KI,151,295,12,208,0,0,45
BUR 34-0489,KI,192,445,25,327,0,0,110
BUR 34-0311,KI,196,464,10,268,0,0,62
SEA 36-2750,KI,157,458,9,198,0,0,32
SHL 32-0665,KI,161,414,5,218,0,0,52
