Row Label,County,Damon Shadid,Fred Bonner,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SEA 34-1511,KI,83,33,320,55,172,0,1
SEA 37-1578,KI,69,56,413,45,172,0,2
SEA 37-1579,KI,55,32,247,21,108,0,0
SEA 46-2304,KI,152,21,369,60,233,0,0
SEA 36-2170,KI,156,31,450,98,285,0,0
SEA 46-2306,KI,118,13,307,64,195,0,0
SEA 46-2307,KI,139,24,313,52,215,0,0
SEA 46-2300,KI,180,50,490,97,327,0,0
SEA 43-1818,KI,94,32,295,70,196,0,0
SEA 34-1460,KI,116,39,324,54,209,0,0
SEA 43-1817,KI,63,26,264,45,134,0,0
SEA 46-2308,KI,133,25,377,72,230,0,0
SEA 34-1463,KI,113,21,259,43,178,0,1
SEA 34-1462,KI,107,28,339,64,199,0,0
SEA 34-1449,KI,107,33,367,72,213,0,1
SEA 34-1448,KI,95,32,270,53,181,0,1
SEA 34-1446,KI,123,33,398,79,237,0,2
SEA 34-1444,KI,185,62,595,118,365,0,0
SEA 34-1443,KI,154,42,380,69,266,0,1
SEA 34-1442,KI,117,26,380,64,207,0,0
SEA 34-1441,KI,82,27,264,45,156,0,2
SEA 34-1440,KI,77,15,242,57,149,0,0
SEA 43-2088,KI,179,67,694,115,361,0,0
SEA 43-2089,KI,28,10,341,27,65,0,0
SEA 43-2084,KI,278,41,668,124,445,0,2
SEA 43-1360,KI,243,47,622,88,379,0,1
SEA 46-1283,KI,114,38,391,52,204,0,0
SEA 43-2081,KI,14,13,385,8,35,0,0
SEA 43-1361,KI,159,18,417,61,238,0,0
SEA 34-1469,KI,76,39,362,67,182,0,0
SEA 43-2544,KI,341,79,887,116,537,0,1
SEA 43-2058,KI,61,25,247,64,150,0,0
SEA 46-2342,KI,98,44,406,45,187,0,0
SEA 43-2547,KI,132,17,461,55,204,0,0
SEA 43-2546,KI,125,14,324,33,176,0,4
SEA 36-2536,KI,175,51,567,102,329,0,1
SEA 43-1291,KI,362,34,684,90,487,0,1
SEA 46-2234,KI,92,25,274,65,182,0,0
SEA 46-2236,KI,131,20,350,67,218,0,0
SEA 46-2796,KI,103,51,456,74,229,0,1
SEA 37-1872,KI,195,78,581,81,359,0,5
SEA 37-1871,KI,229,72,629,86,389,0,2
SEA 43-1868,KI,145,18,353,70,233,0,0
SEA 37-1876,KI,290,40,766,113,444,0,1
SEA 37-1875,KI,166,62,525,60,288,0,0
SEA 43-1863,KI,172,26,475,55,255,0,2
SEA 43-1862,KI,155,28,476,50,234,0,1
SEA 37-1879,KI,259,73,839,91,424,0,1
SEA 43-1860,KI,241,25,745,101,368,1,0
SEA 43-1867,KI,194,24,546,80,299,0,1
SEA 43-3262,KI,100,20,306,57,177,0,0
SEA 37-1840,KI,152,52,616,76,281,0,1
SEA 43-1994,KI,125,26,295,46,197,0,0
SEA 43-2039,KI,131,22,328,46,199,0,0
SEA 43-2038,KI,225,34,560,94,355,0,2
SEA 37-1640,KI,111,106,738,76,293,0,0
SEA 43-2033,KI,174,27,438,75,276,0,0
SEA 43-2035,KI,157,42,668,100,301,0,2
SEA 43-2034,KI,162,22,424,67,253,0,2
SEA 43-2037,KI,189,21,551,63,274,0,1
SEA 36-1325,KI,136,36,465,73,246,0,1
SEA 46-2153,KI,104,55,492,69,231,0,3
SEA 46-2152,KI,99,30,378,61,192,0,2
SEA 46-2379,KI,170,43,542,117,332,0,2
SEA 43-2549,KI,182,58,718,96,339,0,3
SEA 37-1590,KI,134,40,294,54,228,0,0
SEA 37-1591,KI,147,29,360,70,249,0,3
SEA 37-1592,KI,222,57,634,81,361,0,1
SEA 37-1593,KI,153,48,470,53,254,0,0
SEA 37-1594,KI,194,59,761,90,343,0,0
SEA 37-1596,KI,116,66,497,78,260,0,0
SEA 43-2542,KI,101,15,275,30,146,0,0
SEA 36-2116,KI,111,32,299,59,202,0,0
SEA 43-1406,KI,155,21,398,87,264,0,1
SEA 36-2117,KI,137,26,336,60,223,0,0
SEA 46-2270,KI,120,30,290,50,202,0,2
SEA 46-1978,KI,181,45,501,102,328,0,0
SEA 36-1288,KI,168,32,391,65,265,0,0
SEA 36-1287,KI,262,53,733,164,481,0,2
SEA 36-1286,KI,143,33,439,77,254,0,1
SEA 46-1970,KI,105,17,250,39,161,0,0
SEA 46-1971,KI,89,27,325,83,200,0,1
SEA 46-1977,KI,134,30,321,53,217,0,0
SEA 46-1974,KI,153,29,415,87,269,0,0
SEA 36-1676,KI,79,31,261,57,167,0,0
SEA 36-1677,KI,107,30,336,82,219,0,0
SEA 36-1675,KI,102,33,309,74,209,0,0
SEA 34-1245,KI,138,42,466,64,244,0,0
SEA 36-1673,KI,260,81,806,187,530,0,2
SEA 34-1247,KI,117,44,461,41,202,0,0
SEA 34-1246,KI,99,54,355,49,203,0,1
SEA 34-1249,KI,119,49,551,72,241,0,1
SEA 34-1248,KI,109,48,407,52,209,0,0
SEA 36-1775,KI,161,68,711,97,327,0,1
SEA 36-1774,KI,179,42,494,126,347,0,0
SEA 36-1773,KI,140,57,644,85,285,0,3
SEA 36-1772,KI,145,42,534,96,284,0,1
SEA 36-1771,KI,129,44,487,75,248,0,0
SEA 36-1679,KI,124,54,413,94,272,0,0
SEA 46-1959,KI,271,68,703,150,491,0,2
SEA 43-3628,KI,152,62,536,74,290,0,2
SEA 34-1410,KI,72,28,240,56,156,0,0
SEA 36-1699,KI,79,32,295,48,160,0,1
SEA 34-1412,KI,82,25,261,59,166,0,0
SEA 34-1413,KI,163,48,533,106,319,0,2
SEA 34-1414,KI,82,15,239,65,165,0,3
SEA 34-1415,KI,124,45,406,75,247,0,3
SEA 34-1416,KI,135,34,394,65,235,0,1
SEA 36-1690,KI,65,31,342,79,178,0,3
SEA 36-1691,KI,77,25,274,54,156,0,0
SEA 36-1692,KI,115,51,363,88,256,0,2
SEA 36-1693,KI,92,32,308,65,189,0,0
SEA 36-1695,KI,170,48,475,101,320,0,1
SEA 36-1696,KI,147,47,433,92,286,0,0
SEA 36-1697,KI,96,24,312,65,186,0,1
SEA 36-1317,KI,187,58,631,124,370,0,1
SEA 37-1607,KI,121,63,524,43,227,0,0
SEA 36-2523,KI,180,57,496,96,333,0,0
SEA 36-2522,KI,122,35,356,73,230,0,0
SEA 46-3688,KI,12,3,24,0,15,0,0
SEA 36-2520,KI,169,36,573,92,298,0,1
SEA 36-2527,KI,103,35,294,56,195,0,1
SEA 36-2526,KI,166,31,444,102,301,1,1
SEA 36-1721,KI,121,48,529,75,246,0,2
SEA 36-2529,KI,158,45,456,111,314,0,0
SEA 36-2528,KI,225,53,576,120,400,0,2
SEA 46-1980,KI,141,29,381,86,257,1,0
SEA 43-3571,KI,82,37,464,36,156,0,1
SEA 43-1267,KI,172,22,386,69,264,0,1
SEA 43-1783,KI,132,37,455,74,243,0,0
SEA 36-1727,KI,131,31,382,74,239,0,3
SEA 37-3567,KI,68,37,408,25,130,0,0
SEA 46-2359,KI,111,38,341,54,203,0,0
SEA 46-2302,KI,148,29,408,88,265,0,0
SEA 36-1672,KI,81,33,252,50,164,0,0
SEA 37-1652,KI,64,40,287,53,157,0,0
SEA 36-3605,KI,115,46,535,84,249,0,4
SEA 37-1937,KI,122,15,293,75,212,0,0
SEA 11-3491,KI,0,0,0,0,0,0,0
SEA 36-3317,KI,210,41,595,132,383,0,0
SEA 37-1932,KI,134,30,416,54,218,0,0
SEA 36-1670,KI,162,60,492,109,331,0,0
SEA 37-1839,KI,242,55,754,99,399,0,3
SEA 37-1838,KI,224,95,764,84,405,0,2
SEA 32-2224,KI,138,71,535,78,289,0,2
SEA 46-2377,KI,248,52,574,89,391,0,2
SEA 37-1650,KI,102,17,260,56,175,0,0
SEA 37-1833,KI,192,67,653,77,336,0,0
SEA 46-2370,KI,63,39,428,35,137,0,0
SEA 37-1831,KI,134,33,353,54,221,0,0
SEA 37-1914,KI,229,47,523,88,364,0,0
SEA 37-3696,KI,13,2,49,3,18,0,0
SEA 37-3693,KI,0,0,0,0,0,0,0
SEA 11-1597,KI,205,103,909,100,410,0,2
SEA 43-1819,KI,152,39,457,112,303,0,0
SEA 43-1982,KI,162,27,501,77,266,0,0
SEA 43-1983,KI,185,40,497,88,313,0,0
SEA 46-2351,KI,104,29,314,66,200,1,0
SEA 43-1986,KI,100,17,278,46,163,0,0
SEA 46-2350,KI,121,40,407,55,217,0,1
SEA 46-2357,KI,180,39,472,90,309,0,0
SEA 43-3692,KI,0,0,0,0,0,0,0
SEA 43-3690,KI,8,4,38,5,17,0,0
SEA 46-2240,KI,181,28,431,80,290,0,1
SEA 36-1770,KI,103,8,234,48,159,0,0
SEA 43-2055,KI,64,15,322,34,113,0,0
SEA 46-2231,KI,172,76,619,118,366,0,0
SEA 46-2143,KI,85,33,285,45,163,0,0
SEA 46-1401,KI,167,51,686,93,311,0,0
SEA 46-2244,KI,116,18,268,55,191,0,2
SEA 36-2749,KI,70,29,336,30,130,1,0
SEA 37-1940,KI,154,45,536,69,268,0,0
SEA 46-2341,KI,184,62,569,103,349,0,0
SEA 37-1944,KI,168,73,754,84,326,0,1
SEA 36-2743,KI,169,75,501,88,332,0,0
SEA 46-2303,KI,149,40,422,94,284,0,1
SEA 46-2378,KI,128,21,322,63,212,0,0
SEA 43-3595,KI,184,48,535,89,322,0,1
SEA 46-2363,KI,115,41,380,56,213,0,1
SEA 46-2360,KI,88,48,469,64,202,0,2
SEA 46-2313,KI,108,67,538,70,248,0,3
SEA 46-2373,KI,187,43,683,101,331,0,0
SEA 46-2366,KI,119,45,451,76,241,0,1
SEA 43-2105,KI,207,36,628,118,361,0,0
SEA 43-3570,KI,224,76,1056,127,429,0,2
SEA 43-2061,KI,115,23,476,68,207,0,1
SEA 46-2056,KI,132,27,330,69,228,0,0
SEA 43-1350,KI,82,19,265,32,133,0,0
SEA 43-2065,KI,82,38,547,57,179,0,2
SEA 43-2068,KI,128,18,425,44,191,0,1
SEA 43-2069,KI,245,41,652,112,399,0,1
SEA 43-1826,KI,230,47,567,77,354,0,0
SEA 36-3345,KI,146,45,517,66,260,0,3
SEA 46-2057,KI,165,42,443,103,310,0,0
SEA 36-3341,KI,156,56,654,111,325,0,2
SEA 37-1825,KI,150,62,704,82,296,0,2
SEA 46-2364,KI,84,45,355,56,185,0,0
SEA 34-1515,KI,136,42,391,68,247,0,1
SEA 34-1514,KI,147,56,521,72,277,0,2
SEA 34-1517,KI,81,13,260,50,145,0,1
SEA 34-1516,KI,116,50,399,60,227,0,1
SEA 32-3656,KI,129,63,474,95,288,0,1
SEA 34-1510,KI,123,30,392,72,228,0,3
SEA 34-1513,KI,151,64,663,94,312,0,3
SEA 34-1512,KI,68,24,269,56,149,0,1
SEA 43-1364,KI,193,31,535,97,321,0,0
SEA 43-1365,KI,155,23,459,84,262,0,0
SEA 43-1366,KI,128,15,287,43,186,0,0
SEA 43-1367,KI,157,34,375,62,253,0,0
SEA 34-1519,KI,97,35,327,59,192,0,1
SEA 34-1518,KI,83,21,260,52,156,0,0
SEA 43-1362,KI,188,46,660,116,351,0,1
SEA 43-1363,KI,216,47,725,122,386,0,1
SEA 36-1698,KI,81,31,278,55,167,0,0
SEA 36-1319,KI,164,40,469,78,285,0,3
SEA 36-1318,KI,308,64,999,162,537,0,3
SEA 11-1624,KI,96,63,577,49,208,0,0
SEA 36-2119,KI,109,22,277,45,176,0,0
SEA 36-1720,KI,154,38,622,95,287,0,0
SEA 34-1418,KI,105,23,299,66,196,0,2
SEA 36-1722,KI,133,47,536,75,256,0,1
SEA 36-1723,KI,147,35,431,69,252,0,1
SEA 36-1724,KI,115,22,315,67,207,0,3
SEA 36-1725,KI,100,30,372,57,189,0,2
SEA 36-1726,KI,119,27,387,68,214,0,0
SEA 34-1419,KI,217,83,694,118,418,0,0
SEA 36-1729,KI,88,16,231,43,147,0,0
SEA 37-1646,KI,79,41,457,30,151,1,0
SEA 46-2266,KI,133,42,494,112,288,0,1
SEA 43-2004,KI,106,34,356,64,206,1,1
SEA 43-2987,KI,38,15,673,42,97,0,2
SEA 46-2339,KI,101,23,330,47,171,0,0
SEA 46-2338,KI,143,47,543,69,260,0,1
SEA 46-2330,KI,144,36,420,52,232,0,0
SEA 46-2333,KI,132,29,371,59,221,0,1
SEA 46-2332,KI,97,13,248,55,165,0,0
SEA 46-2335,KI,151,58,609,59,268,0,0
SEA 46-2334,KI,188,66,573,89,343,0,0
SEA 46-2337,KI,103,33,347,46,185,0,3
SEA 46-2336,KI,186,59,707,103,350,0,2
SEA 43-2109,KI,115,28,478,65,212,0,4
SEA 43-3230,KI,162,47,626,97,309,0,3
SEA 43-2016,KI,123,23,333,51,197,0,0
SEA 36-2163,KI,92,21,289,63,176,0,0
SEA 36-2162,KI,143,30,373,86,259,0,0
SEA 36-2161,KI,162,49,460,91,304,0,2
SEA 34-1458,KI,127,44,376,73,246,0,2
SEA 34-1459,KI,73,42,272,60,175,0,0
SEA 36-2165,KI,93,13,240,64,170,0,0
SEA 36-2164,KI,129,24,310,62,215,0,0
SEA 34-1454,KI,99,29,306,51,180,0,1
SEA 11-3580,KI,88,49,401,38,175,0,0
SEA 34-1456,KI,141,45,428,62,248,0,0
SEA 34-1457,KI,202,61,687,120,385,0,2
SEA 34-1450,KI,102,38,301,47,188,0,1
SEA 34-1451,KI,107,23,330,48,178,0,0
SEA 34-1452,KI,86,25,275,59,170,0,0
SEA 34-1453,KI,92,27,264,54,174,0,1
SEA 37-3639,KI,113,35,303,42,191,0,1
SEA 43-1277,KI,142,34,541,103,282,0,3
SEA 43-2008,KI,105,17,257,47,169,0,0
SEA 37-3636,KI,140,86,786,67,296,0,3
SEA 43-1275,KI,119,22,275,57,200,0,2
SEA 46-2263,KI,228,44,599,122,396,0,2
SEA 43-1272,KI,170,33,437,82,285,0,0
SEA 36-3496,KI,182,43,671,103,328,0,0
SEA 36-2171,KI,165,52,491,111,329,0,1
SEA 46-2348,KI,78,18,274,65,161,0,0
SEA 43-1379,KI,109,17,263,61,187,0,0
SEA 37-1907,KI,252,73,657,106,432,0,1
SEA 37-1906,KI,179,41,427,60,280,0,0
SEA 43-1271,KI,149,32,473,77,260,0,2
SEA 37-1903,KI,132,40,312,46,218,0,0
SEA 37-1902,KI,139,43,339,42,224,0,0
SEA 37-1901,KI,101,32,260,29,163,0,1
SEA 37-1900,KI,116,42,355,32,192,0,2
SEA 37-1864,KI,145,76,622,50,273,0,2
SEA 43-1376,KI,184,38,541,90,312,0,0
SEA 43-1870,KI,199,17,466,56,273,0,1
SEA 36-2167,KI,120,27,327,63,211,0,1
SEA 43-1874,KI,210,50,608,83,343,0,0
SEA 46-1400,KI,119,29,425,71,221,0,2
SEA 36-2166,KI,142,10,336,79,231,0,0
SEA 32-2537,KI,104,42,396,67,213,0,0
SEA 46-2322,KI,150,43,532,88,281,0,0
SEA 43-1373,KI,160,16,335,66,243,0,1
SEA 32-2539,KI,250,65,788,131,447,0,1
SEA 43-1371,KI,104,25,288,37,166,0,0
SEA 43-2028,KI,166,30,423,84,280,0,0
SEA 34-1455,KI,224,74,956,128,428,0,2
SEA 43-2026,KI,159,13,356,67,239,0,0
SEA 43-2027,KI,128,9,292,65,202,0,0
SEA 43-2024,KI,127,21,336,52,201,0,1
SEA 43-1370,KI,148,25,332,63,237,0,1
SEA 43-2023,KI,139,26,388,58,224,0,1
SEA 43-2020,KI,142,25,374,82,249,0,0
SEA 43-2021,KI,349,42,797,114,506,0,1
SEA 36-2168,KI,188,41,520,105,334,0,0
SEA 36-2524,KI,77,22,216,53,152,0,0
SEA 46-1967,KI,177,43,497,99,320,0,1
SEA 46-2275,KI,36,16,127,18,71,0,1
SEA 43-2550,KI,102,15,342,40,157,0,0
SEA 43-2541,KI,78,15,268,22,115,0,0
SEA 37-1585,KI,138,33,358,61,233,0,1
SEA 37-1584,KI,120,33,332,57,210,0,0
SEA 43-1889,KI,192,26,483,70,288,0,0
SEA 43-1345,KI,162,37,424,75,274,0,0
SEA 36-1298,KI,167,22,337,57,246,0,0
SEA 34-3682,KI,113,24,386,55,192,0,0
SEA 43-1888,KI,247,38,633,88,373,0,0
SEA 36-1294,KI,258,43,735,148,449,0,0
SEA 36-1295,KI,130,21,337,66,219,0,2
SEA 36-1296,KI,115,26,303,53,194,0,0
SEA 36-1297,KI,117,14,298,52,183,0,0
SEA 36-1292,KI,143,22,356,54,220,0,1
SEA 34-1257,KI,138,70,510,95,304,0,1
SEA 34-1254,KI,71,36,346,43,150,0,0
SEA 34-1255,KI,79,79,414,41,202,0,3
SEA 34-1252,KI,139,72,660,84,295,0,0
SEA 36-1769,KI,81,18,234,52,151,0,0
SEA 34-1250,KI,98,33,335,68,199,0,0
SEA 34-1251,KI,121,106,538,85,312,0,0
SEA 36-1764,KI,107,27,264,51,185,0,0
SEA 36-1765,KI,108,18,274,52,178,0,0
SEA 36-1766,KI,105,27,401,83,216,0,1
SEA 36-1767,KI,115,44,551,83,242,0,0
SEA 36-1760,KI,106,21,300,68,195,0,0
SEA 36-1761,KI,104,23,309,66,193,0,0
SEA 36-1762,KI,112,20,306,74,207,0,1
SEA 36-1763,KI,112,14,312,70,196,0,0
SEA 46-2500,KI,113,31,360,59,209,0,6
SEA 34-3175,KI,137,27,357,71,235,0,0
SEA 34-1425,KI,115,22,292,47,185,0,1
SEA 34-1424,KI,112,35,436,62,210,0,1
SEA 34-1427,KI,81,26,269,55,163,0,1
SEA 34-1426,KI,86,23,294,75,186,0,2
SEA 34-1420,KI,215,50,668,118,385,1,1
SEA 34-1423,KI,117,35,338,51,205,0,2
SEA 34-1422,KI,115,33,354,67,216,0,1
SEA 46-1965,KI,131,14,292,45,190,0,0
SEA 34-1429,KI,92,19,252,46,158,0,1
SEA 34-1428,KI,68,30,252,64,163,0,1
SEA 43-2239,KI,244,44,566,100,389,0,1
SEA 43-2238,KI,345,52,813,140,539,0,2
SEA 43-2237,KI,197,45,568,108,352,0,2
SEA 34-2501,KI,132,38,381,73,244,0,1
SEA 43-1349,KI,133,26,359,70,231,0,2
SEA 36-2532,KI,134,52,416,85,273,0,2
SEA 36-2533,KI,143,40,431,83,267,0,1
SEA 36-2534,KI,168,48,547,96,315,0,3
SEA 36-2535,KI,151,54,566,86,291,0,0
SEA 36-2129,KI,185,63,691,76,326,0,2
SEA 36-2126,KI,246,63,722,109,419,0,1
SEA 36-2125,KI,196,75,620,84,357,0,2
SEA 36-2121,KI,105,46,443,64,216,0,1
SEA 36-2120,KI,169,27,413,77,273,0,0
SEA 36-2146,KI,111,19,338,69,199,0,0
SEA 46-1966,KI,81,29,234,33,144,0,1
SEA 46-2375,KI,120,20,312,69,210,0,1
SEA 43-2115,KI,59,25,527,49,134,0,1
SEA 37-3673,KI,155,65,563,54,277,0,3
SEA 37-3672,KI,123,39,426,63,225,0,0
SEA 37-3573,KI,57,19,564,35,111,0,0
SEA 36-2511,KI,167,40,430,103,311,0,1
SEA 46-2249,KI,87,35,250,48,170,0,0
SEA 43-1779,KI,89,25,377,33,147,0,0
SEA 37-1558,KI,98,105,702,70,273,0,0
SEA 37-1559,KI,46,42,338,18,108,0,2
SEA 37-1555,KI,81,66,410,42,190,0,1
SEA 46-2243,KI,192,40,514,127,359,0,0
SEA 37-1557,KI,55,40,343,28,124,0,1
SEA 46-2245,KI,200,33,409,89,322,0,0
SEA 43-1776,KI,193,50,673,131,375,0,1
SEA 46-2247,KI,260,41,630,120,421,0,0
SEA 37-1553,KI,98,54,388,51,206,2,1
SEA 32-2211,KI,155,71,606,84,311,0,1
SEA 32-2210,KI,176,78,610,120,374,0,0
SEA 43-1380,KI,124,15,301,44,183,0,0
SEA 46-2361,KI,100,39,359,66,206,1,0
SEA 32-2215,KI,297,78,805,159,535,0,1
SEA 46-2367,KI,95,67,449,67,229,0,0
SEA 32-2217,KI,196,113,754,111,421,0,1
SEA 32-2216,KI,94,32,338,76,203,0,1
SEA 37-1824,KI,164,34,394,48,246,0,0
SEA 32-2218,KI,167,62,666,101,332,0,2
SEA 37-1827,KI,138,58,558,73,270,1,0
SEA 36-1326,KI,238,63,693,133,436,0,2
SEA 37-1823,KI,14,21,209,9,44,0,0
SEA 43-1835,KI,247,72,688,96,417,0,2
SEA 37-1608,KI,174,46,559,72,293,0,1
SEA 36-1320,KI,134,40,362,60,234,0,0
SEA 36-1321,KI,153,37,416,64,258,0,4
SEA 37-1622,KI,89,69,578,68,226,0,0
SEA 37-2799,KI,99,55,445,50,206,0,2
SEA 46-2269,KI,113,15,305,69,197,0,0
SEA 36-1322,KI,162,32,479,92,286,0,0
SEA 46-1964,KI,150,35,499,62,247,0,0
SEA 36-1323,KI,156,24,401,63,243,0,0
SEA 37-1620,KI,54,46,418,38,140,0,2
SEA 37-1891,KI,102,38,304,53,193,0,0
SEA 36-1662,KI,153,38,450,100,291,0,0
SEA 37-1609,KI,144,39,414,59,242,0,0
SEA 46-2100,KI,162,16,370,67,246,0,1
SEA 46-1961,KI,114,19,272,48,182,0,1
SEA 36-1328,KI,229,48,756,113,390,0,0
SEA 43-3497,KI,118,36,532,64,218,0,0
SEA 46-1962,KI,106,36,295,66,208,0,0
SEA 37-1894,KI,143,58,433,57,259,0,1
SEA 37-1899,KI,116,46,338,33,195,0,0
SEA 37-1898,KI,97,22,285,38,158,0,1
SEA 36-1703,KI,169,65,530,105,340,0,1
SEA 36-2750,KI,116,37,458,42,198,0,3
SEA 37-1890,KI,254,61,581,97,412,0,0
SEA 37-1893,KI,182,48,445,57,287,0,0
SEA 37-1892,KI,249,38,594,73,360,0,0
SEA 37-1895,KI,235,51,604,69,356,0,1
SEA 37-1628,KI,121,53,444,40,215,1,0
SEA 37-1897,KI,176,66,881,76,320,0,2
SEA 37-1896,KI,152,51,410,54,258,0,1
