Row Label,County,Art Chapman,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SEA 43-1863,KI,117,475,136,255,0,2
SEA 43-1862,KI,119,476,112,234,0,3
SEA 37-1879,KI,215,839,206,424,1,2
SEA 43-1860,KI,170,745,194,368,0,4
SEA 43-1867,KI,141,546,156,299,0,2
SEA 43-3262,KI,79,306,98,177,0,0
SEA 37-1840,KI,155,616,123,281,0,3
SEA 43-1994,KI,117,295,80,197,0,0
SEA 43-2039,KI,84,328,115,199,0,0
SEA 43-2038,KI,160,560,194,355,0,1
SEA 37-1640,KI,165,738,127,293,0,1
SEA 43-2033,KI,126,438,149,276,0,1
SEA 43-2035,KI,144,668,155,301,0,2
SEA 43-2034,KI,122,424,129,253,0,2
SEA 43-2037,KI,122,551,150,274,0,2
SEA 36-1325,KI,117,465,128,246,0,1
SEA 46-2153,KI,109,492,115,231,0,7
SEA 46-2152,KI,74,378,116,192,0,2
SEA 46-2379,KI,132,542,194,332,0,6
SEA 43-2549,KI,182,718,154,339,0,3
SEA 37-1590,KI,105,294,123,228,0,0
SEA 37-1591,KI,115,360,134,249,0,0
SEA 37-1592,KI,176,634,183,361,0,2
SEA 37-1593,KI,131,470,122,254,0,1
SEA 37-1594,KI,145,761,194,343,0,4
SEA 37-1596,KI,124,497,135,260,0,1
SEA 43-2542,KI,80,275,66,146,0,0
SEA 36-2116,KI,95,299,107,202,0,0
SEA 43-1406,KI,128,398,135,264,0,1
SEA 36-2117,KI,118,336,104,223,0,1
SEA 46-2270,KI,96,290,105,202,0,1
SEA 46-1978,KI,159,501,169,328,0,0
SEA 36-1288,KI,134,391,131,265,0,0
SEA 36-1287,KI,209,733,269,481,0,3
SEA 36-1286,KI,114,439,138,254,0,2
SEA 46-1970,KI,77,250,84,161,0,0
SEA 46-1971,KI,94,325,106,200,0,0
SEA 46-1977,KI,115,321,102,217,0,0
SEA 46-1974,KI,129,415,140,269,0,0
SEA 36-1676,KI,71,261,96,167,0,0
SEA 36-1677,KI,112,336,106,219,0,1
SEA 36-1675,KI,91,309,117,209,0,1
SEA 34-1245,KI,135,466,108,244,0,1
SEA 36-1673,KI,225,806,302,530,0,3
SEA 34-1247,KI,124,461,75,202,0,3
SEA 34-1246,KI,108,355,95,203,0,0
SEA 34-1249,KI,140,551,99,241,0,2
SEA 34-1248,KI,118,407,91,209,0,0
SEA 36-1775,KI,172,711,155,327,0,0
SEA 36-1774,KI,163,494,184,347,0,0
SEA 36-1773,KI,132,644,150,285,0,3
SEA 36-1772,KI,130,534,152,284,0,2
SEA 36-1771,KI,127,487,121,248,0,0
SEA 36-1679,KI,124,413,148,272,0,0
SEA 46-1959,KI,237,703,251,491,0,3
SEA 43-3628,KI,163,536,122,290,0,5
SEA 34-1410,KI,72,240,84,156,0,0
SEA 36-1699,KI,71,295,87,160,0,2
SEA 34-1412,KI,74,261,92,166,0,0
SEA 34-1413,KI,150,533,166,319,0,3
SEA 34-1414,KI,58,239,104,165,0,3
SEA 34-1415,KI,133,406,112,247,0,2
SEA 34-1416,KI,109,394,124,235,0,2
SEA 36-1690,KI,65,342,107,178,0,6
SEA 36-1691,KI,65,274,91,156,0,0
SEA 36-1692,KI,122,363,134,256,0,0
SEA 36-1693,KI,95,308,94,189,0,0
SEA 36-1695,KI,153,475,166,320,0,1
SEA 36-1696,KI,139,433,147,286,0,0
SEA 36-1697,KI,87,312,98,186,0,1
SEA 36-1317,KI,176,631,193,370,0,1
SEA 37-1607,KI,117,524,107,227,0,3
SEA 36-2523,KI,169,496,164,333,0,0
SEA 36-2522,KI,122,356,107,230,0,1
SEA 46-3688,KI,10,24,5,15,0,0
SEA 36-2520,KI,133,573,163,298,0,2
SEA 36-2527,KI,88,294,106,195,0,1
SEA 36-2526,KI,142,444,157,301,0,2
SEA 36-1721,KI,119,529,127,246,0,0
SEA 36-2529,KI,146,456,168,314,0,0
SEA 36-2528,KI,195,576,202,400,0,3
SEA 46-1980,KI,97,381,160,257,0,0
SEA 43-3571,KI,92,464,62,156,0,2
SEA 43-1267,KI,115,386,148,264,0,1
SEA 43-1783,KI,119,455,123,243,0,1
SEA 36-1727,KI,114,382,124,239,0,1
SEA 37-3567,KI,74,408,55,130,0,1
SEA 46-2359,KI,105,341,98,203,0,0
SEA 46-2302,KI,123,408,142,265,0,0
SEA 36-1672,KI,80,252,84,164,0,0
SEA 37-1652,KI,52,287,103,157,0,2
SEA 36-3605,KI,124,535,119,249,0,6
SEA 37-1937,KI,86,293,126,212,0,0
SEA 11-3491,KI,0,0,0,0,0,0
SEA 36-3317,KI,173,595,209,383,0,1
SEA 37-1932,KI,89,416,129,218,0,0
SEA 36-1670,KI,158,492,173,331,0,0
SEA 37-1839,KI,180,754,215,399,0,4
SEA 37-1838,KI,196,764,208,405,0,1
SEA 32-2224,KI,159,535,128,289,0,2
SEA 46-2377,KI,199,574,190,391,0,2
SEA 37-1650,KI,76,260,98,175,0,1
SEA 37-1833,KI,160,653,172,336,0,4
SEA 46-2370,KI,86,428,51,137,0,0
SEA 37-1831,KI,106,353,115,221,0,0
SEA 37-1914,KI,171,523,193,364,0,0
SEA 37-3696,KI,11,49,7,18,0,0
SEA 37-3693,KI,0,0,0,0,0,0
SEA 11-1597,KI,214,909,192,410,0,4
SEA 43-1819,KI,151,457,151,303,0,1
SEA 43-1982,KI,126,501,139,266,0,1
SEA 43-1983,KI,164,497,149,313,0,0
SEA 46-2351,KI,95,314,104,200,0,1
SEA 43-1986,KI,72,278,91,163,0,0
SEA 46-2350,KI,124,407,92,217,0,1
SEA 46-2357,KI,139,472,169,309,0,1
SEA 43-3692,KI,0,0,0,0,0,0
SEA 43-3690,KI,10,38,7,17,0,0
SEA 46-2240,KI,146,431,144,290,0,0
SEA 36-1770,KI,73,234,86,159,0,0
SEA 43-2055,KI,46,322,67,113,0,0
SEA 46-2231,KI,184,619,179,366,0,3
SEA 46-2143,KI,89,285,73,163,0,1
SEA 46-1401,KI,163,686,145,311,0,3
SEA 46-2244,KI,95,268,94,191,0,2
SEA 36-2749,KI,77,336,53,130,0,0
SEA 37-1940,KI,126,536,140,268,0,2
SEA 46-2341,KI,149,569,200,349,0,0
SEA 37-1944,KI,170,754,154,326,0,2
SEA 36-2743,KI,179,501,153,332,0,0
SEA 46-2303,KI,124,422,159,284,0,1
SEA 46-2378,KI,107,322,105,212,0,0
SEA 43-3595,KI,163,535,157,322,0,2
SEA 46-2363,KI,105,380,107,213,0,1
SEA 46-2360,KI,102,469,98,202,0,2
SEA 46-2313,KI,147,538,97,248,0,4
SEA 46-2373,KI,178,683,152,331,0,1
SEA 46-2366,KI,110,451,126,241,0,5
SEA 43-2105,KI,155,628,206,361,0,0
SEA 43-3570,KI,236,1056,191,429,0,2
SEA 43-2061,KI,88,476,118,207,0,1
SEA 46-2056,KI,112,330,115,228,0,1
SEA 43-1350,KI,64,265,69,133,0,0
SEA 43-2065,KI,94,547,83,179,0,2
SEA 43-2068,KI,90,425,100,191,0,1
SEA 43-2069,KI,189,652,207,399,0,3
SEA 43-1826,KI,167,567,185,354,0,2
SEA 36-3345,KI,138,517,118,260,0,4
SEA 46-2057,KI,147,443,163,310,0,0
SEA 36-3341,KI,142,654,178,325,0,5
SEA 37-1825,KI,165,704,126,296,0,5
SEA 46-2364,KI,97,355,88,185,0,0
SEA 34-1515,KI,135,391,112,247,0,0
SEA 34-1514,KI,148,521,129,277,0,0
SEA 34-1517,KI,74,260,71,145,0,0
SEA 34-1516,KI,111,399,113,227,0,3
SEA 32-3656,KI,145,474,141,288,0,2
SEA 34-1510,KI,106,392,120,228,0,2
SEA 34-1513,KI,156,663,152,312,0,4
SEA 34-1512,KI,69,269,80,149,0,0
SEA 43-1364,KI,144,535,175,321,0,2
SEA 43-1365,KI,116,459,146,262,0,0
SEA 43-1366,KI,79,287,107,186,0,0
SEA 43-1367,KI,111,375,139,253,0,3
SEA 34-1519,KI,83,327,107,192,0,2
SEA 34-1518,KI,76,260,80,156,0,0
SEA 43-1362,KI,154,660,196,351,0,1
SEA 43-1363,KI,183,725,199,386,0,4
SEA 36-1698,KI,85,278,82,167,0,0
SEA 36-1319,KI,144,469,140,285,0,1
SEA 36-1318,KI,272,999,262,537,0,3
SEA 11-1624,KI,103,577,103,208,0,2
SEA 36-2119,KI,79,277,97,176,0,0
SEA 36-1720,KI,141,622,146,287,0,0
SEA 34-1418,KI,80,299,115,196,0,1
SEA 36-1722,KI,132,536,121,256,0,3
SEA 36-1723,KI,105,431,144,252,0,3
SEA 36-1724,KI,95,315,110,207,0,2
SEA 36-1725,KI,94,372,93,189,0,2
SEA 36-1726,KI,102,387,111,214,0,1
SEA 34-1419,KI,214,694,199,418,0,5
SEA 36-1729,KI,71,231,76,147,0,0
SEA 37-1646,KI,84,457,66,151,1,0
SEA 46-2266,KI,131,494,156,288,0,1
SEA 43-2004,KI,91,356,113,206,0,2
SEA 43-2987,KI,48,673,49,97,0,0
SEA 46-2339,KI,78,330,88,171,0,5
SEA 46-2338,KI,145,543,114,260,0,1
SEA 46-2330,KI,128,420,104,232,0,0
SEA 46-2333,KI,96,371,122,221,0,3
SEA 46-2332,KI,74,248,91,165,0,0
SEA 46-2335,KI,159,609,107,268,0,2
SEA 46-2334,KI,179,573,164,343,0,0
SEA 46-2337,KI,104,347,78,185,0,3
SEA 46-2336,KI,172,707,174,350,0,4
SEA 43-2109,KI,105,478,102,212,0,5
SEA 43-3230,KI,152,626,155,309,0,2
SEA 43-2016,KI,96,333,100,197,0,1
SEA 36-2163,KI,72,289,104,176,0,0
SEA 36-2162,KI,119,373,139,259,0,1
SEA 36-2161,KI,134,460,169,304,0,1
SEA 34-1458,KI,117,376,128,246,0,1
SEA 34-1459,KI,86,272,89,175,0,0
SEA 36-2165,KI,60,240,108,170,0,2
SEA 36-2164,KI,98,310,117,215,0,0
SEA 34-1454,KI,83,306,95,180,0,2
SEA 11-3580,KI,95,401,80,175,0,0
SEA 34-1456,KI,130,428,118,248,0,0
SEA 34-1457,KI,200,687,184,385,0,1
SEA 34-1450,KI,98,301,90,188,0,0
SEA 34-1451,KI,98,330,80,178,0,0
SEA 34-1452,KI,83,275,87,170,0,0
SEA 34-1453,KI,94,264,79,174,0,1
SEA 37-3639,KI,91,303,100,191,0,0
SEA 43-1277,KI,138,541,140,282,0,4
SEA 43-2008,KI,86,257,82,169,0,1
SEA 37-3636,KI,165,786,128,296,0,3
SEA 43-1275,KI,97,275,101,200,0,2
SEA 46-2263,KI,175,599,220,396,0,1
SEA 43-1272,KI,135,437,150,285,0,0
SEA 36-3496,KI,170,671,154,328,0,4
SEA 36-2171,KI,145,491,182,329,0,2
SEA 46-2348,KI,65,274,96,161,0,0
SEA 43-1379,KI,77,263,109,187,0,1
SEA 37-1907,KI,214,657,216,432,0,2
SEA 37-1906,KI,116,427,162,280,0,2
SEA 43-1271,KI,133,473,124,260,0,3
SEA 37-1903,KI,99,312,117,218,0,2
SEA 37-1902,KI,90,339,131,224,0,3
SEA 37-1901,KI,82,260,79,163,1,1
SEA 37-1900,KI,99,355,91,192,0,2
SEA 37-1864,KI,176,622,96,273,0,1
SEA 43-1376,KI,149,541,161,312,0,2
SEA 43-1870,KI,140,466,130,273,0,3
SEA 36-2167,KI,88,327,123,211,0,0
SEA 43-1874,KI,177,608,164,343,0,2
SEA 46-1400,KI,102,425,117,221,0,2
SEA 36-2166,KI,98,336,133,231,0,0
SEA 32-2537,KI,108,396,105,213,0,0
SEA 46-2322,KI,131,532,148,281,0,2
SEA 43-1373,KI,98,335,140,243,0,5
SEA 32-2539,KI,228,788,216,447,0,3
SEA 43-1371,KI,79,288,86,166,0,1
SEA 43-2028,KI,137,423,142,280,0,1
SEA 34-1455,KI,230,956,197,428,0,1
SEA 43-2026,KI,116,356,122,239,0,1
SEA 43-2027,KI,85,292,117,202,0,0
SEA 43-2024,KI,92,336,109,201,0,0
SEA 43-1370,KI,101,332,133,237,0,3
SEA 43-2023,KI,100,388,122,224,0,2
SEA 43-2020,KI,111,374,138,249,0,0
SEA 43-2021,KI,260,797,241,506,0,5
SEA 36-2168,KI,140,520,193,334,0,1
SEA 36-2524,KI,66,216,86,152,0,0
SEA 46-1967,KI,153,497,165,320,0,2
SEA 46-2275,KI,32,127,39,71,0,0
SEA 43-2550,KI,81,342,75,157,0,1
SEA 43-2541,KI,61,268,54,115,0,0
SEA 37-1585,KI,100,358,130,233,0,3
SEA 37-1584,KI,102,332,102,210,0,6
SEA 43-1889,KI,142,483,144,288,0,2
SEA 43-1345,KI,123,424,149,274,0,2
SEA 36-1298,KI,106,337,139,246,0,1
SEA 34-3682,KI,82,386,109,192,0,1
SEA 43-1888,KI,188,633,184,373,0,1
SEA 36-1294,KI,191,735,257,449,0,1
SEA 36-1295,KI,95,337,121,219,0,3
SEA 36-1296,KI,106,303,87,194,0,1
SEA 36-1297,KI,86,298,97,183,0,0
SEA 36-1292,KI,113,356,105,220,0,2
SEA 34-1257,KI,141,510,162,304,0,1
SEA 34-1254,KI,85,346,65,150,0,0
SEA 34-1255,KI,139,414,60,202,0,3
SEA 34-1252,KI,156,660,135,295,0,4
SEA 36-1769,KI,78,234,73,151,0,0
SEA 34-1250,KI,96,335,102,199,0,1
SEA 34-1251,KI,195,538,116,312,0,1
SEA 36-1764,KI,98,264,87,185,0,0
SEA 36-1765,KI,80,274,98,178,0,0
SEA 36-1766,KI,90,401,124,216,0,2
SEA 36-1767,KI,111,551,130,242,0,1
SEA 36-1760,KI,88,300,106,195,0,1
SEA 36-1761,KI,83,309,108,193,0,2
SEA 36-1762,KI,91,306,114,207,0,2
SEA 36-1763,KI,93,312,102,196,0,1
SEA 46-2500,KI,103,360,101,209,0,5
SEA 34-3175,KI,103,357,131,235,0,1
SEA 34-1425,KI,104,292,81,185,0,0
SEA 34-1424,KI,103,436,106,210,0,1
SEA 34-1427,KI,68,269,93,163,0,2
SEA 34-1426,KI,77,294,108,186,0,1
SEA 34-1420,KI,175,668,210,385,0,0
SEA 34-1423,KI,107,338,95,205,0,3
SEA 34-1422,KI,96,354,119,216,0,1
SEA 46-1965,KI,102,292,88,190,0,0
SEA 34-1429,KI,81,252,76,158,0,1
SEA 34-1428,KI,77,252,83,163,0,3
SEA 43-2239,KI,168,566,220,389,0,1
SEA 43-2238,KI,239,813,299,539,0,1
SEA 43-2237,KI,165,568,184,352,0,3
SEA 34-2501,KI,112,381,130,244,0,2
SEA 43-1349,KI,92,359,137,231,0,2
SEA 36-2532,KI,136,416,133,273,0,4
SEA 36-2533,KI,120,431,145,267,0,2
SEA 36-2534,KI,153,547,158,315,0,4
SEA 36-2535,KI,145,566,145,291,0,1
SEA 36-2129,KI,174,691,150,326,0,2
SEA 36-2126,KI,195,722,221,419,0,3
SEA 36-2125,KI,193,620,162,357,0,2
SEA 36-2121,KI,112,443,101,216,0,3
SEA 36-2120,KI,123,413,147,273,0,3
SEA 36-2146,KI,84,338,114,199,0,1
SEA 46-1966,KI,67,234,75,144,0,2
SEA 46-2375,KI,93,312,117,210,0,0
SEA 43-2115,KI,67,527,66,134,0,1
SEA 37-3673,KI,143,563,129,277,0,5
SEA 37-3672,KI,100,426,124,225,0,1
SEA 37-3573,KI,62,564,49,111,0,0
SEA 36-2511,KI,132,430,179,311,0,0
SEA 46-2249,KI,94,250,76,170,0,0
SEA 43-1779,KI,84,377,63,147,0,0
SEA 37-1558,KI,129,702,144,273,0,0
SEA 37-1559,KI,75,338,31,108,0,2
SEA 37-1555,KI,93,410,96,190,0,1
SEA 46-2243,KI,173,514,183,359,0,3
SEA 37-1557,KI,65,343,57,124,0,2
SEA 46-2245,KI,171,409,151,322,0,0
SEA 43-1776,KI,177,673,194,375,0,4
SEA 46-2247,KI,221,630,198,421,0,2
SEA 37-1553,KI,93,388,112,206,0,1
SEA 32-2211,KI,158,606,147,311,0,6
SEA 32-2210,KI,195,610,179,374,0,0
SEA 43-1380,KI,79,301,104,183,0,0
SEA 46-2361,KI,101,359,104,206,0,1
SEA 32-2215,KI,266,805,267,535,0,2
SEA 46-2367,KI,118,449,111,229,0,0
SEA 32-2217,KI,256,754,163,421,0,2
SEA 32-2216,KI,91,338,112,203,0,0
SEA 37-1824,KI,119,394,123,246,0,4
SEA 32-2218,KI,156,666,172,332,0,4
SEA 37-1827,KI,171,558,97,270,0,2
SEA 36-1326,KI,206,693,227,436,0,3
SEA 37-1823,KI,32,209,12,44,0,0
SEA 43-1835,KI,251,688,161,417,0,5
SEA 37-1608,KI,134,559,154,293,0,5
SEA 36-1320,KI,111,362,123,234,0,0
SEA 36-1321,KI,123,416,133,258,0,2
SEA 37-1622,KI,113,578,113,226,0,0
SEA 37-2799,KI,111,445,93,206,0,2
SEA 46-2269,KI,88,305,109,197,0,0
SEA 36-1322,KI,116,479,168,286,0,2
SEA 46-1964,KI,135,499,112,247,0,0
SEA 36-1323,KI,109,401,134,243,0,0
SEA 37-1620,KI,89,418,49,140,0,2
SEA 37-1891,KI,90,304,103,193,0,0
SEA 36-1662,KI,150,450,140,291,0,1
SEA 37-1609,KI,97,414,145,242,0,0
SEA 46-2100,KI,124,370,122,246,0,0
SEA 46-1961,KI,85,272,96,182,0,1
SEA 36-1328,KI,188,756,202,390,0,0
SEA 43-3497,KI,109,532,108,218,0,1
SEA 46-1962,KI,95,295,113,208,0,0
SEA 37-1894,KI,103,433,153,259,0,3
SEA 37-1899,KI,87,338,105,195,0,3
SEA 37-1898,KI,77,285,81,158,0,0
SEA 36-1703,KI,163,530,176,340,0,1
SEA 36-2750,KI,108,458,86,198,0,4
SEA 37-1890,KI,190,581,219,412,0,3
SEA 37-1893,KI,157,445,125,287,0,5
SEA 37-1892,KI,186,594,173,360,0,1
SEA 37-1895,KI,158,604,196,356,0,2
SEA 37-1628,KI,122,444,93,215,0,0
SEA 37-1897,KI,181,881,134,320,0,5
SEA 37-1896,KI,121,410,135,258,0,2
