Row Label,County,Ed McKenna,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SEA 43-1863,KI,121,475,133,255,0,1
SEA 43-1862,KI,125,476,107,234,0,2
SEA 37-1879,KI,218,839,203,424,0,3
SEA 43-1860,KI,171,745,194,368,0,3
SEA 43-1867,KI,144,546,153,299,0,2
SEA 43-3262,KI,83,306,93,177,0,1
SEA 37-1840,KI,159,616,121,281,0,1
SEA 43-1994,KI,119,295,78,197,0,0
SEA 43-2039,KI,87,328,112,199,0,0
SEA 43-2038,KI,164,560,190,355,0,1
SEA 37-1640,KI,173,738,119,293,0,1
SEA 43-2033,KI,134,438,141,276,0,1
SEA 43-2035,KI,151,668,148,301,0,2
SEA 43-2034,KI,120,424,131,253,0,2
SEA 43-2037,KI,124,551,149,274,0,1
SEA 36-1325,KI,119,465,124,246,0,3
SEA 46-2153,KI,110,492,114,231,0,7
SEA 46-2152,KI,81,378,109,192,0,2
SEA 46-2379,KI,133,542,194,332,0,5
SEA 43-2549,KI,185,718,151,339,0,3
SEA 37-1590,KI,100,294,128,228,0,0
SEA 37-1591,KI,117,360,131,249,0,1
SEA 37-1592,KI,183,634,177,361,0,1
SEA 37-1593,KI,142,470,110,254,0,2
SEA 37-1594,KI,146,761,194,343,0,3
SEA 37-1596,KI,129,497,131,260,0,0
SEA 43-2542,KI,79,275,66,146,0,1
SEA 36-2116,KI,102,299,100,202,0,0
SEA 43-1406,KI,132,398,131,264,0,1
SEA 36-2117,KI,118,336,105,223,0,0
SEA 46-2270,KI,101,290,100,202,0,1
SEA 46-1978,KI,161,501,167,328,0,0
SEA 36-1288,KI,134,391,131,265,0,0
SEA 36-1287,KI,216,733,262,481,0,3
SEA 36-1286,KI,113,439,140,254,0,1
SEA 46-1970,KI,82,250,79,161,0,0
SEA 46-1971,KI,102,325,97,200,0,1
SEA 46-1977,KI,114,321,100,217,0,3
SEA 46-1974,KI,134,415,135,269,0,0
SEA 36-1676,KI,72,261,95,167,0,0
SEA 36-1677,KI,115,336,103,219,0,1
SEA 36-1675,KI,91,309,118,209,0,0
SEA 34-1245,KI,133,466,109,244,0,2
SEA 36-1673,KI,228,806,300,530,0,2
SEA 34-1247,KI,125,461,73,202,0,4
SEA 34-1246,KI,113,355,90,203,0,0
SEA 34-1249,KI,142,551,97,241,0,2
SEA 34-1248,KI,121,407,88,209,0,0
SEA 36-1775,KI,175,711,151,327,0,1
SEA 36-1774,KI,166,494,181,347,0,0
SEA 36-1773,KI,133,644,149,285,0,3
SEA 36-1772,KI,131,534,152,284,0,1
SEA 36-1771,KI,126,487,122,248,0,0
SEA 36-1679,KI,125,413,147,272,0,0
SEA 46-1959,KI,251,703,238,491,0,2
SEA 43-3628,KI,164,536,122,290,0,4
SEA 34-1410,KI,74,240,82,156,0,0
SEA 36-1699,KI,72,295,86,160,0,2
SEA 34-1412,KI,71,261,95,166,0,0
SEA 34-1413,KI,152,533,163,319,0,4
SEA 34-1414,KI,62,239,100,165,0,3
SEA 34-1415,KI,135,406,110,247,0,2
SEA 34-1416,KI,113,394,120,235,0,2
SEA 36-1690,KI,70,342,102,178,0,6
SEA 36-1691,KI,65,274,91,156,0,0
SEA 36-1692,KI,120,363,136,256,0,0
SEA 36-1693,KI,93,308,96,189,0,0
SEA 36-1695,KI,160,475,159,320,0,1
SEA 36-1696,KI,141,433,145,286,0,0
SEA 36-1697,KI,87,312,99,186,0,0
SEA 36-1317,KI,180,631,189,370,0,1
SEA 37-1607,KI,124,524,100,227,0,3
SEA 36-2523,KI,179,496,154,333,0,0
SEA 36-2522,KI,127,356,102,230,0,1
SEA 46-3688,KI,10,24,5,15,0,0
SEA 36-2520,KI,135,573,162,298,0,1
SEA 36-2527,KI,88,294,106,195,0,1
SEA 36-2526,KI,143,444,156,301,0,2
SEA 36-1721,KI,125,529,120,246,0,1
SEA 36-2529,KI,148,456,166,314,0,0
SEA 36-2528,KI,199,576,199,400,0,2
SEA 46-1980,KI,98,381,159,257,0,0
SEA 43-3571,KI,92,464,62,156,0,2
SEA 43-1267,KI,135,386,128,264,0,1
SEA 43-1783,KI,119,455,123,243,0,1
SEA 36-1727,KI,115,382,123,239,0,1
SEA 37-3567,KI,77,408,52,130,0,1
SEA 46-2359,KI,109,341,94,203,0,0
SEA 46-2302,KI,126,408,138,265,0,1
SEA 36-1672,KI,79,252,84,164,0,1
SEA 37-1652,KI,55,287,100,157,0,2
SEA 36-3605,KI,132,535,115,249,0,2
SEA 37-1937,KI,88,293,124,212,0,0
SEA 11-3491,KI,0,0,0,0,0,0
SEA 36-3317,KI,174,595,209,383,0,0
SEA 37-1932,KI,91,416,127,218,0,0
SEA 36-1670,KI,165,492,165,331,0,1
SEA 37-1839,KI,181,754,214,399,0,4
SEA 37-1838,KI,200,764,203,405,0,2
SEA 32-2224,KI,162,535,123,289,0,4
SEA 46-2377,KI,199,574,191,391,0,1
SEA 37-1650,KI,75,260,100,175,0,0
SEA 37-1833,KI,164,653,171,336,0,1
SEA 46-2370,KI,86,428,50,137,0,1
SEA 37-1831,KI,108,353,113,221,0,0
SEA 37-1914,KI,175,523,188,364,0,1
SEA 37-3696,KI,8,49,10,18,0,0
SEA 37-3693,KI,0,0,0,0,0,0
SEA 11-1597,KI,226,909,180,410,0,4
SEA 43-1819,KI,148,457,154,303,0,1
SEA 43-1982,KI,133,501,133,266,0,0
SEA 43-1983,KI,170,497,143,313,0,0
SEA 46-2351,KI,100,314,100,200,0,0
SEA 43-1986,KI,79,278,84,163,0,0
SEA 46-2350,KI,121,407,95,217,0,1
SEA 46-2357,KI,143,472,165,309,0,1
SEA 43-3692,KI,0,0,0,0,0,0
SEA 43-3690,KI,9,38,8,17,0,0
SEA 46-2240,KI,146,431,144,290,0,0
SEA 36-1770,KI,74,234,85,159,0,0
SEA 43-2055,KI,48,322,65,113,0,0
SEA 46-2231,KI,194,619,170,366,0,2
SEA 46-2143,KI,92,285,69,163,0,2
SEA 46-1401,KI,164,686,143,311,0,4
SEA 46-2244,KI,98,268,91,191,0,2
SEA 36-2749,KI,80,336,49,130,0,1
SEA 37-1940,KI,136,536,131,268,0,1
SEA 46-2341,KI,161,569,187,349,0,1
SEA 37-1944,KI,174,754,152,326,0,0
SEA 36-2743,KI,178,501,153,332,0,1
SEA 46-2303,KI,132,422,151,284,0,1
SEA 46-2378,KI,112,322,100,212,0,0
SEA 43-3595,KI,171,535,149,322,0,2
SEA 46-2363,KI,108,380,104,213,0,1
SEA 46-2360,KI,104,469,96,202,0,2
SEA 46-2313,KI,149,538,95,248,0,4
SEA 46-2373,KI,185,683,145,331,0,1
SEA 46-2366,KI,122,451,114,241,0,5
SEA 43-2105,KI,165,628,195,361,0,1
SEA 43-3570,KI,235,1056,191,429,0,3
SEA 43-2061,KI,93,476,112,207,0,2
SEA 46-2056,KI,116,330,110,228,0,2
SEA 43-1350,KI,63,265,70,133,0,0
SEA 43-2065,KI,93,547,84,179,0,2
SEA 43-2068,KI,92,425,98,191,0,1
SEA 43-2069,KI,194,652,202,399,0,3
SEA 43-1826,KI,174,567,176,354,0,4
SEA 36-3345,KI,141,517,115,260,0,4
SEA 46-2057,KI,148,443,162,310,0,0
SEA 36-3341,KI,140,654,179,325,0,6
SEA 37-1825,KI,173,704,119,296,0,4
SEA 46-2364,KI,97,355,88,185,0,0
SEA 34-1515,KI,139,391,108,247,0,0
SEA 34-1514,KI,152,521,123,277,0,2
SEA 34-1517,KI,76,260,69,145,0,0
SEA 34-1516,KI,116,399,109,227,0,2
SEA 32-3656,KI,151,474,134,288,0,3
SEA 34-1510,KI,107,392,118,228,0,3
SEA 34-1513,KI,167,663,141,312,0,4
SEA 34-1512,KI,74,269,75,149,0,0
SEA 43-1364,KI,143,535,176,321,0,2
SEA 43-1365,KI,116,459,146,262,0,0
SEA 43-1366,KI,86,287,100,186,0,0
SEA 43-1367,KI,115,375,134,253,0,4
SEA 34-1519,KI,88,327,103,192,0,1
SEA 34-1518,KI,78,260,78,156,0,0
SEA 43-1362,KI,158,660,192,351,0,1
SEA 43-1363,KI,185,725,195,386,0,6
SEA 36-1698,KI,86,278,81,167,0,0
SEA 36-1319,KI,146,469,138,285,0,1
SEA 36-1318,KI,280,999,253,537,0,4
SEA 11-1624,KI,108,577,98,208,0,2
SEA 36-2119,KI,80,277,95,176,0,1
SEA 36-1720,KI,146,622,141,287,0,0
SEA 34-1418,KI,80,299,114,196,0,2
SEA 36-1722,KI,137,536,116,256,0,3
SEA 36-1723,KI,111,431,136,252,0,5
SEA 36-1724,KI,96,315,108,207,0,3
SEA 36-1725,KI,99,372,88,189,0,2
SEA 36-1726,KI,107,387,107,214,0,0
SEA 34-1419,KI,217,694,196,418,0,5
SEA 36-1729,KI,71,231,76,147,0,0
SEA 37-1646,KI,89,457,61,151,1,0
SEA 46-2266,KI,137,494,150,288,0,1
SEA 43-2004,KI,94,356,108,206,0,4
SEA 43-2987,KI,50,673,47,97,0,0
SEA 46-2339,KI,82,330,84,171,0,5
SEA 46-2338,KI,152,543,107,260,0,1
SEA 46-2330,KI,125,420,107,232,0,0
SEA 46-2333,KI,101,371,117,221,0,3
SEA 46-2332,KI,75,248,90,165,0,0
SEA 46-2335,KI,161,609,104,268,0,3
SEA 46-2334,KI,188,573,154,343,0,1
SEA 46-2337,KI,108,347,74,185,0,3
SEA 46-2336,KI,181,707,165,350,0,4
SEA 43-2109,KI,105,478,102,212,0,5
SEA 43-3230,KI,150,626,154,309,0,5
SEA 43-2016,KI,101,333,95,197,0,1
SEA 36-2163,KI,73,289,103,176,0,0
SEA 36-2162,KI,118,373,140,259,0,1
SEA 36-2161,KI,134,460,169,304,0,1
SEA 34-1458,KI,124,376,122,246,0,0
SEA 34-1459,KI,89,272,85,175,0,1
SEA 36-2165,KI,62,240,107,170,0,1
SEA 36-2164,KI,100,310,114,215,0,1
SEA 34-1454,KI,85,306,92,180,0,3
SEA 11-3580,KI,101,401,74,175,0,0
SEA 34-1456,KI,132,428,116,248,0,0
SEA 34-1457,KI,206,687,179,385,0,0
SEA 34-1450,KI,99,301,88,188,0,1
SEA 34-1451,KI,101,330,76,178,0,1
SEA 34-1452,KI,81,275,89,170,0,0
SEA 34-1453,KI,94,264,78,174,0,2
SEA 37-3639,KI,94,303,97,191,0,0
SEA 43-1277,KI,143,541,135,282,0,4
SEA 43-2008,KI,81,257,87,169,0,1
SEA 37-3636,KI,174,786,119,296,0,3
SEA 43-1275,KI,101,275,97,200,0,2
SEA 46-2263,KI,180,599,215,396,0,1
SEA 43-1272,KI,134,437,150,285,0,1
SEA 36-3496,KI,169,671,154,328,0,5
SEA 36-2171,KI,148,491,179,329,0,2
SEA 46-2348,KI,66,274,94,161,0,1
SEA 43-1379,KI,82,263,104,187,0,1
SEA 37-1907,KI,216,657,212,432,0,4
SEA 37-1906,KI,121,427,157,280,0,2
SEA 43-1271,KI,133,473,124,260,0,3
SEA 37-1903,KI,98,312,118,218,0,2
SEA 37-1902,KI,97,339,126,224,0,1
SEA 37-1901,KI,83,260,79,163,0,1
SEA 37-1900,KI,99,355,91,192,1,1
SEA 37-1864,KI,181,622,92,273,0,0
SEA 43-1376,KI,157,541,153,312,0,2
SEA 43-1870,KI,146,466,124,273,0,3
SEA 36-2167,KI,91,327,119,211,0,1
SEA 43-1874,KI,182,608,160,343,0,1
SEA 46-1400,KI,101,425,118,221,0,2
SEA 36-2166,KI,98,336,133,231,0,0
SEA 32-2537,KI,108,396,105,213,0,0
SEA 46-2322,KI,134,532,145,281,0,2
SEA 43-1373,KI,117,335,121,243,0,5
SEA 32-2539,KI,238,788,207,447,0,2
SEA 43-1371,KI,80,288,85,166,0,1
SEA 43-2028,KI,141,423,138,280,0,1
SEA 34-1455,KI,230,956,195,428,0,3
SEA 43-2026,KI,117,356,122,239,0,0
SEA 43-2027,KI,84,292,118,202,0,0
SEA 43-2024,KI,94,336,107,201,0,0
SEA 43-1370,KI,103,332,133,237,0,1
SEA 43-2023,KI,104,388,119,224,0,1
SEA 43-2020,KI,113,374,135,249,0,1
SEA 43-2021,KI,260,797,242,506,0,4
SEA 36-2168,KI,146,520,186,334,0,2
SEA 36-2524,KI,67,216,85,152,0,0
SEA 46-1967,KI,160,497,158,320,0,2
SEA 46-2275,KI,34,127,37,71,0,0
SEA 43-2550,KI,81,342,76,157,0,0
SEA 43-2541,KI,61,268,54,115,0,0
SEA 37-1585,KI,110,358,122,233,0,1
SEA 37-1584,KI,104,332,101,210,0,5
SEA 43-1889,KI,144,483,143,288,0,1
SEA 43-1345,KI,138,424,134,274,0,2
SEA 36-1298,KI,110,337,135,246,0,1
SEA 34-3682,KI,83,386,108,192,0,1
SEA 43-1888,KI,195,633,177,373,0,1
SEA 36-1294,KI,191,735,257,449,0,1
SEA 36-1295,KI,98,337,119,219,0,2
SEA 36-1296,KI,103,303,90,194,0,1
SEA 36-1297,KI,90,298,92,183,0,1
SEA 36-1292,KI,117,356,101,220,0,2
SEA 34-1257,KI,145,510,157,304,0,2
SEA 34-1254,KI,85,346,65,150,0,0
SEA 34-1255,KI,144,414,55,202,0,3
SEA 34-1252,KI,156,660,135,295,0,4
SEA 36-1769,KI,78,234,73,151,0,0
SEA 34-1250,KI,100,335,98,199,0,1
SEA 34-1251,KI,199,538,113,312,0,0
SEA 36-1764,KI,99,264,86,185,0,0
SEA 36-1765,KI,82,274,96,178,0,0
SEA 36-1766,KI,91,401,124,216,0,1
SEA 36-1767,KI,116,551,125,242,0,1
SEA 36-1760,KI,91,300,103,195,0,1
SEA 36-1761,KI,85,309,106,193,0,2
SEA 36-1762,KI,91,306,114,207,0,2
SEA 36-1763,KI,91,312,105,196,0,0
SEA 46-2500,KI,108,360,96,209,0,5
SEA 34-3175,KI,106,357,128,235,0,1
SEA 34-1425,KI,106,292,79,185,0,0
SEA 34-1424,KI,103,436,105,210,0,2
SEA 34-1427,KI,71,269,90,163,0,2
SEA 34-1426,KI,81,294,104,186,0,1
SEA 34-1420,KI,174,668,210,385,0,1
SEA 34-1423,KI,107,338,95,205,0,3
SEA 34-1422,KI,95,354,120,216,0,1
SEA 46-1965,KI,114,292,76,190,0,0
SEA 34-1429,KI,84,252,73,158,0,1
SEA 34-1428,KI,73,252,87,163,0,3
SEA 43-2239,KI,178,566,210,389,0,1
SEA 43-2238,KI,240,813,298,539,0,1
SEA 43-2237,KI,169,568,180,352,0,3
SEA 34-2501,KI,118,381,124,244,0,2
SEA 43-1349,KI,92,359,137,231,0,2
SEA 36-2532,KI,140,416,130,273,0,3
SEA 36-2533,KI,123,431,140,267,0,4
SEA 36-2534,KI,157,547,154,315,0,4
SEA 36-2535,KI,145,566,145,291,0,1
SEA 36-2129,KI,180,691,144,326,0,2
SEA 36-2126,KI,199,722,216,419,0,4
SEA 36-2125,KI,184,620,168,357,0,5
SEA 36-2121,KI,111,443,103,216,0,2
SEA 36-2120,KI,123,413,147,273,0,3
SEA 36-2146,KI,90,338,108,199,0,1
SEA 46-1966,KI,65,234,77,144,0,2
SEA 46-2375,KI,95,312,115,210,0,0
SEA 43-2115,KI,69,527,64,134,0,1
SEA 37-3673,KI,149,563,122,277,0,6
SEA 37-3672,KI,105,426,120,225,0,0
SEA 37-3573,KI,62,564,49,111,0,0
SEA 36-2511,KI,133,430,178,311,0,0
SEA 46-2249,KI,95,250,75,170,0,0
SEA 43-1779,KI,83,377,63,147,0,1
SEA 37-1558,KI,131,702,142,273,0,0
SEA 37-1559,KI,73,338,31,108,0,4
SEA 37-1555,KI,98,410,90,190,0,2
SEA 46-2243,KI,169,514,185,359,0,5
SEA 37-1557,KI,72,343,51,124,0,1
SEA 46-2245,KI,182,409,140,322,0,0
SEA 43-1776,KI,183,673,187,375,0,5
SEA 46-2247,KI,218,630,199,421,0,4
SEA 37-1553,KI,93,388,111,206,0,2
SEA 32-2211,KI,161,606,145,311,0,5
SEA 32-2210,KI,197,610,176,374,0,1
SEA 43-1380,KI,81,301,102,183,0,0
SEA 46-2361,KI,101,359,105,206,0,0
SEA 32-2215,KI,276,805,255,535,0,4
SEA 46-2367,KI,120,449,107,229,0,2
SEA 32-2217,KI,269,754,150,421,0,2
SEA 32-2216,KI,97,338,105,203,0,1
SEA 37-1824,KI,119,394,124,246,0,3
SEA 32-2218,KI,161,666,167,332,0,4
SEA 37-1827,KI,176,558,91,270,0,3
SEA 36-1326,KI,206,693,227,436,0,3
SEA 37-1823,KI,33,209,11,44,0,0
SEA 43-1835,KI,258,688,156,417,0,3
SEA 37-1608,KI,139,559,150,293,0,4
SEA 36-1320,KI,112,362,122,234,0,0
SEA 36-1321,KI,127,416,128,258,0,3
SEA 37-1622,KI,118,578,108,226,0,0
SEA 37-2799,KI,112,445,91,206,0,3
SEA 46-2269,KI,98,305,99,197,0,0
SEA 36-1322,KI,118,479,166,286,0,2
SEA 46-1964,KI,137,499,110,247,0,0
SEA 36-1323,KI,111,401,132,243,0,0
SEA 37-1620,KI,86,418,51,140,0,3
SEA 37-1891,KI,91,304,102,193,0,0
SEA 36-1662,KI,146,450,144,291,0,1
SEA 37-1609,KI,101,414,141,242,0,0
SEA 46-2100,KI,122,370,123,246,0,1
SEA 46-1961,KI,93,272,87,182,0,2
SEA 36-1328,KI,189,756,201,390,0,0
SEA 43-3497,KI,113,532,105,218,0,0
SEA 46-1962,KI,101,295,107,208,0,0
SEA 37-1894,KI,107,433,149,259,0,3
SEA 37-1899,KI,94,338,100,195,0,1
SEA 37-1898,KI,77,285,81,158,0,0
SEA 36-1703,KI,165,530,174,340,0,1
SEA 36-2750,KI,107,458,86,198,0,5
SEA 37-1890,KI,196,581,213,412,0,3
SEA 37-1893,KI,157,445,126,287,1,3
SEA 37-1892,KI,188,594,171,360,0,1
SEA 37-1895,KI,164,604,190,356,0,2
SEA 37-1628,KI,125,444,89,215,0,1
SEA 37-1897,KI,178,881,139,320,0,3
SEA 37-1896,KI,125,410,132,258,0,1
